chemical,map
CID-173651,23725
CID-136449,23726
CID-18407944,23727
CID-59101579,23728
CID-46216845,23729
CID-9899303,23730
CID-49859694,23731
CID-11032148,23732
CID-15351,23733
CID-16666688,23734
CID-15465413,23735
CID-61073,23736
CID-16119668,23737
CID-57408888,23738
CID-1224,23739
CID-90474038,23740
CID-23628250,23741
CID-56676663,23742
CID-148886,23743
CID-18368734,23744
CID-6328160,23745
CID-49838775,23746
CID-90915102,23747
CID-105389,23748
CID-88219981,23749
CID-70694271,23750
CID-14266,23751
CID-75040,23752
CID-21778200,23753
CID-19876687,23754
CID-86691073,23755
CID-46938851,23756
CID-3082399,23757
CID-21866023,23758
CID-87814639,23759
CID-76543,23760
CID-369935,23761
CID-90656277,23762
CID-44396568,23763
CID-124102,23764
CID-11628452,23765
CID-124357,23766
CID-90854105,23767
CID-16925,23768
CID-15265,23769
CID-153208,23770
CID-9831650,23771
CID-12766,23772
CID-209655,23773
CID-10008129,23774
CID-71519170,23775
CID-54557439,23776
CID-56666576,23777
CID-3001386,23778
CID-6420146,23779
CID-54582494,23780
CID-44285370,23781
CID-193542,23782
CID-73010368,23783
CID-127679,23784
CID-44583861,23785
CID-5318092,23786
CID-78225285,23787
CID-36304,23788
CID-15546808,23789
CID-24853973,23790
CID-11299884,23791
CID-22094689,23792
CID-12110409,23793
CID-14162477,23794
CID-10363912,23795
CID-9912689,23796
CID-85604833,23797
CID-132767,23798
CID-9794484,23799
CID-5328296,23800
CID-162139,23801
CID-14158087,23802
CID-44569673,23803
CID-49855457,23804
CID-25231808,23805
CID-131785,23806
CID-9838356,23807
CID-11157375,23808
CID-27290,23809
CID-10286408,23810
CID-23648068,23811
CID-54580905,23812
CID-641752,23813
CID-70061,23814
CID-11708451,23815
CID-24768430,23816
CID-131764,23817
CID-11425048,23818
CID-57399125,23819
CID-10118619,23820
CID-69991,23821
CID-11465648,23822
CID-21827,23823
CID-10502807,23824
CID-11315933,23825
CID-54443967,23826
CID-59190503,23827
CID-59718848,23828
CID-13361728,23829
CID-275734,23830
CID-69219,23831
CID-23455959,23832
CID-91293185,23833
CID-6397420,23834
CID-24680,23835
CID-24964160,23836
CID-11535325,23837
CID-20056,23838
CID-382271,23839
CID-27010,23840
CID-5492386,23841
CID-11843537,23842
CID-23031,23843
CID-10693349,23844
CID-195746,23845
CID-75945,23846
CID-161315,23847
CID-108161,23848
CID-71310,23849
CID-18322403,23850
CID-49782114,23851
CID-91244116,23852
CID-637014,23853
CID-44431676,23854
CID-57403361,23855
CID-17750498,23856
CID-56973724,23857
CID-7114,23858
CID-3081801,23859
CID-10054463,23860
CID-46232940,23861
CID-23626262,23862
CID-17981676,23863
CID-44350924,23864
CID-15126555,23865
CID-44520855,23866
CID-58835113,23867
CID-11730189,23868
CID-20056132,23869
CID-133032,23870
CID-56971026,23871
CID-25060559,23872
CID-39354285,23873
CID-10185917,23874
CID-9913336,23875
CID-60196009,23876
CID-5328370,23877
CID-70933,23878
CID-44387479,23879
CID-5486715,23880
CID-12114852,23881
CID-151196,23882
CID-53926373,23883
CID-387625,23884
CID-11765177,23885
CID-11635364,23886
CID-4825,23887
CID-76328980,23888
CID-49863945,23889
CID-10369209,23890
CID-57345319,23891
CID-3032423,23892
CID-44443346,23893
CID-18668538,23894
CID-91040779,23895
CID-10345230,23896
CID-193664,23897
CID-75089,23898
CID-71035341,23899
CID-22742941,23900
CID-4363642,23901
CID-57347349,23902
CID-2450,23903
CID-12512638,23904
CID-54688795,23905
CID-3831396,23906
CID-56679805,23907
CID-17755141,23908
CID-11007,23909
CID-42627474,23910
CID-15427042,23911
CID-9543058,23912
CID-3062779,23913
CID-16109064,23914
CID-56672283,23915
CID-11686447,23916
CID-551577,23917
CID-44278917,23918
CID-65378462,23919
CID-59106280,23920
CID-14506960,23921
CID-79317,23922
CID-5324327,23923
CID-65574,23924
CID-57187202,23925
CID-59714,23926
CID-585053,23927
CID-44559571,23928
CID-105071,23929
CID-71521332,23930
CID-5748646,23931
CID-91701,23932
CID-45486332,23933
CID-90917633,23934
CID-53355503,23935
CID-5316531,23936
CID-10671711,23937
CID-5318874,23938
CID-18420172,23939
CID-10149274,23940
CID-46844541,23941
CID-10015631,23942
CID-6918772,23943
CID-11486753,23944
CID-14809,23945
CID-20334964,23946
CID-25022550,23947
CID-11356237,23948
CID-5483463,23949
CID-23047654,23950
CID-71571355,23951
CID-10462444,23952
CID-44550841,23953
CID-42641892,23954
CID-443495,23955
CID-2516,23956
CID-91454534,23957
CID-62209,23958
CID-134131,23959
CID-10960780,23960
CID-18048,23961
CID-16244001,23962
CID-23728772,23963
CID-11345295,23964
CID-15839074,23965
CID-25114821,23966
CID-51035661,23967
CID-404629,23968
CID-84842,23969
CID-91476946,23970
CID-10185709,23971
CID-22262953,23972
CID-20230867,23973
CID-24824758,23974
CID-42607516,23975
CID-485475,23976
CID-44569837,23977
CID-76310148,23978
CID-12054546,23979
CID-44431702,23980
CID-44186330,23981
CID-52943885,23982
CID-5512,23983
CID-168744,23984
CID-114801,23985
CID-73082,23986
CID-10513,23987
CID-9549329,23988
CID-439177,23989
CID-10348847,23990
CID-447332,23991
CID-57402951,23992
CID-86302554,23993
CID-91538093,23994
CID-44432941,23995
CID-50364,23996
CID-28169,23997
CID-11261479,23998
CID-148908,23999
CID-90811353,24000
CID-21998011,24001
CID-12234529,24002
CID-990479,24003
CID-91307837,24004
CID-9832918,24005
CID-65944,24006
CID-2497562,24007
CID-3035526,24008
CID-54580343,24009
CID-44627902,24010
CID-57351578,24011
CID-10255173,24012
CID-24786555,24013
CID-127040,24014
CID-1916698,24015
CID-90645421,24016
CID-16046,24017
CID-25211893,24018
CID-130050,24019
CID-25024106,24020
CID-16122562,24021
CID-10616278,24022
CID-139898,24023
CID-439555,24024
CID-424952,24025
CID-192607,24026
CID-43157,24027
CID-106665,24028
CID-54277224,24029
CID-14208292,24030
CID-10132599,24031
CID-5366,24032
CID-5247113,24033
CID-11539725,24034
CID-14668820,24035
CID-628613,24036
CID-219302,24037
CID-13224366,24038
CID-551630,24039
CID-18984,24040
CID-46871722,24041
CID-10216181,24042
CID-11854202,24043
CID-10126189,24044
CID-1267384,24045
CID-4106774,24046
CID-10315987,24047
CID-57581106,24048
CID-19022508,24049
CID-5319821,24050
CID-18358580,24051
CID-10365186,24052
CID-11294166,24053
CID-139622,24054
CID-12042269,24055
CID-11844489,24056
CID-44269828,24057
CID-361927,24058
CID-85675026,24059
CID-16224040,24060
CID-451200,24061
CID-44400121,24062
CID-15575,24063
CID-19102815,24064
CID-443052,24065
CID-91564784,24066
CID-15373214,24067
CID-10036447,24068
CID-19025130,24069
CID-24873300,24070
CID-44626621,24071
CID-11719283,24072
CID-146374,24073
CID-10172,24074
CID-3362879,24075
CID-44571245,24076
CID-2820,24077
CID-44284532,24078
CID-40635,24079
CID-2760384,24080
CID-88989202,24081
CID-21925120,24082
CID-17883784,24083
CID-10864245,24084
CID-42630180,24085
CID-1551232,24086
CID-11740369,24087
CID-29740,24088
CID-56962331,24089
CID-11805896,24090
CID-9867445,24091
CID-12634722,24092
CID-96207,24093
CID-44475959,24094
CID-91381002,24095
CID-25078118,24096
CID-273714,24097
CID-71451098,24098
CID-5274622,24099
CID-195527,24100
CID-165177,24101
CID-11233063,24102
CID-10217950,24103
CID-44284,24104
CID-86242656,24105
CID-90784253,24106
CID-3320104,24107
CID-1573,24108
CID-21254265,24109
CID-4112,24110
CID-150359,24111
CID-11328586,24112
CID-93375,24113
CID-62706513,24114
CID-13408,24115
CID-127443,24116
CID-11957378,24117
CID-44340867,24118
CID-44446385,24119
CID-228,24120
CID-44250106,24121
CID-17583,24122
CID-399250,24123
CID-72206073,24124
CID-194247,24125
CID-44383841,24126
CID-16659963,24127
CID-50942509,24128
CID-140650,24129
CID-23631109,24130
CID-53494943,24131
CID-136184,24132
CID-161236,24133
CID-44422270,24134
CID-44314820,24135
CID-475410,24136
CID-23661680,24137
CID-57749990,24138
CID-20262418,24139
CID-11759813,24140
CID-76314180,24141
CID-57414401,24142
CID-131844,24143
CID-25113755,24144
CID-69424,24145
CID-5258394,24146
CID-10491320,24147
CID-107729,24148
CID-17977374,24149
CID-72551607,24150
CID-69173,24151
CID-9926432,24152
CID-18504763,24153
CID-26711777,24154
CID-11973909,24155
CID-44445884,24156
CID-96148,24157
CID-58994369,24158
CID-57450617,24159
CID-164260,24160
CID-14956762,24161
CID-56659488,24162
CID-67455813,24163
CID-21030981,24164
CID-53322167,24165
CID-11592172,24166
CID-22142127,24167
CID-15622064,24168
CID-2731895,24169
CID-15380813,24170
CID-9297,24171
CID-73386656,24172
CID-86097656,24173
CID-54565981,24174
CID-2812173,24175
CID-643736,24176
CID-46232512,24177
CID-56595311,24178
CID-44247671,24179
CID-14103034,24180
CID-10260989,24181
CID-87270803,24182
CID-24889458,24183
CID-23562860,24184
CID-10261073,24185
CID-2759291,24186
CID-854351,24187
CID-23155948,24188
CID-44192388,24189
CID-10015475,24190
CID-23139786,24191
CID-9917706,24192
CID-3032617,24193
CID-87421787,24194
CID-8194,24195
CID-44281185,24196
CID-20395944,24197
CID-159090,24198
CID-88032356,24199
CID-75569,24200
CID-20748539,24201
CID-277298,24202
CID-11736303,24203
CID-44576708,24204
CID-164772,24205
CID-129769,24206
CID-86279732,24207
CID-22018997,24208
CID-92121,24209
CID-25232724,24210
CID-5360124,24211
CID-194758,24212
CID-22029146,24213
CID-44820635,24214
CID-69828,24215
CID-21432497,24216
CID-152639,24217
CID-503019,24218
CID-5577,24219
CID-227506,24220
CID-10855107,24221
CID-47455,24222
CID-160492,24223
CID-49830260,24224
CID-12842325,24225
CID-5475,24226
CID-14374816,24227
CID-44449333,24228
CID-7800,24229
CID-57445552,24230
CID-10834512,24231
CID-90845921,24232
CID-71752595,24233
CID-9873338,24234
CID-191554,24235
CID-25003338,24236
CID-115369,24237
CID-11822555,24238
CID-10008393,24239
CID-72946599,24240
CID-90656746,24241
CID-11679946,24242
CID-444823,24243
CID-84911,24244
CID-44409244,24245
CID-54061950,24246
CID-11524,24247
CID-46208470,24248
CID-44560141,24249
CID-500459,24250
CID-609654,24251
CID-5475388,24252
CID-3037069,24253
CID-9938280,24254
CID-46738016,24255
CID-10384278,24256
CID-18187381,24257
CID-168379,24258
CID-130001,24259
CID-6102783,24260
CID-2733586,24261
CID-11255952,24262
CID-26177,24263
CID-127969,24264
CID-44303438,24265
CID-10768100,24266
CID-428683,24267
CID-601841,24268
CID-52937631,24269
CID-53703162,24270
CID-10534796,24271
CID-21098616,24272
CID-25180299,24273
CID-57495780,24274
CID-18474235,24275
CID-5487907,24276
CID-56935800,24277
CID-192395,24278
CID-11145576,24279
CID-27665,24280
CID-22317767,24281
CID-71624243,24282
CID-44370668,24283
CID-58765508,24284
CID-44293305,24285
CID-44123796,24286
CID-11497393,24287
CID-11758840,24288
CID-107964,24289
CID-125950,24290
CID-24878950,24291
CID-10073447,24292
CID-584765,24293
CID-190849,24294
CID-25183031,24295
CID-9884006,24296
CID-100333,24297
CID-46786207,24298
CID-71348975,24299
CID-66823,24300
CID-581640,24301
CID-22753,24302
CID-115229,24303
CID-10597860,24304
CID-53317143,24305
CID-44572615,24306
CID-10075383,24307
CID-44516815,24308
CID-11233414,24309
CID-10015315,24310
CID-4732,24311
CID-11016806,24312
CID-10650987,24313
CID-21337502,24314
CID-67463314,24315
CID-445939,24316
CID-71734028,24317
CID-81221,24318
CID-10411843,24319
CID-3036841,24320
CID-11387451,24321
CID-1697,24322
CID-25014511,24323
CID-119263,24324
CID-11738790,24325
CID-45484794,24326
CID-73348509,24327
CID-56593837,24328
CID-5321873,24329
CID-71402,24330
CID-20651581,24331
CID-194564,24332
CID-53793628,24333
CID-688342,24334
CID-57136069,24335
CID-10938288,24336
CID-11714850,24337
CID-613642,24338
CID-9953268,24339
CID-90803861,24340
CID-11041,24341
CID-1175,24342
CID-124165,24343
CID-53364498,24344
CID-439595,24345
CID-60147038,24346
CID-90749318,24347
CID-5282736,24348
CID-160142,24349
CID-242879,24350
CID-90981771,24351
CID-59467649,24352
CID-196860,24353
CID-11188024,24354
CID-10426229,24355
CID-17863377,24356
CID-90657923,24357
CID-44438852,24358
CID-67042,24359
CID-9888141,24360
CID-10430190,24361
CID-57093972,24362
CID-57396294,24363
CID-45027831,24364
CID-20397520,24365
CID-85692311,24366
CID-11380413,24367
CID-222664,24368
CID-436984,24369
CID-42539,24370
CID-10689930,24371
CID-25022639,24372
CID-138345,24373
CID-10104483,24374
CID-156680,24375
CID-123849,24376
CID-72945313,24377
CID-44321825,24378
CID-6857501,24379
CID-294796,24380
CID-45267615,24381
CID-439403,24382
CID-153971,24383
CID-131303,24384
CID-132874,24385
CID-11065535,24386
CID-9964101,24387
CID-9871458,24388
CID-13994384,24389
CID-46244260,24390
CID-10027494,24391
CID-11316354,24392
CID-11155391,24393
CID-10578853,24394
CID-11552514,24395
CID-50993777,24396
CID-11309653,24397
CID-12789391,24398
CID-52947191,24399
CID-17723,24400
CID-19847253,24401
CID-16736274,24402
CID-68691,24403
CID-25202637,24404
CID-310900,24405
CID-16727410,24406
CID-25167089,24407
CID-44461234,24408
CID-671,24409
CID-5487584,24410
CID-53317481,24411
CID-10257541,24412
CID-18000474,24413
CID-11562729,24414
CID-419,24415
CID-9797460,24416
CID-9973704,24417
CID-19392453,24418
CID-11427880,24419
CID-20144604,24420
CID-9844020,24421
CID-23135459,24422
CID-431789,24423
CID-429551,24424
CID-90985294,24425
CID-46883975,24426
CID-11617958,24427
CID-44435610,24428
CID-126411,24429
CID-25129864,24430
CID-44390495,24431
CID-71403377,24432
CID-44336129,24433
CID-10741430,24434
CID-22280332,24435
CID-124382,24436
CID-130307,24437
CID-141618,24438
CID-76325528,24439
CID-46946859,24440
CID-59168654,24441
CID-90987916,24442
CID-34355,24443
CID-15192251,24444
CID-71602913,24445
CID-44411137,24446
CID-13183932,24447
CID-53889720,24448
CID-220395,24449
CID-44580040,24450
CID-44186579,24451
CID-9549892,24452
CID-2734663,24453
CID-87980447,24454
CID-15667211,24455
CID-9953906,24456
CID-17499,24457
CID-6335254,24458
CID-9918408,24459
CID-5043691,24460
CID-89644,24461
CID-9924775,24462
CID-128598,24463
CID-23930,24464
CID-5314383,24465
CID-122244,24466
CID-543728,24467
CID-10266795,24468
CID-444,24469
CID-23393150,24470
CID-68417920,24471
CID-39878530,24472
CID-12732614,24473
CID-90644663,24474
CID-22016844,24475
CID-56954891,24476
CID-45486011,24477
CID-161244,24478
CID-2776,24479
CID-583301,24480
CID-69074,24481
CID-3085941,24482
CID-1236,24483
CID-10051708,24484
CID-70756,24485
CID-90820421,24486
CID-53987434,24487
CID-57825950,24488
CID-37258,24489
CID-21914820,24490
CID-9847419,24491
CID-161257,24492
CID-10239342,24493
CID-12683814,24494
CID-73295511,24495
CID-529890,24496
CID-3035756,24497
CID-56679797,24498
CID-46900953,24499
CID-20978504,24500
CID-254323,24501
CID-66645815,24502
CID-5460737,24503
CID-637951,24504
CID-10274019,24505
CID-16061263,24506
CID-46231343,24507
CID-10239728,24508
CID-22316388,24509
CID-44284285,24510
CID-978326,24511
CID-432692,24512
CID-2155044,24513
CID-170569,24514
CID-22614366,24515
CID-78333411,24516
CID-93373,24517
CID-71451986,24518
CID-134536,24519
CID-3032,24520
CID-71716310,24521
CID-43509,24522
CID-5320011,24523
CID-3071991,24524
CID-9927208,24525
CID-130295,24526
CID-6430775,24527
CID-50898670,24528
CID-11567613,24529
CID-22718847,24530
CID-9840540,24531
CID-191233,24532
CID-7618,24533
CID-19966840,24534
CID-564942,24535
CID-219595,24536
CID-49862662,24537
CID-10300250,24538
CID-10451362,24539
CID-12806149,24540
CID-50908719,24541
CID-70789290,24542
CID-76121,24543
CID-3086564,24544
CID-5743477,24545
CID-54683,24546
CID-95809,24547
CID-44568401,24548
CID-457757,24549
CID-6228,24550
CID-11948666,24551
CID-65154,24552
CID-24608,24553
CID-825735,24554
CID-21197431,24555
CID-46225167,24556
CID-3083821,24557
CID-17942383,24558
CID-621745,24559
CID-85860539,24560
CID-485584,24561
CID-11342825,24562
CID-20748661,24563
CID-91178625,24564
CID-94247,24565
CID-9809180,24566
CID-61112,24567
CID-12967032,24568
CID-9847196,24569
CID-220013,24570
CID-227746,24571
CID-71460269,24572
CID-6918837,24573
CID-134830,24574
CID-62639,24575
CID-44583926,24576
CID-54200714,24577
CID-352524,24578
CID-53330053,24579
CID-44451846,24580
CID-46227691,24581
CID-54079634,24582
CID-54014281,24583
CID-231605,24584
CID-226777,24585
CID-51003486,24586
CID-25200826,24587
CID-90920937,24588
CID-5321832,24589
CID-14250708,24590
CID-2777391,24591
CID-171446,24592
CID-44542921,24593
CID-130689,24594
CID-503016,24595
CID-67885907,24596
CID-370912,24597
CID-22028371,24598
CID-25201980,24599
CID-52950051,24600
CID-74789132,24601
CID-3781604,24602
CID-11471373,24603
CID-19438462,24604
CID-173319,24605
CID-24881202,24606
CID-90709534,24607
CID-58064735,24608
CID-87614373,24609
CID-616833,24610
CID-131960,24611
CID-44613884,24612
CID-369929,24613
CID-23647432,24614
CID-66559679,24615
CID-259,24616
CID-353977,24617
CID-53948206,24618
CID-22888352,24619
CID-11726550,24620
CID-10908075,24621
CID-6857619,24622
CID-13395682,24623
CID-44253187,24624
CID-181149,24625
CID-54765,24626
CID-9988024,24627
CID-44353748,24628
CID-22625584,24629
CID-3018234,24630
CID-52942171,24631
CID-15607651,24632
CID-44311664,24633
CID-620683,24634
CID-11075984,24635
CID-44453699,24636
CID-10770007,24637
CID-10348468,24638
CID-7180,24639
CID-83946,24640
CID-14563235,24641
CID-44413382,24642
CID-147585,24643
CID-295193,24644
CID-44285372,24645
CID-5327922,24646
CID-151483,24647
CID-44336947,24648
CID-100056,24649
CID-11228701,24650
CID-18403728,24651
CID-853912,24652
CID-608052,24653
CID-44281679,24654
CID-74416,24655
CID-11704042,24656
CID-5487598,24657
CID-15281185,24658
CID-123747,24659
CID-13306900,24660
CID-12656,24661
CID-44595526,24662
CID-44344030,24663
CID-14409605,24664
CID-165985,24665
CID-66855824,24666
CID-11017781,24667
CID-25220917,24668
CID-49797828,24669
CID-7009497,24670
CID-20760222,24671
CID-11554530,24672
CID-54512573,24673
CID-489882,24674
CID-25078014,24675
CID-11775399,24676
CID-148619,24677
CID-46238228,24678
CID-70682258,24679
CID-5319941,24680
CID-12200728,24681
CID-119093,24682
CID-44311638,24683
CID-10252,24684
CID-54208934,24685
CID-91668554,24686
CID-19005,24687
CID-10361427,24688
CID-14936861,24689
CID-10315735,24690
CID-90822115,24691
CID-2650,24692
CID-46891076,24693
CID-91569581,24694
CID-24803641,24695
CID-12034634,24696
CID-252216,24697
CID-126220,24698
CID-3416,24699
CID-10141105,24700
CID-91558094,24701
CID-5487956,24702
CID-61014,24703
CID-345554,24704
CID-57402128,24705
CID-23693550,24706
CID-170684,24707
CID-10266578,24708
CID-70683406,24709
CID-6323264,24710
CID-9858791,24711
CID-151094,24712
CID-3442,24713
CID-137566,24714
CID-313988,24715
CID-11273375,24716
CID-22259901,24717
CID-201650,24718
CID-45486514,24719
CID-56951457,24720
CID-126365,24721
CID-44572165,24722
CID-44581042,24723
CID-85128,24724
CID-4283596,24725
CID-65970,24726
CID-10467861,24727
CID-9837143,24728
CID-54495307,24729
CID-11980904,24730
CID-54751699,24731
CID-14991578,24732
CID-23128455,24733
CID-68205,24734
CID-16049363,24735
CID-21976313,24736
CID-23155689,24737
CID-2734661,24738
CID-68505958,24739
CID-137545,24740
CID-76936799,24741
CID-44608011,24742
CID-1277351,24743
CID-11511330,24744
CID-9913088,24745
CID-127656,24746
CID-18223728,24747
CID-44435603,24748
CID-79676,24749
CID-44593664,24750
CID-52911994,24751
CID-16049835,24752
CID-9802179,24753
CID-5419,24754
CID-10954123,24755
CID-9974208,24756
CID-25100150,24757
CID-10951047,24758
CID-14975630,24759
CID-16742825,24760
CID-512958,24761
CID-636793,24762
CID-71461971,24763
CID-22249094,24764
CID-3034255,24765
CID-137251,24766
CID-6822,24767
