drug,map
CID-6540299,192013
CID-44315611,192014
CID-11099375,192015
CID-11537013,192016
CID-269167,192017
CID-54755438,192018
CID-65374,192019
CID-24995603,192020
CID-53238181,192021
CID-9955378,192022
CID-5288173,192023
CID-16133816,192024
CID-52942975,192025
CID-11483496,192026
CID-53465410,192027
CID-447865,192028
CID-11743895,192029
CID-121248172,192030
CID-6368246,192031
CID-5281042,192032
CID-5327159,192033
CID-9796984,192034
CID-9954408,192035
CID-23586165,192036
CID-44418145,192037
CID-14074394,192038
CID-994313,192039
CID-5364752,192040
CID-11031415,192041
CID-5327095,192042
CID-10043439,192043
CID-44564416,192044
CID-154100,192045
CID-44433335,192046
CID-23625355,192047
CID-448006,192048
CID-14842885,192049
CID-17756771,192050
CID-448222,192051
CID-11586681,192052
CID-9878556,192053
CID-23670447,192054
CID-6918876,192055
CID-46907250,192056
CID-25023896,192057
CID-25108105,192058
CID-53321937,192059
CID-22995178,192060
CID-5284595,192061
CID-445494,192062
CID-9900163,192063
CID-44613456,192064
CID-44465558,192065
CID-130229812,192066
CID-11672724,192067
CID-71371,192068
CID-2130404,192069
CID-1894361,192070
CID-12033284,192071
CID-2444,192072
CID-2777993,192073
CID-44251290,192074
CID-378419,192075
CID-5852,192076
CID-13416469,192077
CID-44352782,192078
CID-9934870,192079
CID-24780383,192080
CID-111509,192081
CID-5487766,192082
CID-66599893,192083
CID-674656,192084
CID-16733489,192085
CID-619552,192086
CID-251908,192087
CID-20195365,192088
CID-20814785,192089
CID-44568213,192090
CID-447950,192091
CID-5289295,192092
CID-4225440,192093
CID-44336496,192094
CID-44520901,192095
CID-44404478,192096
CID-11477084,192097
CID-4073054,192098
CID-515950,192099
CID-9848818,192100
CID-3660,192101
CID-5311044,192102
CID-46886335,192103
CID-25034012,192104
CID-44306759,192105
CID-360400,192106
CID-79091,192107
CID-44434500,192108
CID-128503,192109
CID-3473842,192110
CID-5362422,192111
CID-379338,192112
CID-22617237,192113
CID-43227726,192114
CID-50908697,192115
CID-4293,192116
CID-11717189,192117
CID-16090308,192118
CID-25129490,192119
CID-11283830,192120
CID-44397383,192121
CID-44418330,192122
CID-25112470,192123
CID-6604863,192124
CID-11814656,192125
CID-5493336,192126
CID-73755010,192127
CID-3529580,192128
CID-835261,192129
CID-11206949,192130
CID-439302,192131
CID-10490725,192132
CID-10468421,192133
CID-12818200,192134
CID-13660225,192135
CID-44292270,192136
CID-46878243,192137
CID-5288581,192138
CID-73755082,192139
CID-10008367,192140
CID-44412071,192141
CID-14322900,192142
CID-44469321,192143
CID-445843,192144
CID-14116752,192145
CID-10099186,192146
CID-44613193,192147
CID-15192,192148
CID-447960,192149
CID-11556056,192150
CID-42627562,192151
CID-50913216,192152
CID-9552079,192153
CID-44445396,192154
CID-46937131,192155
CID-44418301,192156
CID-49843508,192157
CID-44559839,192158
CID-45483431,192159
CID-47320,192160
CID-56931136,192161
CID-9993627,192162
CID-44255320,192163
CID-5287515,192164
CID-382831,192165
CID-447227,192166
CID-44562813,192167
CID-60464,192168
CID-15991547,192169
CID-191445,192170
CID-10125324,192171
CID-447945,192172
CID-10297443,192173
CID-44613067,192174
CID-6474401,192175
CID-1714,192176
CID-71300755,192177
CID-54680690,192178
CID-5287452,192179
CID-9816018,192180
CID-222149,192181
CID-10398360,192182
CID-44190040,192183
CID-45487461,192184
CID-447701,192185
CID-3035850,192186
CID-44555372,192187
CID-107689,192188
CID-146207,192189
CID-25196630,192190
CID-44405789,192191
CID-11683187,192192
CID-21081761,192193
CID-6490494,192194
CID-16133800,192195
CID-44367445,192196
CID-16221496,192197
CID-46870043,192198
CID-23657800,192199
CID-237746,192200
CID-9833348,192201
CID-5310985,192202
CID-9852573,192203
CID-44418865,192204
CID-9836155,192205
CID-2819266,192206
CID-2994072,192207
CID-11597698,192208
CID-56947037,192209
CID-5310998,192210
CID-9547923,192211
CID-44451637,192212
CID-6140,192213
CID-11139437,192214
CID-10913542,192215
CID-10355761,192216
CID-9843744,192217
CID-44300143,192218
CID-44564581,192219
CID-5288082,192220
CID-6604820,192221
CID-6035704,192222
CID-5362119,192223
CID-9819593,192224
CID-24812718,192225
CID-1122713,192226
CID-12057,192227
CID-439750,192228
CID-44388074,192229
CID-44592011,192230
CID-16100407,192231
CID-45487450,192232
CID-23661626,192233
CID-45103809,192234
CID-10914878,192235
CID-46937118,192236
CID-3342298,192237
CID-180288,192238
CID-9810217,192239
CID-46703766,192240
CID-10022129,192241
CID-9942308,192242
CID-25137230,192243
CID-9795276,192244
CID-6461,192245
CID-22136331,192246
CID-15682881,192247
CID-21847,192248
CID-425241,192249
CID-10141893,192250
CID-11537287,192251
CID-5351153,192252
CID-68289010,192253
CID-44405179,192254
CID-146570,192255
CID-23645296,192256
CID-68186,192257
CID-9956726,192258
CID-9906282,192259
CID-69520,192260
CID-11624601,192261
CID-19910,192262
CID-16102644,192263
CID-25196629,192264
CID-24014,192265
CID-9830707,192266
CID-44568833,192267
CID-44411492,192268
CID-11211335,192269
CID-22254540,192270
CID-697415,192271
CID-3000729,192272
CID-6918428,192273
CID-3040841,192274
CID-44344607,192275
CID-44589293,192276
CID-9811733,192277
CID-9860744,192278
CID-46936977,192279
CID-11963579,192280
CID-11587023,192281
CID-69604735,192282
CID-52947218,192283
CID-5289288,192284
CID-16129664,192285
CID-16129672,192286
CID-44352202,192287
CID-11276402,192288
CID-288831,192289
CID-9844011,192290
CID-44306775,192291
CID-5393176,192292
CID-445940,192293
CID-11382066,192294
CID-11436024,192295
CID-46936378,192296
CID-44588829,192297
CID-6857802,192298
CID-11716193,192299
CID-10910934,192300
CID-5288067,192301
CID-49799648,192302
CID-659121,192303
CID-10593196,192304
CID-6539764,192305
CID-44543272,192306
CID-45483405,192307
CID-44139752,192308
CID-10378389,192309
CID-11957947,192310
CID-6398387,192311
CID-54684141,192312
CID-13687213,192313
CID-16681432,192314
CID-45103911,192315
CID-43565977,192316
CID-132714,192317
CID-44437844,192318
CID-46926514,192319
CID-44157521,192320
CID-9842124,192321
CID-65907,192322
CID-9894349,192323
CID-6914568,192324
CID-472335,192325
CID-6604901,192326
CID-45487171,192327
CID-3052764,192328
CID-44378768,192329
CID-6914660,192330
CID-23648527,192331
CID-137284240,192332
CID-44577440,192333
CID-2955557,192334
CID-44129623,192335
CID-9939929,192336
CID-44578588,192337
CID-15830914,192338
CID-473573,192339
CID-44568336,192340
CID-44351779,192341
CID-5476587,192342
CID-16122634,192343
CID-44251287,192344
CID-44414099,192345
CID-44396735,192346
CID-9813424,192347
CID-9889841,192348
CID-70685132,192349
CID-44572408,192350
CID-25151504,192351
CID-6443013,192352
CID-161273,192353
CID-46901937,192354
CID-20043772,192355
CID-22629308,192356
CID-5372683,192357
CID-73755085,192358
CID-11974440,192359
CID-123976,192360
CID-25150704,192361
CID-5162682,192362
CID-11673471,192363
CID-6918336,192364
CID-5330598,192365
CID-58056092,192366
CID-44418325,192367
CID-6852391,192368
CID-10267,192369
CID-46703929,192370
CID-10619839,192371
CID-44397333,192372
CID-46861536,192373
CID-46936882,192374
CID-348130,192375
CID-44407203,192376
CID-44275894,192377
CID-44129630,192378
CID-44430012,192379
CID-11452268,192380
CID-5289428,192381
CID-6453585,192382
CID-25129844,192383
CID-44351946,192384
CID-441278,192385
CID-11695302,192386
CID-5287544,192387
CID-5491702,192388
CID-44399025,192389
CID-4679312,192390
CID-6439259,192391
CID-3387354,192392
CID-71773,192393
CID-12012178,192394
CID-16198245,192395
CID-25093399,192396
CID-78357765,192397
CID-448718,192398
CID-3081333,192399
CID-11427528,192400
CID-14991618,192401
CID-6918277,192402
CID-5494422,192403
CID-72099,192404
CID-11973707,192405
CID-65016,192406
CID-3086618,192407
CID-75511,192408
CID-44397559,192409
CID-325144,192410
CID-15984068,192411
CID-44331823,192412
CID-9884685,192413
CID-44433328,192414
CID-10197984,192415
CID-10715591,192416
CID-46233687,192417
CID-71364,192418
CID-705775,192419
CID-3050410,192420
CID-70678896,192421
CID-45267548,192422
CID-11304412,192423
CID-11158623,192424
CID-46884016,192425
CID-636369,192426
CID-55245,192427
CID-449304,192428
CID-46703924,192429
CID-11540459,192430
CID-91799238,192431
CID-46225744,192432
CID-24963035,192433
CID-9571037,192434
CID-444503,192435
CID-18283,192436
CID-91827358,192437
CID-6024,192438
CID-10343454,192439
CID-10244543,192440
CID-188321,192441
CID-44439866,192442
CID-44583183,192443
CID-444378,192444
CID-448107,192445
CID-10117946,192446
CID-11673314,192447
CID-14229352,192448
CID-657085,192449
CID-9863342,192450
CID-5282381,192451
CID-445461,192452
CID-448117,192453
CID-3187704,192454
CID-11987888,192455
CID-24851127,192456
CID-44567598,192457
CID-44388654,192458
CID-5289354,192459
CID-247839,192460
CID-747056,192461
CID-6323362,192462
CID-11529282,192463
CID-24901612,192464
CID-44428304,192465
CID-11197671,192466
CID-44403402,192467
CID-45483188,192468
CID-5283387,192469
CID-14355089,192470
CID-727787,192471
CID-44220889,192472
CID-16131388,192473
CID-11064571,192474
CID-9977819,192475
CID-46887133,192476
CID-46926973,192477
CID-16058619,192478
CID-54440733,192479
CID-44278569,192480
CID-71519693,192481
CID-44422449,192482
CID-9549296,192483
CID-11764797,192484
CID-11352366,192485
CID-11289644,192486
CID-19049087,192487
CID-542828,192488
CID-44408328,192489
CID-10334554,192490
CID-5810,192491
CID-65960,192492
CID-16138575,192493
CID-46937068,192494
CID-5388929,192495
CID-10066979,192496
CID-44543267,192497
CID-9543637,192498
CID-448024,192499
CID-10078814,192500
CID-497299,192501
CID-236868,192502
CID-44352896,192503
CID-44571848,192504
CID-91801117,192505
CID-18975977,192506
CID-690836,192507
CID-10330240,192508
CID-446273,192509
CID-44455983,192510
CID-447478,192511
CID-91827382,192512
CID-5011228,192513
CID-5326542,192514
CID-44454695,192515
CID-9862110,192516
CID-122128,192517
CID-44414681,192518
CID-44409560,192519
CID-45375937,192520
CID-21106428,192521
CID-21071574,192522
CID-5287586,192523
CID-44411213,192524
CID-11677079,192525
CID-4412255,192526
CID-11120251,192527
CID-10633305,192528
CID-10447210,192529
CID-16180587,192530
CID-367849,192531
CID-712152,192532
CID-5284610,192533
CID-6918465,192534
CID-4478249,192535
CID-11311402,192536
CID-24795111,192537
CID-49799303,192538
CID-6539777,192539
CID-1049055,192540
CID-45485036,192541
CID-52941366,192542
CID-23270857,192543
CID-442531,192544
CID-44456298,192545
CID-446981,192546
CID-96876,192547
CID-2730282,192548
CID-44355524,192549
CID-45266502,192550
CID-9830503,192551
CID-23087027,192552
CID-10214441,192553
CID-92042922,192554
CID-5329103,192555
CID-11587331,192556
CID-44437876,192557
CID-3693566,192558
CID-210823,192559
CID-122623,192560
CID-24796254,192561
CID-794323,192562
CID-25060073,192563
CID-56599306,192564
CID-44461148,192565
CID-11638703,192566
CID-128853,192567
CID-10041129,192568
CID-9869779,192569
CID-5041,192570
CID-5462328,192571
CID-6552009,192572
CID-11504295,192573
CID-11051303,192574
CID-11220185,192575
CID-123831,192576
CID-46223584,192577
CID-5329516,192578
CID-124579,192579
CID-92337,192580
CID-24798721,192581
CID-44455868,192582
CID-84815,192583
CID-43708,192584
CID-10246440,192585
CID-73755170,192586
CID-6540289,192587
CID-16122635,192588
CID-122702529,192589
CID-11264955,192590
CID-16745302,192591
CID-716121,192592
CID-439299,192593
CID-56841946,192594
CID-65015,192595
CID-44355107,192596
CID-15150,192597
CID-44268992,192598
CID-49864679,192599
CID-44339283,192600
CID-8179,192601
CID-10501053,192602
CID-5281107,192603
CID-245951,192604
CID-10131379,192605
CID-45141807,192606
CID-5359290,192607
CID-10202564,192608
CID-67209274,192609
CID-13167699,192610
CID-441071,192611
CID-46233427,192612
CID-9571836,192613
CID-11668217,192614
CID-11381650,192615
CID-21125089,192616
CID-44191658,192617
CID-9877863,192618
CID-91827353,192619
CID-46700777,192620
CID-5487407,192621
CID-445858,192622
CID-56947038,192623
CID-47517,192624
CID-156414,192625
CID-10441484,192626
CID-10156987,192627
CID-23626139,192628
CID-24836815,192629
CID-10220053,192630
CID-11175137,192631
CID-11019886,192632
CID-44406080,192633
CID-46901610,192634
CID-6675804,192635
CID-16098914,192636
CID-837182,192637
CID-13885856,192638
CID-16039797,192639
CID-443389,192640
CID-16138701,192641
CID-447377,192642
CID-25126798,192643
CID-11804953,192644
CID-73755019,192645
CID-44568319,192646
CID-10423938,192647
CID-14035442,192648
CID-10275789,192649
CID-5327096,192650
CID-1220236,192651
CID-10870843,192652
CID-5287620,192653
CID-22644374,192654
CID-122250,192655
CID-23654676,192656
CID-9578243,192657
CID-5351165,192658
CID-753256,192659
CID-53238781,192660
CID-40428878,192661
CID-54682463,192662
CID-53465279,192663
CID-73755011,192664
CID-11198924,192665
CID-10636768,192666
CID-449157,192667
CID-25059559,192668
CID-6010,192669
CID-6102822,192670
CID-44138032,192671
CID-5289192,192672
CID-11082054,192673
CID-6539767,192674
CID-10285954,192675
CID-447527,192676
CID-46891059,192677
CID-10077295,192678
CID-447076,192679
CID-25034430,192680
CID-235538,192681
CID-4938,192682
CID-43815,192683
CID-16043230,192684
CID-5284551,192685
CID-44564508,192686
CID-10130679,192687
CID-46865097,192688
CID-11086036,192689
CID-6603977,192690
CID-9893658,192691
CID-44462758,192692
CID-188914,192693
CID-11623973,192694
CID-8583,192695
CID-9913833,192696
CID-13569177,192697
CID-17805318,192698
CID-444635,192699
CID-44388692,192700
CID-25102841,192701
CID-44430728,192702
CID-5494443,192703
CID-25166397,192704
CID-11149479,192705
CID-9549196,192706
CID-9817080,192707
CID-25202558,192708
CID-10981286,192709
CID-21855,192710
CID-46937064,192711
CID-154480,192712
CID-259994,192713
CID-16216595,192714
CID-44407498,192715
CID-661700,192716
CID-14802538,192717
CID-44139929,192718
CID-9805998,192719
CID-44562728,192720
CID-193613,192721
CID-11424684,192722
CID-6036901,192723
CID-195284,192724
CID-44426808,192725
CID-15508243,192726
CID-44575398,192727
CID-11849199,192728
CID-5995,192729
CID-10813088,192730
CID-6456587,192731
CID-9909438,192732
CID-6439389,192733
CID-24901637,192734
CID-46232854,192735
CID-45483528,192736
CID-445952,192737
CID-9875920,192738
CID-16719669,192739
CID-9853053,192740
CID-5494414,192741
CID-5330596,192742
CID-10066285,192743
CID-18392356,192744
CID-25149244,192745
CID-24827759,192746
CID-46229704,192747
CID-9804992,192748
CID-44464263,192749
CID-10731097,192750
CID-44251214,192751
CID-21978439,192752
CID-44630173,192753
CID-11510579,192754
CID-23562742,192755
CID-9877608,192756
CID-68700,192757
CID-10313754,192758
CID-11644425,192759
CID-44418879,192760
CID-2197,192761
CID-5376916,192762
CID-44390628,192763
CID-222528,192764
CID-73755160,192765
CID-16046126,192766
CID-15547703,192767
CID-11467730,192768
CID-6914614,192769
CID-11207,192770
CID-25065931,192771
CID-486830,192772
CID-46244082,192773
CID-44559102,192774
CID-44362450,192775
CID-11367166,192776
CID-44563715,192777
CID-44437879,192778
CID-44353584,192779
CID-23634372,192780
CID-447202,192781
CID-44397464,192782
CID-44364373,192783
CID-9859866,192784
CID-53229989,192785
CID-45102709,192786
CID-5287739,192787
CID-444853,192788
CID-45483451,192789
CID-10445930,192790
CID-11542423,192791
CID-10354670,192792
CID-44406107,192793
CID-25207521,192794
CID-44408524,192795
CID-131675359,192796
CID-71479709,192797
CID-44393534,192798
CID-44295266,192799
CID-10031067,192800
CID-10607518,192801
CID-16725047,192802
CID-16040321,192803
CID-44456378,192804
CID-9578005,192805
CID-118092367,192806
CID-44452649,192807
CID-9547919,192808
CID-44432671,192809
CID-6444403,192810
CID-44424412,192811
CID-44400605,192812
CID-22489160,192813
CID-25208752,192814
CID-16102754,192815
CID-15627868,192816
CID-44231007,192817
CID-11250647,192818
CID-44316657,192819
CID-14301627,192820
CID-11333903,192821
CID-3081927,192822
CID-5284607,192823
CID-46884602,192824
CID-11263510,192825
CID-16067266,192826
CID-44470605,192827
CID-447734,192828
CID-10806465,192829
CID-167159,192830
CID-49863580,192831
CID-2795,192832
CID-11515428,192833
CID-44432687,192834
CID-10091189,192835
CID-14504437,192836
CID-11452716,192837
CID-5287955,192838
CID-16116220,192839
CID-16750074,192840
CID-44456056,192841
CID-73755153,192842
CID-91532,192843
CID-10023767,192844
CID-44568937,192845
CID-6918297,192846
CID-46233484,192847
CID-44434099,192848
CID-185915,192849
CID-11346012,192850
CID-9948206,192851
CID-54723327,192852
CID-46937048,192853
CID-5311006,192854
CID-16135499,192855
CID-6918537,192856
CID-44312287,192857
CID-16203429,192858
CID-105075,192859
CID-44353386,192860
CID-446998,192861
CID-25069444,192862
CID-52946593,192863
CID-44363475,192864
CID-44379678,192865
CID-13702393,192866
CID-44415604,192867
CID-24243,192868
CID-6918664,192869
CID-15119643,192870
CID-10125342,192871
CID-12486289,192872
CID-71657619,192873
CID-24779755,192874
CID-3721046,192875
CID-44414814,192876
CID-1337,192877
CID-9937534,192878
CID-3000322,192879
CID-25195533,192880
CID-91493,192881
CID-87517,192882
CID-10197851,192883
CID-10098971,192884
CID-9844074,192885
CID-10107739,192886
CID-46937102,192887
CID-623268,192888
CID-25147683,192889
CID-9846574,192890
CID-16132416,192891
CID-10709191,192892
CID-5311221,192893
CID-3033621,192894
CID-5496872,192895
CID-25058047,192896
CID-5288561,192897
CID-126845,192898
CID-9840090,192899
CID-9894173,192900
CID-44313272,192901
CID-44559034,192902
CID-9846729,192903
CID-5289310,192904
CID-441294,192905
CID-9882972,192906
CID-46905907,192907
CID-10874329,192908
CID-44623996,192909
CID-54585418,192910
CID-25192621,192911
CID-43594,192912
CID-729989,192913
CID-9817165,192914
CID-5288246,192915
