gene,map
Entrez-5106,13109
Entrez-340980,13110
Entrez-54658,13111
Entrez-7380,13112
Entrez-4248,13113
Entrez-157638,13114
Entrez-406964,13115
Entrez-8022,13116
Entrez-338799,13117
Entrez-6954,13118
Entrez-3892,13119
Entrez-84441,13120
Entrez-654320,13121
Entrez-81553,13122
Entrez-57585,13123
Entrez-10468,13124
Entrez-1272,13125
Entrez-8775,13126
Entrez-404636,13127
Entrez-10527,13128
Entrez-784,13129
Entrez-7417,13130
Entrez-136647,13131
Entrez-6005,13132
Entrez-439994,13133
Entrez-692205,13134
Entrez-245929,13135
Entrez-79366,13136
Entrez-6310,13137
Entrez-2152,13138
Entrez-100506697,13139
Entrez-29109,13140
Entrez-284325,13141
Entrez-9592,13142
Entrez-51399,13143
Entrez-122704,13144
Entrez-345062,13145
Entrez-64493,13146
Entrez-51102,13147
Entrez-388677,13148
Entrez-8723,13149
Entrez-128817,13150
Entrez-9554,13151
Entrez-2783,13152
Entrez-7639,13153
Entrez-9976,13154
Entrez-10227,13155
Entrez-30846,13156
Entrez-90075,13157
Entrez-54454,13158
Entrez-27236,13159
Entrez-389073,13160
Entrez-55120,13161
Entrez-51773,13162
Entrez-55902,13163
Entrez-7323,13164
Entrez-59335,13165
Entrez-339005,13166
Entrez-553115,13167
Entrez-100190938,13168
Entrez-2077,13169
Entrez-6344,13170
Entrez-100616351,13171
Entrez-148281,13172
Entrez-83959,13173
Entrez-27296,13174
Entrez-58494,13175
Entrez-741,13176
Entrez-10732,13177
Entrez-7172,13178
Entrez-6704,13179
Entrez-146325,13180
Entrez-3612,13181
Entrez-5589,13182
Entrez-6536,13183
Entrez-157506,13184
Entrez-8437,13185
Entrez-79816,13186
Entrez-81501,13187
Entrez-7428,13188
Entrez-440081,13189
Entrez-11283,13190
Entrez-139760,13191
Entrez-26808,13192
Entrez-116540,13193
Entrez-118663,13194
Entrez-51266,13195
Entrez-84270,13196
Entrez-645687,13197
Entrez-339976,13198
Entrez-503618,13199
Entrez-4696,13200
Entrez-730249,13201
Entrez-2712,13202
Entrez-1892,13203
Entrez-100874175,13204
Entrez-63932,13205
Entrez-148811,13206
Entrez-693149,13207
Entrez-4074,13208
Entrez-10459,13209
Entrez-2327,13210
Entrez-1607,13211
Entrez-203259,13212
Entrez-79762,13213
Entrez-79642,13214
Entrez-653677,13215
Entrez-8928,13216
Entrez-100507401,13217
Entrez-26520,13218
Entrez-23142,13219
Entrez-651430,13220
Entrez-7867,13221
Entrez-23035,13222
Entrez-64714,13223
Entrez-317761,13224
Entrez-114926,13225
Entrez-348793,13226
Entrez-115352,13227
Entrez-54953,13228
Entrez-339975,13229
Entrez-9781,13230
Entrez-574445,13231
Entrez-4807,13232
Entrez-284418,13233
Entrez-84232,13234
Entrez-49861,13235
Entrez-729467,13236
Entrez-140732,13237
Entrez-56901,13238
Entrez-27295,13239
Entrez-100616268,13240
Entrez-124925,13241
Entrez-22826,13242
Entrez-84524,13243
Entrez-51233,13244
Entrez-10472,13245
Entrez-141,13246
Entrez-100130880,13247
Entrez-140685,13248
Entrez-6609,13249
Entrez-116937,13250
Entrez-249,13251
Entrez-788,13252
Entrez-339779,13253
Entrez-79139,13254
Entrez-100505894,13255
Entrez-100129427,13256
Entrez-362,13257
Entrez-2678,13258
Entrez-387103,13259
Entrez-729438,13260
Entrez-81617,13261
Entrez-2811,13262
Entrez-11022,13263
Entrez-54534,13264
Entrez-152641,13265
Entrez-8929,13266
Entrez-646023,13267
Entrez-253314,13268
Entrez-84068,13269
Entrez-80863,13270
Entrez-10253,13271
Entrez-84627,13272
Entrez-1634,13273
Entrez-84912,13274
Entrez-9896,13275
Entrez-493911,13276
Entrez-7259,13277
Entrez-1389,13278
Entrez-84464,13279
Entrez-170589,13280
Entrez-100500844,13281
Entrez-30014,13282
Entrez-5533,13283
Entrez-65985,13284
Entrez-400322,13285
Entrez-283248,13286
Entrez-55095,13287
Entrez-152195,13288
Entrez-400548,13289
Entrez-8357,13290
Entrez-6588,13291
Entrez-54795,13292
Entrez-952,13293
Entrez-1565,13294
Entrez-150468,13295
Entrez-1448,13296
Entrez-4640,13297
Entrez-343413,13298
Entrez-8341,13299
Entrez-100144602,13300
Entrez-51191,13301
Entrez-100302174,13302
Entrez-51616,13303
Entrez-1794,13304
Entrez-127534,13305
Entrez-406968,13306
Entrez-845,13307
Entrez-22926,13308
Entrez-5925,13309
Entrez-11309,13310
Entrez-100271836,13311
Entrez-64208,13312
Entrez-26952,13313
Entrez-5919,13314
Entrez-677784,13315
Entrez-158427,13316
Entrez-5546,13317
Entrez-283403,13318
Entrez-347454,13319
Entrez-25870,13320
Entrez-23522,13321
Entrez-9153,13322
Entrez-2645,13323
Entrez-283464,13324
Entrez-165140,13325
Entrez-440288,13326
Entrez-116238,13327
Entrez-353141,13328
Entrez-9839,13329
Entrez-79753,13330
Entrez-5507,13331
Entrez-7251,13332
Entrez-57707,13333
Entrez-406949,13334
Entrez-80146,13335
Entrez-54954,13336
Entrez-100500850,13337
Entrez-3225,13338
Entrez-574507,13339
Entrez-30814,13340
Entrez-83442,13341
Entrez-677844,13342
Entrez-9856,13343
Entrez-26160,13344
Entrez-127670,13345
Entrez-148109,13346
Entrez-9843,13347
Entrez-283687,13348
Entrez-100500819,13349
Entrez-25787,13350
Entrez-26157,13351
Entrez-55081,13352
Entrez-100113402,13353
Entrez-9975,13354
Entrez-168433,13355
Entrez-51705,13356
Entrez-391002,13357
Entrez-2628,13358
Entrez-92181,13359
Entrez-307,13360
Entrez-960,13361
Entrez-10795,13362
Entrez-84163,13363
Entrez-6890,13364
Entrez-157273,13365
Entrez-9031,13366
Entrez-219623,13367
Entrez-29889,13368
Entrez-10879,13369
Entrez-148753,13370
Entrez-7978,13371
Entrez-51241,13372
Entrez-4064,13373
Entrez-23185,13374
Entrez-10362,13375
Entrez-64839,13376
Entrez-54939,13377
Entrez-81035,13378
Entrez-152015,13379
Entrez-79849,13380
Entrez-55885,13381
Entrez-27348,13382
Entrez-83933,13383
Entrez-9865,13384
Entrez-3664,13385
Entrez-983,13386
Entrez-401097,13387
Entrez-57597,13388
Entrez-54790,13389
Entrez-56648,13390
Entrez-587,13391
Entrez-729230,13392
Entrez-100131176,13393
Entrez-64837,13394
Entrez-693195,13395
Entrez-8608,13396
Entrez-83759,13397
Entrez-1594,13398
Entrez-442893,13399
Entrez-3242,13400
Entrez-10309,13401
Entrez-56265,13402
Entrez-81570,13403
Entrez-84639,13404
Entrez-10403,13405
Entrez-51298,13406
Entrez-55872,13407
Entrez-64422,13408
Entrez-51319,13409
Entrez-2906,13410
Entrez-130749,13411
Entrez-245806,13412
Entrez-401562,13413
Entrez-10664,13414
Entrez-1608,13415
Entrez-100873939,13416
Entrez-157807,13417
Entrez-340307,13418
Entrez-2702,13419
Entrez-144577,13420
Entrez-8013,13421
Entrez-23345,13422
Entrez-100616241,13423
Entrez-92249,13424
Entrez-6322,13425
Entrez-389161,13426
Entrez-9727,13427
Entrez-10297,13428
Entrez-23327,13429
Entrez-100500846,13430
Entrez-56916,13431
Entrez-120776,13432
Entrez-127002,13433
Entrez-23380,13434
Entrez-57570,13435
Entrez-5126,13436
Entrez-126868,13437
Entrez-440,13438
Entrez-100616459,13439
Entrez-253582,13440
Entrez-50804,13441
Entrez-345193,13442
Entrez-100873748,13443
Entrez-3014,13444
Entrez-81858,13445
Entrez-100616390,13446
Entrez-142684,13447
Entrez-341418,13448
Entrez-222658,13449
Entrez-317762,13450
Entrez-8228,13451
Entrez-26119,13452
Entrez-5424,13453
Entrez-580,13454
Entrez-253639,13455
Entrez-10051,13456
Entrez-3882,13457
Entrez-80343,13458
Entrez-84343,13459
Entrez-10291,13460
Entrez-442213,13461
Entrez-57508,13462
Entrez-9322,13463
Entrez-163589,13464
Entrez-100288077,13465
Entrez-56981,13466
Entrez-693130,13467
Entrez-23090,13468
Entrez-100506436,13469
Entrez-79982,13470
Entrez-51673,13471
Entrez-677821,13472
Entrez-84292,13473
Entrez-63971,13474
Entrez-100616275,13475
Entrez-100500809,13476
Entrez-541465,13477
Entrez-91978,13478
Entrez-910,13479
Entrez-55749,13480
Entrez-7728,13481
Entrez-55144,13482
Entrez-100506207,13483
Entrez-55830,13484
Entrez-6349,13485
Entrez-51090,13486
Entrez-729447,13487
Entrez-5409,13488
Entrez-64081,13489
Entrez-29914,13490
Entrez-7058,13491
Entrez-100506343,13492
Entrez-3746,13493
Entrez-81494,13494
Entrez-402573,13495
Entrez-81033,13496
Entrez-192683,13497
Entrez-23608,13498
Entrez-170302,13499
Entrez-7450,13500
Entrez-58538,13501
Entrez-100616236,13502
Entrez-57616,13503
Entrez-7262,13504
Entrez-27079,13505
Entrez-100286844,13506
Entrez-100500871,13507
Entrez-57674,13508
Entrez-23316,13509
Entrez-79627,13510
Entrez-64118,13511
Entrez-9277,13512
Entrez-11004,13513
Entrez-5923,13514
Entrez-100847031,13515
Entrez-283663,13516
Entrez-100847027,13517
Entrez-1140,13518
Entrez-23420,13519
Entrez-4951,13520
Entrez-254439,13521
Entrez-693176,13522
Entrez-259217,13523
Entrez-283129,13524
Entrez-83446,13525
Entrez-128366,13526
Entrez-10592,13527
Entrez-100302232,13528
Entrez-5198,13529
Entrez-56667,13530
Entrez-80313,13531
Entrez-9555,13532
Entrez-3816,13533
Entrez-64786,13534
Entrez-23322,13535
Entrez-114879,13536
Entrez-100129482,13537
Entrez-29901,13538
Entrez-5081,13539
Entrez-1193,13540
Entrez-100616158,13541
Entrez-84515,13542
Entrez-100130987,13543
Entrez-1746,13544
Entrez-6327,13545
Entrez-388531,13546
Entrez-5452,13547
Entrez-100616364,13548
Entrez-54875,13549
Entrez-6302,13550
Entrez-3906,13551
Entrez-79896,13552
Entrez-4644,13553
Entrez-132884,13554
Entrez-116225,13555
Entrez-84931,13556
Entrez-5580,13557
Entrez-9933,13558
Entrez-142,13559
Entrez-5292,13560
Entrez-574464,13561
Entrez-168620,13562
Entrez-125963,13563
Entrez-4908,13564
Entrez-100131067,13565
Entrez-5020,13566
Entrez-719,13567
Entrez-219960,13568
Entrez-79058,13569
Entrez-100500873,13570
Entrez-83591,13571
Entrez-85004,13572
Entrez-9861,13573
Entrez-51510,13574
Entrez-64978,13575
Entrez-100170765,13576
Entrez-3078,13577
Entrez-100616279,13578
Entrez-122622,13579
Entrez-79774,13580
Entrez-50848,13581
Entrez-126017,13582
Entrez-27303,13583
Entrez-7404,13584
Entrez-29927,13585
Entrez-64180,13586
Entrez-126003,13587
Entrez-5407,13588
Entrez-2037,13589
Entrez-3960,13590
Entrez-167359,13591
Entrez-186,13592
Entrez-3050,13593
Entrez-5129,13594
Entrez-10274,13595
Entrez-55100,13596
Entrez-5311,13597
Entrez-4591,13598
Entrez-9541,13599
Entrez-114814,13600
Entrez-8655,13601
Entrez-114880,13602
Entrez-3627,13603
Entrez-5077,13604
Entrez-57628,13605
Entrez-9988,13606
Entrez-11137,13607
Entrez-84678,13608
Entrez-8460,13609
Entrez-3251,13610
Entrez-145474,13611
Entrez-5265,13612
Entrez-254956,13613
Entrez-339855,13614
Entrez-57546,13615
Entrez-51259,13616
Entrez-100532735,13617
Entrez-8568,13618
Entrez-124446,13619
Entrez-383,13620
Entrez-10693,13621
Entrez-7919,13622
Entrez-80724,13623
Entrez-100616136,13624
Entrez-85236,13625
Entrez-154007,13626
Entrez-148170,13627
Entrez-26036,13628
Entrez-100616464,13629
Entrez-4058,13630
Entrez-54884,13631
Entrez-29124,13632
Entrez-57449,13633
Entrez-55505,13634
Entrez-692312,13635
Entrez-5686,13636
Entrez-4225,13637
Entrez-25880,13638
Entrez-85406,13639
Entrez-8892,13640
Entrez-5947,13641
Entrez-58158,13642
Entrez-643834,13643
Entrez-7789,13644
Entrez-3706,13645
Entrez-149095,13646
Entrez-9937,13647
Entrez-143903,13648
Entrez-3954,13649
Entrez-5433,13650
Entrez-79812,13651
Entrez-100302138,13652
Entrez-100422945,13653
Entrez-146754,13654
Entrez-116985,13655
Entrez-5224,13656
Entrez-57804,13657
Entrez-254048,13658
Entrez-28972,13659
Entrez-693156,13660
Entrez-103910,13661
Entrez-100422850,13662
Entrez-404550,13663
Entrez-9230,13664
Entrez-51593,13665
Entrez-2657,13666
Entrez-54584,13667
Entrez-100113392,13668
Entrez-100528064,13669
Entrez-64359,13670
Entrez-8537,13671
Entrez-9196,13672
Entrez-398,13673
Entrez-55075,13674
Entrez-4211,13675
Entrez-5334,13676
Entrez-23592,13677
Entrez-4122,13678
Entrez-3785,13679
Entrez-84457,13680
Entrez-151835,13681
Entrez-251,13682
Entrez-84340,13683
Entrez-79667,13684
Entrez-4515,13685
Entrez-23396,13686
Entrez-26212,13687
Entrez-92086,13688
Entrez-5837,13689
Entrez-3233,13690
Entrez-196549,13691
Entrez-114026,13692
Entrez-55472,13693
Entrez-133491,13694
Entrez-3918,13695
Entrez-652995,13696
Entrez-4716,13697
Entrez-9816,13698
Entrez-123920,13699
Entrez-4907,13700
Entrez-5140,13701
Entrez-8879,13702
Entrez-152007,13703
Entrez-100526737,13704
Entrez-2879,13705
Entrez-56674,13706
Entrez-55079,13707
Entrez-79780,13708
Entrez-1002,13709
Entrez-7146,13710
Entrez-10010,13711
Entrez-80086,13712
Entrez-3973,13713
Entrez-338675,13714
Entrez-57132,13715
Entrez-25927,13716
Entrez-652968,13717
Entrez-401474,13718
Entrez-100422833,13719
Entrez-84967,13720
Entrez-57325,13721
Entrez-6923,13722
Entrez-10047,13723
Entrez-93664,13724
Entrez-130617,13725
Entrez-5133,13726
Entrez-7429,13727
Entrez-1133,13728
Entrez-29951,13729
Entrez-221302,13730
Entrez-8402,13731
Entrez-100302158,13732
Entrez-1293,13733
Entrez-124404,13734
Entrez-1612,13735
Entrez-127540,13736
Entrez-64577,13737
Entrez-5169,13738
Entrez-114801,13739
Entrez-1267,13740
Entrez-440248,13741
Entrez-7026,13742
Entrez-60481,13743
Entrez-100302289,13744
Entrez-1101,13745
Entrez-5288,13746
Entrez-130340,13747
Entrez-8364,13748
Entrez-27076,13749
Entrez-51001,13750
Entrez-5885,13751
Entrez-353355,13752
Entrez-57409,13753
Entrez-23574,13754
Entrez-8862,13755
Entrez-6553,13756
Entrez-138649,13757
Entrez-150568,13758
Entrez-6492,13759
Entrez-1890,13760
Entrez-158586,13761
Entrez-90411,13762
Entrez-201456,13763
Entrez-55421,13764
Entrez-100616138,13765
Entrez-60685,13766
Entrez-2483,13767
Entrez-53904,13768
Entrez-81492,13769
Entrez-56997,13770
Entrez-114609,13771
Entrez-100616314,13772
Entrez-57140,13773
Entrez-1295,13774
Entrez-8778,13775
Entrez-128229,13776
Entrez-5050,13777
Entrez-7294,13778
Entrez-3208,13779
Entrez-64843,13780
Entrez-338811,13781
Entrez-100507605,13782
Entrez-54877,13783
Entrez-3248,13784
Entrez-54947,13785
Entrez-2935,13786
Entrez-43847,13787
Entrez-79809,13788
Entrez-100506068,13789
Entrez-402135,13790
Entrez-4889,13791
Entrez-3295,13792
Entrez-1013,13793
Entrez-54799,13794
Entrez-3937,13795
Entrez-100422895,13796
Entrez-2919,13797
Entrez-157773,13798
Entrez-56271,13799
Entrez-5218,13800
Entrez-57447,13801
Entrez-79651,13802
Entrez-342945,13803
Entrez-4622,13804
Entrez-6794,13805
Entrez-5616,13806
Entrez-134860,13807
Entrez-85014,13808
Entrez-3930,13809
Entrez-10549,13810
Entrez-9589,13811
Entrez-100133172,13812
Entrez-100288413,13813
Entrez-494336,13814
Entrez-84650,13815
Entrez-6167,13816
Entrez-128710,13817
Entrez-26765,13818
Entrez-6138,13819
Entrez-10427,13820
Entrez-729987,13821
Entrez-139422,13822
Entrez-23446,13823
Entrez-55101,13824
Entrez-2271,13825
Entrez-130888,13826
Entrez-8355,13827
Entrez-9610,13828
Entrez-4514,13829
Entrez-131405,13830
Entrez-100505718,13831
Entrez-4013,13832
Entrez-100847059,13833
Entrez-55851,13834
Entrez-11063,13835
Entrez-80309,13836
Entrez-3595,13837
Entrez-6666,13838
Entrez-131118,13839
Entrez-84545,13840
Entrez-645037,13841
Entrez-57020,13842
Entrez-121227,13843
Entrez-4144,13844
Entrez-221830,13845
Entrez-11074,13846
Entrez-407010,13847
Entrez-23015,13848
Entrez-100616301,13849
Entrez-10474,13850
Entrez-26062,13851
Entrez-51605,13852
Entrez-595135,13853
Entrez-116933,13854
Entrez-2689,13855
Entrez-11330,13856
Entrez-199800,13857
Entrez-434,13858
Entrez-94134,13859
Entrez-89886,13860
Entrez-131909,13861
Entrez-55291,13862
Entrez-114781,13863
Entrez-2589,13864
Entrez-55526,13865
Entrez-692107,13866
Entrez-5644,13867
Entrez-5540,13868
Entrez-51522,13869
Entrez-81888,13870
Entrez-525,13871
Entrez-100616287,13872
Entrez-100289092,13873
Entrez-9217,13874
Entrez-23247,13875
Entrez-348995,13876
Entrez-9406,13877
Entrez-2717,13878
Entrez-407024,13879
Entrez-2966,13880
Entrez-79722,13881
Entrez-390667,13882
Entrez-55203,13883
Entrez-147808,13884
Entrez-90050,13885
Entrez-90592,13886
Entrez-441282,13887
Entrez-5306,13888
Entrez-84288,13889
Entrez-100507410,13890
Entrez-3972,13891
Entrez-6916,13892
Entrez-5993,13893
Entrez-84432,13894
Entrez-55245,13895
Entrez-151871,13896
Entrez-757,13897
Entrez-55071,13898
Entrez-55333,13899
Entrez-117248,13900
Entrez-554203,13901
Entrez-83890,13902
Entrez-406938,13903
Entrez-100616286,13904
Entrez-4194,13905
Entrez-58160,13906
Entrez-83871,13907
Entrez-3716,13908
Entrez-220,13909
Entrez-54903,13910
Entrez-23265,13911
Entrez-390197,13912
Entrez-154064,13913
Entrez-11073,13914
Entrez-51555,13915
Entrez-100507098,13916
Entrez-10880,13917
Entrez-414765,13918
Entrez-1007,13919
Entrez-219970,13920
Entrez-6347,13921
Entrez-144486,13922
Entrez-27338,13923
Entrez-8303,13924
Entrez-113115,13925
Entrez-100302124,13926
Entrez-693161,13927
Entrez-51204,13928
Entrez-57045,13929
Entrez-26286,13930
Entrez-53826,13931
Entrez-140766,13932
Entrez-64426,13933
Entrez-54346,13934
Entrez-642597,13935
Entrez-220213,13936
Entrez-100616399,13937
Entrez-10273,13938
Entrez-2743,13939
Entrez-574030,13940
Entrez-5205,13941
Entrez-79680,13942
Entrez-100885846,13943
Entrez-23603,13944
Entrez-282809,13945
Entrez-64925,13946
Entrez-280660,13947
Entrez-129049,13948
Entrez-118881,13949
Entrez-10953,13950
Entrez-57648,13951
Entrez-9087,13952
Entrez-388011,13953
Entrez-286530,13954
Entrez-63898,13955
Entrez-65124,13956
Entrez-9611,13957
Entrez-1577,13958
Entrez-10211,13959
Entrez-1314,13960
Entrez-219621,13961
Entrez-128061,13962
Entrez-84435,13963
Entrez-55510,13964
Entrez-100846991,13965
Entrez-2175,13966
Entrez-100128327,13967
Entrez-54112,13968
Entrez-2820,13969
Entrez-129684,13970
Entrez-5252,13971
Entrez-1145,13972
Entrez-84878,13973
Entrez-406967,13974
Entrez-54883,13975
Entrez-154,13976
Entrez-2330,13977
Entrez-112703,13978
Entrez-79825,13979
Entrez-55057,13980
Entrez-140469,13981
Entrez-55279,13982
Entrez-100616321,13983
Entrez-27090,13984
Entrez-527,13985
Entrez-1112,13986
Entrez-105,13987
Entrez-100847023,13988
Entrez-253970,13989
Entrez-414197,13990
Entrez-646626,13991
Entrez-100422920,13992
Entrez-693197,13993
Entrez-23569,13994
Entrez-286046,13995
Entrez-57482,13996
Entrez-8444,13997
Entrez-2720,13998
Entrez-79867,13999
Entrez-55233,14000
Entrez-200931,14001
Entrez-10451,14002
Entrez-553158,14003
Entrez-140823,14004
Entrez-27101,14005
Entrez-729156,14006
Entrez-645158,14007
Entrez-8492,14008
Entrez-3081,14009
Entrez-729506,14010
Entrez-7112,14011
Entrez-164633,14012
Entrez-9400,14013
Entrez-100423017,14014
Entrez-5002,14015
Entrez-1269,14016
Entrez-9247,14017
Entrez-6128,14018
Entrez-6840,14019
Entrez-116832,14020
Entrez-54090,14021
Entrez-494326,14022
Entrez-100506013,14023
Entrez-100616438,14024
Entrez-10439,14025
Entrez-57143,14026
Entrez-5321,14027
Entrez-27179,14028
Entrez-6683,14029
Entrez-80349,14030
Entrez-100616114,14031
Entrez-201627,14032
Entrez-57509,14033
Entrez-5988,14034
Entrez-664615,14035
Entrez-3426,14036
Entrez-8911,14037
Entrez-1558,14038
Entrez-56143,14039
Entrez-9787,14040
Entrez-497049,14041
Entrez-246329,14042
Entrez-200058,14043
Entrez-677813,14044
Entrez-7295,14045
Entrez-93973,14046
Entrez-914,14047
Entrez-344901,14048
Entrez-10270,14049
Entrez-57829,14050
Entrez-285613,14051
Entrez-11144,14052
Entrez-440400,14053
Entrez-84133,14054
Entrez-9166,14055
Entrez-54932,14056
Entrez-283120,14057
Entrez-10861,14058
Entrez-4802,14059
Entrez-27253,14060
Entrez-83650,14061
Entrez-123904,14062
Entrez-5787,14063
Entrez-100506368,14064
Entrez-100616129,14065
Entrez-6631,14066
Entrez-9284,14067
Entrez-29934,14068
Entrez-100616258,14069
Entrez-200030,14070
Entrez-57082,14071
Entrez-100500912,14072
Entrez-54991,14073
Entrez-5144,14074
Entrez-56670,14075
Entrez-91949,14076
Entrez-387856,14077
Entrez-64776,14078
Entrez-10344,14079
Entrez-116254,14080
Entrez-407035,14081
Entrez-5607,14082
Entrez-100505978,14083
Entrez-8739,14084
Entrez-5669,14085
Entrez-200150,14086
Entrez-3048,14087
Entrez-8645,14088
Entrez-10566,14089
Entrez-10331,14090
Entrez-100462977,14091
Entrez-835,14092
Entrez-51676,14093
Entrez-9534,14094
Entrez-449520,14095
Entrez-2124,14096
Entrez-728606,14097
Entrez-4619,14098
Entrez-8408,14099
Entrez-50964,14100
Entrez-151,14101
Entrez-7644,14102
Entrez-773,14103
Entrez-79152,14104
Entrez-1759,14105
Entrez-26175,14106
Entrez-26820,14107
Entrez-7627,14108
Entrez-79645,14109
Entrez-55532,14110
Entrez-6579,14111
Entrez-84262,14112
Entrez-100616457,14113
Entrez-389177,14114
Entrez-100422934,14115
Entrez-63941,14116
Entrez-728888,14117
Entrez-100423003,14118
Entrez-100422959,14119
Entrez-100616401,14120
Entrez-284749,14121
Entrez-11267,14122
Entrez-407021,14123
Entrez-120065,14124
Entrez-1109,14125
Entrez-100506835,14126
Entrez-343035,14127
Entrez-7884,14128
Entrez-64777,14129
Entrez-196385,14130
Entrez-6810,14131
Entrez-100507557,14132
Entrez-4642,14133
Entrez-100529063,14134
Entrez-55890,14135
Entrez-574031,14136
Entrez-729689,14137
Entrez-1615,14138
Entrez-171489,14139
Entrez-84285,14140
Entrez-388552,14141
Entrez-80262,14142
Entrez-100302225,14143
Entrez-55720,14144
Entrez-653635,14145
Entrez-83850,14146
Entrez-4358,14147
Entrez-11069,14148
Entrez-254394,14149
Entrez-23626,14150
Entrez-728643,14151
Entrez-100500826,14152
Entrez-6275,14153
Entrez-56907,14154
Entrez-353,14155
Entrez-3579,14156
Entrez-146177,14157
Entrez-8450,14158
Entrez-100125288,14159
Entrez-8829,14160
Entrez-22901,14161
Entrez-100616157,14162
Entrez-123263,14163
Entrez-23148,14164
Entrez-222,14165
Entrez-26586,14166
Entrez-150771,14167
Entrez-64062,14168
Entrez-84245,14169
Entrez-100302141,14170
Entrez-5584,14171
Entrez-4330,14172
Entrez-100847047,14173
Entrez-100302127,14174
Entrez-9125,14175
Entrez-29946,14176
Entrez-6758,14177
Entrez-94086,14178
Entrez-692099,14179
Entrez-3587,14180
Entrez-91977,14181
Entrez-442913,14182
Entrez-9167,14183
Entrez-79884,14184
Entrez-25845,14185
Entrez-6818,14186
Entrez-79094,14187
Entrez-3263,14188
Entrez-338785,14189
Entrez-440050,14190
Entrez-2046,14191
Entrez-165721,14192
Entrez-93034,14193
Entrez-25821,14194
Entrez-6443,14195
Entrez-8819,14196
Entrez-386681,14197
Entrez-2831,14198
Entrez-64092,14199
Entrez-91252,14200
Entrez-1300,14201
Entrez-84700,14202
Entrez-100873770,14203
Entrez-79679,14204
Entrez-9360,14205
Entrez-3042,14206
Entrez-112770,14207
Entrez-6640,14208
Entrez-149345,14209
Entrez-22861,14210
Entrez-65003,14211
Entrez-51232,14212
Entrez-255626,14213
Entrez-8930,14214
Entrez-1179,14215
Entrez-9479,14216
Entrez-387836,14217
Entrez-3687,14218
Entrez-8359,14219
Entrez-100616431,14220
Entrez-100422852,14221
Entrez-56942,14222
Entrez-26469,14223
Entrez-170690,14224
Entrez-136541,14225
Entrez-100873997,14226
Entrez-4145,14227
Entrez-5104,14228
Entrez-6320,14229
Entrez-84312,14230
Entrez-3921,14231
Entrez-767600,14232
Entrez-57653,14233
Entrez-80108,14234
Entrez-9668,14235
Entrez-64282,14236
Entrez-5444,14237
Entrez-2359,14238
Entrez-100287944,14239
Entrez-5538,14240
Entrez-55359,14241
Entrez-107987457,14242
Entrez-10807,14243
Entrez-728386,14244
Entrez-1400,14245
Entrez-80204,14246
Entrez-27231,14247
Entrez-53405,14248
Entrez-57475,14249
Entrez-124872,14250
Entrez-51015,14251
Entrez-6517,14252
Entrez-64090,14253
Entrez-11277,14254
Entrez-51156,14255
Entrez-147906,14256
Entrez-57863,14257
Entrez-26088,14258
Entrez-1040,14259
Entrez-27327,14260
Entrez-10970,14261
Entrez-285521,14262
Entrez-9569,14263
Entrez-3476,14264
Entrez-7366,14265
Entrez-100128788,14266
Entrez-1830,14267
Entrez-553,14268
Entrez-244,14269
Entrez-1362,14270
Entrez-5662,14271
Entrez-219899,14272
Entrez-29940,14273
Entrez-643650,14274
Entrez-399717,14275
Entrez-3833,14276
Entrez-100616449,14277
Entrez-56953,14278
Entrez-51124,14279
Entrez-100422983,14280
Entrez-126147,14281
Entrez-25945,14282
Entrez-3417,14283
Entrez-57473,14284
Entrez-7693,14285
Entrez-359,14286
Entrez-3658,14287
Entrez-100616186,14288
Entrez-79635,14289
Entrez-10686,14290
Entrez-407033,14291
Entrez-100379661,14292
Entrez-6738,14293
Entrez-54937,14294
Entrez-9743,14295
Entrez-401612,14296
Entrez-11055,14297
Entrez-402381,14298
Entrez-494143,14299
Entrez-57124,14300
Entrez-63908,14301
Entrez-79877,14302
Entrez-7070,14303
Entrez-654321,14304
Entrez-6048,14305
Entrez-22809,14306
Entrez-9456,14307
Entrez-388662,14308
Entrez-126668,14309
Entrez-150590,14310
Entrez-6785,14311
Entrez-8209,14312
Entrez-115111,14313
Entrez-285513,14314
Entrez-80339,14315
Entrez-140862,14316
Entrez-283860,14317
Entrez-54958,14318
Entrez-1001,14319
Entrez-3764,14320
Entrez-256126,14321
Entrez-79034,14322
Entrez-1434,14323
Entrez-7494,14324
Entrez-148534,14325
Entrez-100422923,14326
Entrez-283745,14327
Entrez-406891,14328
Entrez-55072,14329
Entrez-22938,14330
Entrez-163051,14331
Entrez-11166,14332
Entrez-1329,14333
Entrez-3310,14334
Entrez-23108,14335
Entrez-56931,14336
Entrez-160762,14337
Entrez-4831,14338
Entrez-128866,14339
Entrez-341392,14340
Entrez-2671,14341
Entrez-7188,14342
Entrez-10220,14343
Entrez-8681,14344
Entrez-83440,14345
Entrez-114780,14346
Entrez-2248,14347
Entrez-25764,14348
Entrez-1036,14349
Entrez-545,14350
Entrez-100847065,14351
Entrez-8074,14352
Entrez-7047,14353
Entrez-255239,14354
Entrez-23219,14355
Entrez-6217,14356
Entrez-116512,14357
Entrez-6612,14358
Entrez-11281,14359
Entrez-57492,14360
Entrez-1511,14361
Entrez-1359,14362
Entrez-869,14363
Entrez-5689,14364
Entrez-54831,14365
Entrez-8581,14366
Entrez-2176,14367
Entrez-644145,14368
Entrez-100616294,14369
Entrez-642924,14370
Entrez-441925,14371
Entrez-126205,14372
Entrez-30010,14373
