gene,map
Entrez-6007,3716
Entrez-9205,3717
Entrez-11123,3718
Entrez-4325,3719
Entrez-134864,3720
Entrez-401093,3721
Entrez-4839,3722
Entrez-79100,3723
Entrez-79089,3724
Entrez-80834,3725
Entrez-5210,3726
Entrez-339210,3727
Entrez-10793,3728
Entrez-1677,3729
Entrez-27044,3730
Entrez-100431172,3731
Entrez-1903,3732
Entrez-54677,3733
Entrez-551,3734
Entrez-51043,3735
Entrez-8676,3736
Entrez-3623,3737
Entrez-768211,3738
Entrez-574515,3739
Entrez-138881,3740
Entrez-81578,3741
Entrez-1879,3742
Entrez-80350,3743
Entrez-2785,3744
Entrez-58499,3745
Entrez-51267,3746
Entrez-343070,3747
Entrez-5460,3748
Entrez-23180,3749
Entrez-157378,3750
Entrez-5188,3751
Entrez-5045,3752
Entrez-1968,3753
Entrez-64388,3754
Entrez-2852,3755
Entrez-3851,3756
Entrez-26206,3757
Entrez-84694,3758
Entrez-283299,3759
Entrez-124602,3760
Entrez-57084,3761
Entrez-9540,3762
Entrez-221191,3763
Entrez-1437,3764
Entrez-10683,3765
Entrez-9647,3766
Entrez-221002,3767
Entrez-79549,3768
Entrez-347734,3769
Entrez-100190939,3770
Entrez-100289678,3771
Entrez-55621,3772
Entrez-480,3773
Entrez-54878,3774
Entrez-3975,3775
Entrez-65009,3776
Entrez-79974,3777
Entrez-80207,3778
Entrez-5522,3779
Entrez-219902,3780
Entrez-54855,3781
Entrez-158,3782
Entrez-767557,3783
Entrez-8653,3784
Entrez-55311,3785
Entrez-9079,3786
Entrez-89846,3787
Entrez-57091,3788
Entrez-5267,3789
Entrez-145501,3790
Entrez-1016,3791
Entrez-100134229,3792
Entrez-100422937,3793
Entrez-163115,3794
Entrez-10724,3795
Entrez-107986084,3796
Entrez-220382,3797
Entrez-27012,3798
Entrez-406882,3799
Entrez-28960,3800
Entrez-54962,3801
Entrez-23026,3802
Entrez-4481,3803
Entrez-10974,3804
Entrez-389524,3805
Entrez-25943,3806
Entrez-5476,3807
Entrez-57580,3808
Entrez-406975,3809
Entrez-9778,3810
Entrez-94031,3811
Entrez-8530,3812
Entrez-254827,3813
Entrez-100526772,3814
Entrez-641467,3815
Entrez-8812,3816
Entrez-51545,3817
Entrez-100616163,3818
Entrez-85012,3819
Entrez-6206,3820
Entrez-403282,3821
Entrez-54880,3822
Entrez-23242,3823
Entrez-10445,3824
Entrez-399909,3825
Entrez-2303,3826
Entrez-80111,3827
Entrez-163175,3828
Entrez-375346,3829
Entrez-5726,3830
Entrez-100287478,3831
Entrez-9060,3832
Entrez-2631,3833
Entrez-1555,3834
Entrez-1031,3835
Entrez-26281,3836
Entrez-2521,3837
Entrez-79763,3838
Entrez-55571,3839
Entrez-645431,3840
Entrez-7168,3841
Entrez-79228,3842
Entrez-10483,3843
Entrez-330,3844
Entrez-6158,3845
Entrez-100500882,3846
Entrez-324,3847
Entrez-51663,3848
Entrez-10884,3849
Entrez-10392,3850
Entrez-3309,3851
Entrez-27036,3852
Entrez-84300,3853
Entrez-91012,3854
Entrez-149297,3855
Entrez-4115,3856
Entrez-22889,3857
Entrez-147912,3858
Entrez-100126800,3859
Entrez-29797,3860
Entrez-80237,3861
Entrez-22904,3862
Entrez-5685,3863
Entrez-55035,3864
Entrez-157313,3865
Entrez-114915,3866
Entrez-2539,3867
Entrez-54494,3868
Entrez-7484,3869
Entrez-79648,3870
Entrez-3205,3871
Entrez-11020,3872
Entrez-56647,3873
Entrez-58986,3874
Entrez-494327,3875
Entrez-135932,3876
Entrez-646480,3877
Entrez-51141,3878
Entrez-494513,3879
Entrez-55832,3880
Entrez-391191,3881
Entrez-259173,3882
Entrez-64859,3883
Entrez-4643,3884
Entrez-199745,3885
Entrez-4638,3886
Entrez-4513,3887
Entrez-4014,3888
Entrez-386676,3889
Entrez-55924,3890
Entrez-58530,3891
Entrez-79731,3892
Entrez-374899,3893
Entrez-200504,3894
Entrez-23144,3895
Entrez-100873973,3896
Entrez-284942,3897
Entrez-152100,3898
Entrez-79869,3899
Entrez-170679,3900
Entrez-5331,3901
Entrez-23630,3902
Entrez-245936,3903
Entrez-113452,3904
Entrez-8338,3905
Entrez-197259,3906
Entrez-346157,3907
Entrez-117,3908
Entrez-25851,3909
Entrez-100132677,3910
Entrez-55657,3911
Entrez-54766,3912
Entrez-374,3913
Entrez-79751,3914
Entrez-10628,3915
Entrez-26190,3916
Entrez-5549,3917
Entrez-51741,3918
Entrez-91775,3919
Entrez-613209,3920
Entrez-100874028,3921
Entrez-284865,3922
Entrez-51614,3923
Entrez-153918,3924
Entrez-83853,3925
Entrez-441027,3926
Entrez-152519,3927
Entrez-81873,3928
Entrez-8567,3929
Entrez-285205,3930
Entrez-25841,3931
Entrez-153745,3932
Entrez-100169956,3933
Entrez-768096,3934
Entrez-197335,3935
Entrez-1427,3936
Entrez-692199,3937
Entrez-133060,3938
Entrez-83872,3939
Entrez-79317,3940
Entrez-10171,3941
Entrez-2938,3942
Entrez-388698,3943
Entrez-100505815,3944
Entrez-10816,3945
Entrez-392360,3946
Entrez-9246,3947
Entrez-92483,3948
Entrez-80142,3949
Entrez-353323,3950
Entrez-80024,3951
Entrez-57101,3952
Entrez-25862,3953
Entrez-9306,3954
Entrez-768222,3955
Entrez-653188,3956
Entrez-29070,3957
Entrez-84520,3958
Entrez-22917,3959
Entrez-27000,3960
Entrez-10712,3961
Entrez-79792,3962
Entrez-93129,3963
Entrez-6866,3964
Entrez-442247,3965
Entrez-100169959,3966
Entrez-100616130,3967
Entrez-338328,3968
Entrez-9467,3969
Entrez-149018,3970
Entrez-3192,3971
Entrez-10003,3972
Entrez-646892,3973
Entrez-90632,3974
Entrez-64766,3975
Entrez-339862,3976
Entrez-79007,3977
Entrez-60672,3978
Entrez-5255,3979
Entrez-10980,3980
Entrez-51172,3981
Entrez-9212,3982
Entrez-5368,3983
Entrez-23054,3984
Entrez-100616231,3985
Entrez-695,3986
Entrez-4534,3987
Entrez-56302,3988
Entrez-100132994,3989
Entrez-4034,3990
Entrez-401541,3991
Entrez-10210,3992
Entrez-641372,3993
Entrez-6520,3994
Entrez-59339,3995
Entrez-55783,3996
Entrez-22903,3997
Entrez-85294,3998
Entrez-887,3999
Entrez-100500822,4000
Entrez-6742,4001
Entrez-23710,4002
Entrez-203447,4003
Entrez-440307,4004
Entrez-23333,4005
Entrez-10024,4006
Entrez-51244,4007
Entrez-201134,4008
Entrez-116442,4009
Entrez-135114,4010
Entrez-2074,4011
Entrez-6319,4012
Entrez-151278,4013
Entrez-55165,4014
Entrez-100422849,4015
Entrez-51295,4016
Entrez-155066,4017
Entrez-1576,4018
Entrez-114882,4019
Entrez-4292,4020
Entrez-221477,4021
Entrez-64110,4022
Entrez-149483,4023
Entrez-4049,4024
Entrez-348808,4025
Entrez-283297,4026
Entrez-8292,4027
Entrez-114800,4028
Entrez-143282,4029
Entrez-6793,4030
Entrez-5125,4031
Entrez-10695,4032
Entrez-7874,4033
Entrez-692229,4034
Entrez-727,4035
Entrez-6888,4036
Entrez-55778,4037
Entrez-441525,4038
Entrez-1020,4039
Entrez-79590,4040
Entrez-255783,4041
Entrez-55317,4042
Entrez-653247,4043
Entrez-22953,4044
Entrez-677780,4045
Entrez-83719,4046
Entrez-5175,4047
Entrez-1889,4048
Entrez-100126335,4049
Entrez-55689,4050
Entrez-51322,4051
Entrez-1292,4052
Entrez-57159,4053
Entrez-6884,4054
Entrez-100126349,4055
Entrez-3045,4056
Entrez-54210,4057
Entrez-3108,4058
Entrez-91543,4059
Entrez-84063,4060
Entrez-51310,4061
Entrez-9503,4062
Entrez-644096,4063
Entrez-56137,4064
Entrez-92293,4065
Entrez-4838,4066
Entrez-100526773,4067
Entrez-56547,4068
Entrez-94009,4069
Entrez-147837,4070
Entrez-2235,4071
Entrez-440519,4072
Entrez-27330,4073
Entrez-608,4074
Entrez-9751,4075
Entrez-6538,4076
Entrez-55700,4077
Entrez-100500893,4078
Entrez-57146,4079
Entrez-282679,4080
Entrez-55157,4081
Entrez-1027,4082
Entrez-91614,4083
Entrez-84991,4084
Entrez-5361,4085
Entrez-169693,4086
Entrez-50484,4087
Entrez-132720,4088
Entrez-283932,4089
Entrez-441208,4090
Entrez-84807,4091
Entrez-399881,4092
Entrez-22982,4093
Entrez-100616215,4094
Entrez-285150,4095
Entrez-6208,4096
Entrez-440026,4097
Entrez-55127,4098
Entrez-221078,4099
Entrez-54472,4100
Entrez-286077,4101
Entrez-387263,4102
Entrez-84532,4103
Entrez-5706,4104
Entrez-151295,4105
Entrez-100499227,4106
Entrez-8698,4107
Entrez-3773,4108
Entrez-126364,4109
Entrez-23545,4110
Entrez-414919,4111
Entrez-10450,4112
Entrez-2834,4113
Entrez-4803,4114
Entrez-7114,4115
Entrez-100616283,4116
Entrez-55034,4117
Entrez-1208,4118
Entrez-6432,4119
Entrez-55972,4120
Entrez-90655,4121
Entrez-55026,4122
Entrez-6146,4123
Entrez-643865,4124
Entrez-3976,4125
Entrez-225,4126
Entrez-23641,4127
Entrez-129790,4128
Entrez-5800,4129
Entrez-55268,4130
Entrez-100616113,4131
Entrez-347404,4132
Entrez-84060,4133
Entrez-2866,4134
Entrez-57128,4135
Entrez-392307,4136
Entrez-2946,4137
Entrez-81606,4138
Entrez-285830,4139
Entrez-10466,4140
Entrez-126282,4141
Entrez-5990,4142
Entrez-53947,4143
Entrez-151306,4144
Entrez-162540,4145
Entrez-693181,4146
Entrez-64428,4147
Entrez-100036563,4148
Entrez-339416,4149
Entrez-51526,4150
Entrez-126567,4151
Entrez-4774,4152
Entrez-51160,4153
Entrez-11113,4154
Entrez-25820,4155
Entrez-386672,4156
Entrez-57333,4157
Entrez-126541,4158
Entrez-165055,4159
Entrez-26778,4160
Entrez-54805,4161
Entrez-2895,4162
Entrez-11188,4163
Entrez-348926,4164
Entrez-406897,4165
Entrez-55929,4166
Entrez-79807,4167
Entrez-8852,4168
Entrez-112849,4169
Entrez-440097,4170
Entrez-51726,4171
Entrez-83642,4172
Entrez-23614,4173
Entrez-4784,4174
Entrez-117246,4175
Entrez-10735,4176
Entrez-100192379,4177
Entrez-26534,4178
Entrez-100293534,4179
Entrez-10150,4180
Entrez-196541,4181
Entrez-1584,4182
Entrez-100126350,4183
Entrez-79066,4184
Entrez-50619,4185
Entrez-6346,4186
Entrez-80179,4187
Entrez-50937,4188
Entrez-889,4189
Entrez-259236,4190
Entrez-9331,4191
Entrez-793,4192
Entrez-374973,4193
Entrez-7067,4194
Entrez-154761,4195
Entrez-2905,4196
Entrez-84792,4197
Entrez-51475,4198
Entrez-9612,4199
Entrez-23091,4200
Entrez-5239,4201
Entrez-339105,4202
Entrez-7252,4203
Entrez-84513,4204
Entrez-255189,4205
Entrez-100616144,4206
Entrez-55670,4207
Entrez-4071,4208
Entrez-4482,4209
Entrez-9452,4210
Entrez-390275,4211
Entrez-171425,4212
Entrez-5394,4213
Entrez-55840,4214
Entrez-337977,4215
Entrez-100128164,4216
Entrez-693217,4217
Entrez-51491,4218
Entrez-9121,4219
Entrez-5451,4220
Entrez-161357,4221
Entrez-5100,4222
Entrez-29919,4223
Entrez-58524,4224
Entrez-57600,4225
Entrez-22823,4226
Entrez-283521,4227
Entrez-2193,4228
Entrez-100616117,4229
Entrez-1460,4230
Entrez-164832,4231
Entrez-5232,4232
Entrez-55610,4233
Entrez-8858,4234
Entrez-115098,4235
Entrez-100507384,4236
Entrez-92154,4237
Entrez-266971,4238
Entrez-22844,4239
Entrez-112694756,4240
Entrez-4717,4241
Entrez-4835,4242
Entrez-8799,4243
Entrez-166012,4244
Entrez-23596,4245
Entrez-728407,4246
Entrez-54674,4247
Entrez-7372,4248
Entrez-10066,4249
Entrez-440131,4250
Entrez-54715,4251
Entrez-26985,4252
Entrez-283104,4253
Entrez-282991,4254
Entrez-9110,4255
Entrez-100313781,4256
Entrez-1200,4257
Entrez-51069,4258
Entrez-125228,4259
Entrez-50810,4260
Entrez-28974,4261
Entrez-51291,4262
Entrez-115825,4263
Entrez-9967,4264
Entrez-6747,4265
Entrez-10891,4266
Entrez-11107,4267
Entrez-60674,4268
Entrez-100616290,4269
Entrez-57144,4270
Entrez-100313895,4271
Entrez-79818,4272
Entrez-26167,4273
Entrez-4109,4274
Entrez-219453,4275
Entrez-55173,4276
Entrez-624,4277
Entrez-6045,4278
Entrez-79677,4279
Entrez-23550,4280
Entrez-80000,4281
Entrez-84992,4282
Entrez-693162,4283
Entrez-84310,4284
Entrez-51095,4285
Entrez-6568,4286
Entrez-100616485,4287
Entrez-278,4288
Entrez-284391,4289
Entrez-135112,4290
Entrez-8544,4291
Entrez-57194,4292
Entrez-7757,4293
Entrez-8458,4294
Entrez-57700,4295
Entrez-64979,4296
Entrez-57019,4297
Entrez-26692,4298
Entrez-114786,4299
Entrez-196410,4300
Entrez-100616149,4301
Entrez-259230,4302
Entrez-2565,4303
Entrez-10083,4304
Entrez-348262,4305
Entrez-143884,4306
Entrez-6193,4307
Entrez-171568,4308
Entrez-7390,4309
Entrez-10,4310
Entrez-171019,4311
Entrez-8576,4312
Entrez-6569,4313
Entrez-54556,4314
Entrez-645676,4315
Entrez-143241,4316
Entrez-693188,4317
Entrez-724023,4318
Entrez-6119,4319
Entrez-27030,4320
Entrez-157724,4321
Entrez-388730,4322
Entrez-100874114,4323
Entrez-3885,4324
Entrez-100616213,4325
Entrez-10965,4326
Entrez-9338,4327
Entrez-10841,4328
Entrez-6563,4329
Entrez-643210,4330
Entrez-340547,4331
Entrez-3268,4332
Entrez-3062,4333
Entrez-1440,4334
Entrez-11275,4335
Entrez-79948,4336
Entrez-5519,4337
Entrez-699,4338
Entrez-25874,4339
Entrez-192666,4340
Entrez-11317,4341
Entrez-406919,4342
Entrez-4068,4343
Entrez-10747,4344
Entrez-5137,4345
Entrez-55145,4346
Entrez-8477,4347
Entrez-3110,4348
Entrez-643246,4349
Entrez-33,4350
Entrez-26525,4351
Entrez-6750,4352
Entrez-11021,4353
Entrez-10280,4354
Entrez-25992,4355
Entrez-57763,4356
Entrez-2068,4357
Entrez-151507,4358
Entrez-7753,4359
Entrez-8470,4360
Entrez-7405,4361
Entrez-4898,4362
Entrez-100616353,4363
Entrez-3777,4364
Entrez-55346,4365
Entrez-100422991,4366
Entrez-101927446,4367
Entrez-554212,4368
Entrez-55220,4369
Entrez-5583,4370
Entrez-58516,4371
Entrez-154197,4372
Entrez-267012,4373
Entrez-113026,4374
Entrez-6340,4375
Entrez-55049,4376
Entrez-8754,4377
Entrez-574469,4378
Entrez-578,4379
Entrez-22914,4380
Entrez-80168,4381
Entrez-7988,4382
Entrez-29761,4383
Entrez-9389,4384
Entrez-5078,4385
Entrez-6791,4386
Entrez-8505,4387
Entrez-342132,4388
Entrez-257397,4389
Entrez-64960,4390
Entrez-3633,4391
Entrez-11080,4392
Entrez-154796,4393
Entrez-23491,4394
Entrez-767605,4395
Entrez-5906,4396
Entrez-128338,4397
Entrez-123803,4398
Entrez-84684,4399
Entrez-54206,4400
Entrez-51527,4401
Entrez-56104,4402
Entrez-4976,4403
Entrez-100616243,4404
Entrez-55529,4405
Entrez-406989,4406
Entrez-2696,4407
Entrez-24141,4408
Entrez-8776,4409
Entrez-886,4410
Entrez-159013,4411
Entrez-100302137,4412
Entrez-9935,4413
Entrez-653513,4414
Entrez-56928,4415
Entrez-100616350,4416
Entrez-5297,4417
Entrez-285051,4418
Entrez-65056,4419
Entrez-11101,4420
Entrez-100506866,4421
Entrez-284215,4422
Entrez-8321,4423
Entrez-23508,4424
Entrez-1857,4425
Entrez-4809,4426
Entrez-3818,4427
Entrez-440023,4428
Entrez-100130855,4429
Entrez-100128593,4430
Entrez-79719,4431
Entrez-9750,4432
Entrez-51275,4433
Entrez-2354,4434
Entrez-7052,4435
Entrez-414351,4436
Entrez-1192,4437
Entrez-100500842,4438
Entrez-57558,4439
Entrez-149233,4440
Entrez-84902,4441
Entrez-272,4442
Entrez-84886,4443
Entrez-389816,4444
Entrez-84071,4445
Entrez-1421,4446
Entrez-54813,4447
Entrez-55892,4448
Entrez-29952,4449
Entrez-6730,4450
Entrez-140875,4451
Entrez-3551,4452
Entrez-207063,4453
Entrez-90799,4454
Entrez-55273,4455
Entrez-378708,4456
Entrez-140609,4457
Entrez-136306,4458
Entrez-7289,4459
Entrez-113510,4460
Entrez-55854,4461
Entrez-80036,4462
Entrez-11117,4463
Entrez-22950,4464
Entrez-57216,4465
Entrez-54464,4466
Entrez-406936,4467
Entrez-6854,4468
Entrez-6143,4469
Entrez-4886,4470
Entrez-733,4471
Entrez-79005,4472
Entrez-100126784,4473
Entrez-728989,4474
Entrez-100847003,4475
Entrez-100500824,4476
Entrez-203062,4477
Entrez-254272,4478
Entrez-31,4479
Entrez-54948,4480
Entrez-8340,4481
Entrez-55643,4482
Entrez-100616212,4483
Entrez-8277,4484
Entrez-353144,4485
Entrez-222255,4486
Entrez-54577,4487
Entrez-3732,4488
Entrez-919,4489
Entrez-4193,4490
Entrez-164312,4491
Entrez-151056,4492
Entrez-4104,4493
Entrez-8747,4494
Entrez-137872,4495
Entrez-284702,4496
Entrez-3628,4497
Entrez-4711,4498
Entrez-3646,4499
Entrez-221468,4500
Entrez-1591,4501
Entrez-117247,4502
Entrez-140258,4503
Entrez-6645,4504
Entrez-284099,4505
Entrez-336,4506
Entrez-100750247,4507
Entrez-5545,4508
Entrez-23208,4509
Entrez-8290,4510
Entrez-100505538,4511
Entrez-3560,4512
Entrez-22808,4513
Entrez-80263,4514
Entrez-9314,4515
Entrez-353174,4516
Entrez-1139,4517
Entrez-10864,4518
Entrez-406969,4519
Entrez-100750225,4520
Entrez-53339,4521
Entrez-142940,4522
Entrez-388685,4523
Entrez-259282,4524
Entrez-1901,4525
Entrez-100500896,4526
Entrez-93,4527
Entrez-9878,4528
Entrez-8761,4529
Entrez-284618,4530
Entrez-100616481,4531
Entrez-54332,4532
Entrez-80218,4533
Entrez-406963,4534
Entrez-2298,4535
Entrez-92597,4536
Entrez-100861552,4537
Entrez-256021,4538
Entrez-90853,4539
Entrez-7818,4540
Entrez-693163,4541
Entrez-10783,4542
Entrez-9142,4543
Entrez-55166,4544
Entrez-23598,4545
Entrez-89766,4546
Entrez-1749,4547
Entrez-9197,4548
Entrez-1195,4549
Entrez-30848,4550
Entrez-100170227,4551
Entrez-283989,4552
Entrez-100302246,4553
Entrez-51188,4554
Entrez-53820,4555
Entrez-10768,4556
Entrez-100533183,4557
Entrez-8315,4558
Entrez-341568,4559
Entrez-171177,4560
Entrez-100313886,4561
Entrez-4234,4562
Entrez-1307,4563
Entrez-340277,4564
Entrez-26020,4565
Entrez-1233,4566
Entrez-100507334,4567
Entrez-1528,4568
Entrez-114899,4569
Entrez-121214,4570
Entrez-22854,4571
Entrez-1747,4572
Entrez-90678,4573
Entrez-1894,4574
Entrez-5018,4575
Entrez-112936,4576
Entrez-113791,4577
Entrez-9562,4578
Entrez-91319,4579
Entrez-64854,4580
Entrez-219983,4581
Entrez-53353,4582
Entrez-2781,4583
Entrez-4163,4584
Entrez-5537,4585
Entrez-6733,4586
Entrez-11039,4587
Entrez-10798,4588
Entrez-54517,4589
Entrez-91694,4590
Entrez-768213,4591
Entrez-113835,4592
Entrez-7756,4593
Entrez-285966,4594
Entrez-9879,4595
Entrez-1644,4596
Entrez-6998,4597
Entrez-2219,4598
Entrez-6602,4599
Entrez-252995,4600
Entrez-27258,4601
Entrez-84984,4602
Entrez-55753,4603
Entrez-353500,4604
Entrez-159195,4605
Entrez-26140,4606
Entrez-283298,4607
Entrez-448831,4608
Entrez-401014,4609
Entrez-10519,4610
Entrez-100500859,4611
Entrez-65095,4612
Entrez-2525,4613
Entrez-728062,4614
Entrez-6606,4615
Entrez-6833,4616
Entrez-27111,4617
Entrez-2821,4618
Entrez-8847,4619
Entrez-10346,4620
Entrez-441381,4621
Entrez-3080,4622
Entrez-100500905,4623
Entrez-4733,4624
Entrez-9391,4625
Entrez-690,4626
Entrez-79843,4627
Entrez-646960,4628
Entrez-9991,4629
Entrez-57169,4630
Entrez-57666,4631
Entrez-56898,4632
Entrez-150159,4633
Entrez-84895,4634
Entrez-51016,4635
Entrez-154467,4636
Entrez-57463,4637
Entrez-4114,4638
Entrez-10673,4639
Entrez-23071,4640
Entrez-23767,4641
Entrez-728492,4642
Entrez-7762,4643
Entrez-100616296,4644
Entrez-440225,4645
Entrez-7122,4646
Entrez-9320,4647
Entrez-65061,4648
Entrez-9248,4649
Entrez-3226,4650
Entrez-3605,4651
Entrez-693124,4652
Entrez-57189,4653
Entrez-645811,4654
Entrez-1572,4655
Entrez-26817,4656
Entrez-100506733,4657
Entrez-100616414,4658
Entrez-5343,4659
Entrez-8273,4660
Entrez-51384,4661
Entrez-23457,4662
Entrez-285,4663
Entrez-414918,4664
Entrez-415056,4665
Entrez-10251,4666
Entrez-225689,4667
Entrez-54620,4668
Entrez-100129424,4669
Entrez-286380,4670
Entrez-6779,4671
Entrez-26521,4672
Entrez-4500,4673
Entrez-4923,4674
Entrez-386618,4675
Entrez-6867,4676
Entrez-100616447,4677
Entrez-51154,4678
Entrez-100616183,4679
Entrez-110599563,4680
Entrez-51072,4681
Entrez-205428,4682
Entrez-100288432,4683
Entrez-57602,4684
Entrez-149473,4685
Entrez-100505648,4686
Entrez-6036,4687
Entrez-100847067,4688
Entrez-56259,4689
Entrez-3750,4690
Entrez-717,4691
Entrez-643965,4692
Entrez-55556,4693
Entrez-285588,4694
Entrez-285370,4695
Entrez-165215,4696
Entrez-116966,4697
Entrez-3831,4698
Entrez-23774,4699
Entrez-9761,4700
Entrez-100130958,4701
Entrez-100526783,4702
Entrez-145645,4703
Entrez-57231,4704
Entrez-9450,4705
Entrez-6442,4706
Entrez-7392,4707
Entrez-84309,4708
Entrez-100506994,4709
Entrez-9791,4710
Entrez-50808,4711
Entrez-5743,4712
Entrez-283229,4713
Entrez-23410,4714
Entrez-9096,4715
Entrez-9141,4716
Entrez-23017,4717
Entrez-27063,4718
Entrez-114771,4719
Entrez-115752,4720
Entrez-285429,4721
Entrez-5013,4722
Entrez-375513,4723
Entrez-10314,4724
Entrez-80352,4725
Entrez-115749,4726
Entrez-440574,4727
Entrez-347527,4728
Entrez-654341,4729
Entrez-54510,4730
Entrez-57338,4731
Entrez-100532746,4732
Entrez-25939,4733
Entrez-8794,4734
Entrez-4070,4735
Entrez-222967,4736
Entrez-645142,4737
Entrez-246126,4738
Entrez-100507043,4739
Entrez-2798,4740
Entrez-55070,4741
Entrez-22899,4742
Entrez-285074,4743
Entrez-8453,4744
Entrez-65065,4745
Entrez-100616458,4746
Entrez-57326,4747
Entrez-51727,4748
Entrez-6299,4749
Entrez-222545,4750
Entrez-29992,4751
Entrez-8416,4752
Entrez-79656,4753
Entrez-100507027,4754
Entrez-100131096,4755
Entrez-64332,4756
Entrez-100873982,4757
Entrez-494323,4758
Entrez-126006,4759
Entrez-90737,4760
Entrez-8379,4761
Entrez-64393,4762
Entrez-121340,4763
Entrez-390162,4764
Entrez-63895,4765
Entrez-646282,4766
Entrez-8726,4767
Entrez-5621,4768
Entrez-5924,4769
Entrez-3036,4770
Entrez-10721,4771
Entrez-113,4772
Entrez-4338,4773
Entrez-196051,4774
Entrez-10752,4775
Entrez-388389,4776
Entrez-55825,4777
Entrez-6957,4778
Entrez-57555,4779
Entrez-54549,4780
Entrez-133688,4781
Entrez-89894,4782
Entrez-284034,4783
Entrez-387751,4784
Entrez-619569,4785
Entrez-65265,4786
Entrez-94160,4787
Entrez-57510,4788
Entrez-317648,4789
Entrez-100288486,4790
Entrez-220965,4791
Entrez-79931,4792
Entrez-56131,4793
Entrez-9473,4794
Entrez-2644,4795
Entrez-64940,4796
Entrez-55147,4797
Entrez-3772,4798
Entrez-3433,4799
Entrez-79104,4800
Entrez-57105,4801
Entrez-54830,4802
Entrez-10844,4803
Entrez-100500869,4804
Entrez-924,4805
Entrez-29888,4806
Entrez-112970,4807
Entrez-51324,4808
Entrez-3111,4809
Entrez-9185,4810
Entrez-5880,4811
Entrez-79572,4812
Entrez-2564,4813
Entrez-25963,4814
Entrez-6767,4815
Entrez-9857,4816
Entrez-100126356,4817
Entrez-1288,4818
Entrez-100616494,4819
Entrez-56603,4820
Entrez-2288,4821
Entrez-26249,4822
Entrez-54732,4823
Entrez-6901,4824
Entrez-55502,4825
Entrez-55629,4826
Entrez-864,4827
Entrez-158584,4828
Entrez-6150,4829
Entrez-100616134,4830
Entrez-63970,4831
Entrez-7681,4832
Entrez-114043,4833
Entrez-7486,4834
Entrez-254170,4835
Entrez-81493,4836
Entrez-51150,4837
Entrez-340543,4838
Entrez-4361,4839
Entrez-574470,4840
Entrez-9413,4841
Entrez-85508,4842
Entrez-64407,4843
Entrez-100874042,4844
Entrez-90024,4845
Entrez-55163,4846
Entrez-25934,4847
Entrez-100130348,4848
Entrez-7593,4849
Entrez-1845,4850
Entrez-81127,4851
Entrez-401036,4852
Entrez-57464,4853
Entrez-440300,4854
Entrez-51761,4855
Entrez-846,4856
Entrez-7528,4857
Entrez-140838,4858
Entrez-9499,4859
Entrez-253044,4860
Entrez-84824,4861
Entrez-7529,4862
Entrez-3101,4863
Entrez-10720,4864
Entrez-2977,4865
Entrez-950,4866
Entrez-5994,4867
Entrez-26002,4868
Entrez-7485,4869
Entrez-10610,4870
Entrez-64419,4871
Entrez-100132987,4872
Entrez-57554,4873
Entrez-2264,4874
Entrez-91056,4875
Entrez-150165,4876
Entrez-23272,4877
Entrez-1475,4878
Entrez-10988,4879
Entrez-10152,4880
Entrez-241,4881
Entrez-84624,4882
Entrez-285958,4883
Entrez-143503,4884
Entrez-320,4885
Entrez-390167,4886
Entrez-100509894,4887
Entrez-1666,4888
Entrez-55130,4889
Entrez-8128,4890
Entrez-26049,4891
Entrez-83787,4892
Entrez-25819,4893
Entrez-55681,4894
Entrez-1854,4895
Entrez-2553,4896
Entrez-57654,4897
Entrez-286464,4898
Entrez-574474,4899
Entrez-7046,4900
Entrez-339529,4901
Entrez-6390,4902
Entrez-126306,4903
Entrez-643596,4904
Entrez-10715,4905
Entrez-78995,4906
Entrez-92196,4907
Entrez-693203,4908
Entrez-338004,4909
Entrez-7849,4910
Entrez-3557,4911
Entrez-387715,4912
Entrez-150538,4913
Entrez-118672,4914
Entrez-9057,4915
Entrez-3171,4916
Entrez-116519,4917
Entrez-7580,4918
Entrez-23582,4919
Entrez-389114,4920
Entrez-9674,4921
Entrez-50809,4922
Entrez-23155,4923
Entrez-144110,4924
Entrez-1147,4925
Entrez-100534012,4926
Entrez-406893,4927
Entrez-282706,4928
Entrez-91807,4929
Entrez-1538,4930
Entrez-222235,4931
Entrez-5696,4932
Entrez-406976,4933
Entrez-9941,4934
Entrez-8242,4935
Entrez-199990,4936
Entrez-57545,4937
Entrez-100128553,4938
Entrez-85417,4939
Entrez-6705,4940
Entrez-7389,4941
Entrez-100288520,4942
Entrez-867,4943
Entrez-100037417,4944
Entrez-60314,4945
Entrez-8125,4946
Entrez-319089,4947
Entrez-3990,4948
Entrez-122525,4949
Entrez-57172,4950
Entrez-54681,4951
Entrez-579,4952
Entrez-84439,4953
Entrez-83729,4954
Entrez-693207,4955
Entrez-100422904,4956
Entrez-100529144,4957
Entrez-118788,4958
Entrez-83479,4959
Entrez-81839,4960
Entrez-404217,4961
Entrez-23109,4962
Entrez-54497,4963
Entrez-23476,4964
Entrez-10160,4965
Entrez-100616125,4966
Entrez-735301,4967
Entrez-100302210,4968
Entrez-168667,4969
Entrez-98,4970
Entrez-54020,4971
Entrez-404744,4972
Entrez-2322,4973
Entrez-79009,4974
Entrez-387638,4975
Entrez-11135,4976
Entrez-83955,4977
Entrez-285335,4978
Entrez-114299,4979
Entrez-91300,4980
Entrez-10675,4981
