drug_pubchemcid,disease_icd10
99775,207750
99775,207030
99775,208173
99775,206713
99775,208515
99775,208139
99775,205840
99775,206103
99775,205750
99775,204189
99775,205124
99775,203533
99775,203602
99775,208336
99775,203439
99775,203961
99775,206253
99775,207610
99775,203805
99775,203583
99775,203416
99775,208724
99775,203974
99775,203890
99775,207215
99775,207906
99775,206248
99775,204734
99775,204534
99775,204898
99775,204078
99775,207803
99775,204686
99775,206237
99775,208607
99775,208555
99775,206803
99775,206785
99775,204786
99775,206378
99775,203840
99775,206952
99775,206122
99775,208244
99775,204970
99775,207287
99775,205318
99775,203637
99775,203807
99775,205169
99775,207154
99775,208511
193225,203551
200287,204458
200287,208778
36471,207015
36471,207450
90012,207562
90012,205805
90012,207664
90012,207138
90012,205252
68638,203551
198947,208749
198947,205662
192584,206584
192584,208610
192584,208156
192584,205026
192584,208410
192584,207693
192584,205777
192584,203702
192584,207310
192584,208694
192584,205035
192584,204436
192584,208058
192584,208167
192584,208342
192584,204697
192584,204590
192584,207380
192584,204840
192584,206123
192584,204954
192584,205272
139912,207584
196334,203968
196334,208188
174638,208433
196801,204486
189824,205384
184651,204388
198084,208120
201399,205547
188252,205508
192832,207141
179506,206682
114047,207386
135857,204673
135857,207471
135857,207239
135857,207323
135857,208076
135857,205186
135857,204139
135857,208089
135857,207704
134448,204673
134448,207471
134448,207239
134448,207323
134448,208076
134448,205186
134448,204139
134448,208089
134448,207704
67883,204480
156992,204386
156992,205722
156992,203995
156992,204548
156992,207036
156992,205979
156992,206901
156992,207102
156992,203886
156992,207173
156992,204649
105640,203551
72626,204938
192592,204388
195904,208591
192434,204386
192434,205722
192434,203995
192434,204548
192434,207036
192434,205979
192434,206901
192434,207102
192434,203886
192434,207173
192434,204649
107714,207580
189236,204630
202321,205611
202321,208137
202321,205494
202321,207580
202321,207623
202321,208558
202321,207337
202321,204377
126246,208545
126246,207260
126246,206342
126246,208419
126246,205127
113796,207450
196284,203516
199939,203304
199939,208496
199939,207022
199939,205134
199939,205317
199939,207140
199939,206196
199939,204913
199939,204212
199939,208548
199939,206442
199939,203445
199939,206054
199939,207401
199939,206761
199939,204319
199939,206456
199939,206678
199939,203326
199939,207105
199939,206890
199939,204928
199939,207281
199939,204360
199939,205481
199939,204738
199939,205970
199939,208530
199939,204201
199939,206873
199939,206059
199939,208494
199939,203804
199939,203800
199939,206290
199939,206943
199939,204303
199939,206871
199939,208187
199939,203802
199939,208788
199939,208673
199939,206373
199939,207429
199939,208305
199939,207419
199939,204980
199939,205832
199939,205903
199939,208283
199939,207371
199939,206177
199939,205909
199939,207435
199939,207180
199939,207612
199939,208692
199939,206888
199939,207893
199939,204140
199939,205206
199939,204609
199939,203990
199939,207846
199939,206502
199939,205414
199939,207811
199939,206451
199939,208429
199939,205177
199939,208753
199939,204324
199939,207863
199939,207044
199939,205655
199939,205262
199939,208122
199939,204505
199939,205956
199939,206503
199939,205009
199939,204486
199939,205573
199939,208495
199939,207631
199939,206689
199939,206852
199939,206563
199939,203532
199939,203601
199939,203415
199939,205268
199939,206118
199939,206734
199939,208234
199939,204848
199939,205029
199939,208192
199939,205516
199939,206564
190045,206482
189137,206241
189137,204358
189137,207411
189137,205407
189137,208074
189137,204403
189137,204011
189137,208341
189137,208072
189137,205167
189137,205316
189137,206098
189137,206876
189137,205718
189137,204889
189137,206567
108175,205994
108175,205392
108175,207023
108175,206709
108175,203370
108175,205706
108175,203779
108175,204226
108175,204558
108175,203426
108175,208180
108175,205587
108175,206979
108175,203793
108175,207945
108175,208438
108175,203253
144126,206229
188203,203551
145020,205488
69852,205018
201949,207920
201949,203641
200441,203276
201907,206241
195945,207877
192894,203641
169269,207339
169269,203880
169269,207389
169269,204291
169269,205275
169269,206748
169269,203698
169269,204846
169269,203449
169269,203615
169269,205345
169269,207650
169269,206507
169269,205113
169269,206739
169269,204030
169269,204034
169269,208270
169269,206099
118436,204486
114857,206866
114857,206079
114857,204082
114857,205451
114857,205868
114857,205579
114857,207301
114857,206030
75757,205018
196071,203641
71986,204522
71986,203343
71986,206630
71986,205161
71986,205776
71986,204971
71986,206506
71986,205936
71986,208645
71986,206393
71986,203923
71986,206846
71986,204554
71986,205664
71986,206399
71986,204777
190448,208809
200761,204388
119703,203522
133692,207260
133692,206342
133692,208419
133692,205127
142505,204159
142505,204974
156307,204673
156307,207471
156307,207239
156307,207323
156307,208076
156307,205186
156307,204139
156307,208089
156307,207704
156307,203772
156307,205111
156307,206941
156307,204357
156307,204785
156307,207770
156307,205659
156307,207029
156307,205651
156307,208297
156307,207608
156307,208269
198361,204796
194766,204796
128688,208743
175308,208497
175308,205176
175273,205576
84347,206456
193983,207746
201099,207746
79153,204522
79153,203343
79153,206630
79153,205161
79153,205776
79153,204971
79153,206506
79153,205936
79153,208645
79153,206393
79153,203923
79153,206846
79153,204554
79153,205664
79153,206399
79153,204777
26044,203772
26044,205111
26044,206941
26044,204357
26044,204785
26044,207770
26044,205659
26044,207029
26044,205651
26044,208297
26044,207608
26044,208269
175454,207260
175454,206342
175454,208419
175454,205127
92504,204673
92504,207471
92504,207239
92504,207323
92504,208076
92504,205186
92504,204139
92504,208089
92504,207704
119091,203608
202251,204673
202251,207471
202251,207239
202251,207323
202251,208076
202251,205186
202251,204139
202251,208089
202251,207704
132357,205994
132357,205392
132357,207023
132357,206709
132357,203370
132357,205706
132357,203779
132357,204226
132357,204558
132357,203426
132357,208180
132357,205587
132357,206979
132357,203793
132357,207945
132357,208438
132357,203253
105846,207580
188670,204480
200801,207015
200801,207450
117959,204486
199083,206241
74178,208234
202241,203968
202241,204388
188872,205857
188872,204566
188872,207361
188872,203841
188872,205363
188872,205947
188872,205213
188872,205045
188872,204710
188872,207845
188872,203719
188872,204681
188872,207504
188175,208084
202254,206744
94426,204611
193164,205300
201739,208433
199012,203594
192265,205994
192265,205392
192265,207023
192265,206709
192265,203370
192265,205706
192265,203779
192265,204226
192265,204558
192265,203426
192265,208180
192265,205587
192265,206979
192265,203793
192265,207945
192265,208438
192265,203253
31865,205994
31865,205392
31865,207023
31865,206709
31865,203370
31865,205706
31865,203779
31865,204226
31865,204558
31865,203426
31865,208180
31865,205587
31865,206979
31865,203793
31865,207945
31865,208438
31865,203253
93665,207880
93665,203683
93665,205639
93665,203282
93665,203938
93665,204637
93665,206653
93665,206467
93665,207848
93665,208376
93665,206385
93665,207713
93665,206544
93665,205453
93665,207902
93665,206330
93665,206582
93665,203785
93665,205347
93665,204216
190284,206780
187165,204522
187165,203343
187165,206630
187165,205161
187165,205776
187165,204971
187165,206506
187165,205936
187165,208645
187165,206393
187165,203923
187165,206846
187165,204554
187165,205664
187165,206399
187165,204777
56417,208768
73425,205394
189385,206334
189385,205652
189385,204632
189385,208714
189385,206781
189385,204961
189385,207198
189385,205980
189385,205553
189385,206758
189385,203957
189385,207858
189385,208403
189385,207790
189385,204323
189385,204621
189385,205399
189385,206819
189385,208796
199607,203453
143715,203551
125092,203608
191328,205662
48199,207584
190739,208622
194337,204360
190944,208497
125727,205532
61101,205248
198739,205248
201576,204931
36746,208433
167460,207683
194017,205395
194480,204556
131850,204630
86655,207562
86655,205805
86655,207664
86655,207138
86655,205252
67149,208410
187686,207339
27100,205427
202409,206242
202409,203899
202409,203539
202409,207386
202409,207348
202409,203856
202409,207621
202409,206786
202409,208267
202409,208111
202409,208251
202409,206068
202409,204838
202409,205940
202409,204014
202409,206271
202409,206912
202409,204310
202409,204978
202409,205359
202409,205245
202409,204798
202409,204298
202409,204780
202409,206377
202409,208324
202409,205732
202409,204524
202409,205568
202409,204581
202409,208497
202409,204287
202409,204872
202409,205459
202409,207182
202409,205097
202409,205585
202409,203538
202409,205933
202409,205461
202409,207619
202409,205427
202409,205672
202409,207318
202409,204837
202409,206407
202409,206070
202409,206984
202409,204385
202409,206051
202409,207929
202409,203891
202409,204196
202409,204584
202409,206804
202409,206970
202409,203312
202409,206063
202409,206641
202409,208392
202409,208809
202409,203629
202409,205234
202409,206993
202409,206716
202409,207626
202409,203806
202409,208813
202409,205949
190347,207260
190347,206342
190347,208419
190347,205127
31774,203641
193551,205176
104786,205017
111658,206684
83695,208622
193369,204909
193369,204270
193369,208151
193369,203671
193369,205277
193369,208710
193369,205575
193369,207268
193369,207930
193369,205370
193369,204238
193369,207566
193369,204229
193369,205490
193369,208589
193369,204149
193369,206814
193369,207424
193369,206078
193369,208632
193369,205250
193369,207369
193369,205339
193369,207732
193369,204168
193369,203551
193369,204470
193369,207335
193369,203244
193369,204519
193369,203543
193369,206219
193369,206220
193369,208582
193369,206835
193369,207159
193369,203812
193369,208378
193369,203883
193369,205196
193369,208518
193369,204770
193369,207653
193369,204248
193369,208288
193369,207313
193369,204784
193369,204119
193369,207122
193369,206336
193369,205247
193369,204540
193369,205571
193369,208819
193369,206165
193369,203833
193369,203507
193369,208250
193369,207532
193369,207213
193369,206440
193369,208282
193369,208834
193369,206834
193369,205937
193369,203949
193369,204560
193369,206551
193369,208435
193369,204224
193369,205398
193369,208015
193369,208615
193369,205076
193369,207155
193369,208118
193369,204444
193369,208593
193369,203646
193369,205448
193369,208596
193369,203481
193369,208272
193369,207706
193369,205020
193369,204422
193369,204790
193369,204544
193369,206397
193369,205650
193369,208634
193369,208374
193369,205373
193369,207163
193369,206267
193369,204398
193369,205687
193369,203703
193369,208512
193369,208756
193369,204858
193369,205166
193369,206085
193369,203690
193369,203898
193369,206740
193369,204991
193369,207260
193369,207627
193369,204056
193369,207634
193369,204192
193369,204800
193369,206410
193369,208354
193369,203529
193369,207802
193369,205657
193369,208145
193369,204285
193369,207038
193369,208782
193369,203404
193369,207768
193369,208060
193369,208452
193369,206218
193369,207018
193369,205479
193369,203893
193369,208703
193369,205225
193369,206040
193369,204171
193369,205488
193369,207415
193369,208110
193369,206202
193369,207952
193369,205069
193369,204365
193369,204342
193369,205545
193369,204166
193369,204296
193369,204596
193369,206830
193369,206086
193369,205965
193369,206342
193369,203255
193369,204382
193369,208652
193369,207205
193369,208419
193369,207465
193369,207578
193369,207827
193369,206355
193369,205691
193369,204937
193369,204604
193369,206268
193369,203745
193369,206627
193369,205014
193369,206654
193369,207646
193369,207990
193369,208331
193369,208264
193369,204508
193369,205331
193369,204405
193369,203271
193369,208018
193369,207851
193369,207528
193369,205142
193369,208166
193369,205127
193369,208602
193369,207533
193369,204102
193369,205409
193369,204502
193369,203503
193369,203801
193369,207077
193369,205897
193369,206836
193369,207434
193369,207035
193369,208049
193369,207249
193369,207336
193369,206666
193369,208191
66938,207562
66938,205805
66938,207664
66938,207138
66938,205252
197429,204909
197429,204270
197429,208151
197429,203671
197429,205277
197429,208710
197429,205575
197429,207268
197429,207930
197429,205370
197429,204238
197429,207566
197429,204229
197429,205490
197429,208589
197429,204149
197429,206814
197429,207424
197429,206078
197429,208632
197429,205250
197429,207369
197429,205339
197429,207732
197429,204168
197429,203551
197429,204470
197429,207335
197429,203244
197429,204519
197429,203543
197429,206219
197429,206220
197429,208582
197429,206835
197429,207159
197429,203812
197429,208378
197429,203883
197429,205196
197429,208518
197429,204770
197429,207653
197429,204248
197429,208288
197429,207313
197429,204784
197429,204119
197429,207122
197429,206336
197429,205247
197429,204540
197429,205571
197429,208819
197429,206165
197429,203833
197429,203507
197429,208250
197429,207532
197429,207213
197429,206440
197429,208282
197429,208834
197429,206834
197429,205937
197429,203949
197429,204560
197429,206551
197429,208435
197429,204224
197429,205398
197429,208015
197429,208615
197429,205076
197429,207155
197429,208118
197429,204444
197429,208593
197429,203646
197429,205448
197429,208596
197429,203481
197429,208272
197429,207706
197429,205020
197429,204422
197429,204790
197429,204544
197429,206397
197429,205650
197429,208634
197429,208374
197429,205373
197429,207163
197429,206267
197429,204398
197429,205687
197429,203703
197429,208512
197429,208756
197429,204858
197429,205166
197429,206085
197429,203690
197429,203898
197429,206740
197429,204991
197429,207260
197429,207627
197429,204056
197429,207634
197429,204192
197429,204800
197429,206410
197429,208354
197429,203529
197429,207802
197429,205657
197429,208145
197429,204285
197429,207038
197429,208782
197429,203404
197429,207768
197429,208060
197429,208452
197429,206218
197429,207018
197429,205479
197429,203893
197429,208703
197429,205225
197429,206040
197429,204171
197429,205488
197429,207415
197429,208110
197429,206202
197429,207952
197429,205069
197429,204365
197429,204342
197429,205545
197429,204166
197429,204296
197429,204596
197429,206830
197429,206086
197429,205965
197429,206342
197429,203255
197429,204382
197429,208652
197429,207205
197429,208419
197429,207465
197429,207578
197429,207827
197429,206355
197429,205691
197429,204937
197429,204604
197429,206268
197429,203745
197429,206627
197429,205014
197429,206654
197429,207646
197429,207990
197429,208331
197429,208264
197429,204508
197429,205331
197429,204405
197429,203271
197429,208018
197429,207851
197429,207528
197429,205142
197429,208166
197429,205127
197429,208602
197429,207533
197429,204102
197429,205409
197429,204502
197429,203503
197429,203801
197429,207077
197429,205897
197429,206836
197429,207434
197429,207035
197429,208049
197429,207249
197429,207336
197429,206666
197429,208191
75650,206242
75650,203899
75650,203539
75650,207386
75650,207348
75650,203856
75650,207621
75650,206786
75650,208267
75650,208111
75650,208251
75650,206068
75650,204838
75650,205940
75650,204014
75650,206271
75650,206912
75650,204310
75650,204978
75650,205359
75650,205245
75650,204798
75650,204298
75650,204780
75650,206377
75650,208324
75650,205732
75650,204524
75650,205568
75650,204581
75650,208497
75650,204287
75650,204872
75650,205459
75650,207182
75650,205097
75650,205585
75650,203538
75650,205933
75650,205461
75650,207619
75650,205427
75650,205672
75650,207318
75650,204837
75650,206407
75650,206070
75650,206984
75650,204385
75650,206051
75650,207929
75650,203891
75650,204196
75650,204584
75650,206804
75650,206970
75650,203312
75650,206063
75650,206641
75650,208392
75650,208809
75650,203629
75650,205234
75650,206993
75650,206716
75650,207626
75650,203806
75650,208813
75650,205949
39464,207260
39464,206342
39464,208419
39464,205127
89982,204480
150774,205857
150774,204566
150774,207361
150774,203841
150774,205363
150774,205947
150774,205213
150774,205045
150774,204710
150774,207845
150774,203719
150774,204681
150774,207504
150774,204522
150774,203343
150774,206630
150774,205161
150774,205776
150774,204971
150774,206506
150774,205936
150774,208645
150774,206393
150774,203923
150774,206846
150774,204554
150774,205664
150774,206399
150774,204777
191159,207706
191159,205020
191159,203481
191159,204422
191159,204790
191159,204544
191159,206397
191159,205650
191159,208634
191159,208374
191159,205373
191159,207163
191159,208596
191159,206267
191159,204398
191159,205687
191159,203703
191159,208512
191159,208756
191159,204858
191159,205166
191159,206085
191159,203690
191159,203898
191159,206740
187689,207578
187689,208015
187689,203551
187689,204149
44867,204388
63264,203319
63264,206897
63264,204630
63264,204886
63264,207742
173055,208084
202210,204611
202414,208425
192869,207015
134076,206846
194506,208201
194506,204823
189909,207584
195876,207100
197500,204145
198426,207584
197079,203528
192805,208741
192805,205018
192805,208498
195839,204629
192045,205857
192045,204566
192045,207361
192045,203841
192045,205363
192045,205947
192045,205213
192045,205045
192045,204710
192045,207845
192045,203719
192045,204681
192045,207504
193879,207332
200316,205857
200316,204566
200316,207361
200316,203841
200316,205363
200316,205947
200316,205213
200316,205045
200316,204710
200316,207845
200316,203719
200316,204681
200316,207504
200316,203565
194842,207141
53321,207015
53321,207450
189562,206943
194384,207015
194384,207450
99909,205544
97168,203772
97168,205111
97168,206941
97168,204357
97168,204785
97168,207770
97168,205659
97168,207029
97168,205651
97168,208297
97168,207608
97168,208269
55421,207260
55421,206342
55421,208419
55421,205127
134128,204480
116114,207664
202047,206839
202047,203264
202047,203330
202047,203611
202047,208527
202047,203657
202047,206259
202047,206295
202047,205092
202047,207707
202047,204440
202047,205543
202047,206515
202047,207231
202047,208361
202047,206321
202047,206663
202047,204518
202047,208594
202047,203358
202047,205202
202047,207399
202047,204343
202047,205977
202047,205089
202047,204930
202047,204194
202047,207964
202047,204689
202047,205740
202047,205016
202047,205066
202047,207444
202047,204891
202047,204449
202047,205938
202047,207584
202047,203269
202047,206920
202047,204038
202047,207804
202047,204447
202047,203753
202047,205625
202047,206082
202047,204542
202047,203844
202047,206024
202047,207750
202047,204237
202047,206286
202047,205133
202047,204009
202047,204468
202047,206323
202047,208752
202047,205766
202047,208460
202047,207793
202047,207030
202047,207238
202047,206717
202047,206942
202047,208507
202047,205759
202047,206691
202047,207480
202047,207829
202047,206543
202047,203863
202047,205670
202047,208173
202047,203349
197697,205395
197697,206386
197697,207543
197697,203550
197697,208064
56182,204974
200080,208184
181025,204821
190550,205790
193464,204796
38929,207015
38929,207450
191451,204728
197243,207578
197243,208015
197243,203551
197243,204149
191813,207578
191813,208015
191813,203551
191813,204149
117945,204386
117945,205722
117945,203995
117945,204548
117945,207036
117945,205979
117945,206901
117945,207102
117945,203886
117945,207173
117945,204649
184889,206682
198264,208008
191147,204302
199157,206791
71482,204297
195749,208331
189988,207260
189988,206342
189988,208419
189988,205127
200460,206780
192710,206639
175045,207584
198016,207065
198016,203277
198016,203407
198016,205024
198016,208195
198016,207373
198016,208720
198016,204577
198016,204513
198016,206160
198016,206859
198016,207563
198016,204541
198016,204142
198016,206214
198016,206450
198016,206026
198016,206632
198016,208736
198016,207731
198016,205396
198016,206320
198016,206461
198016,208040
198016,205743
198016,207304
198016,203444
198016,203265
198016,207113
198016,203443
198016,205425
198016,203664
198016,203483
198016,207194
198016,205053
198016,206947
198016,203857
198016,205093
198016,203815
198016,206950
198016,204472
189814,207065
189814,203277
189814,203407
189814,205024
189814,208195
189814,207373
189814,208720
189814,204577
189814,204513
189814,206160
189814,206859
189814,207563
189814,204541
189814,204142
189814,206214
189814,206450
189814,206026
189814,206632
189814,208736
189814,207731
189814,205396
189814,206320
189814,206461
189814,208040
189814,205743
189814,207304
189814,203444
189814,203265
189814,207113
189814,203443
189814,205425
189814,203664
189814,203483
189814,207194
189814,205053
189814,206947
189814,203857
189814,205093
189814,203815
189814,206950
189814,204472
35836,208498
50371,207877
203161,206780
50090,204154
196844,204388
118484,207664
93235,207260
93235,206342
93235,208419
93235,205127
56251,208282
43370,206682
187881,203379
199544,203551
199544,204149
199544,208015
199678,207260
199678,206342
199678,208419
199678,205127
125294,208613
31771,207578
198423,206780
115644,204159
41920,204302
65357,203608
194464,203551
194464,204149
194464,208015
143896,207339
143896,203880
143896,207389
143896,204291
143896,205275
143896,206748
143896,203698
143896,204846
143896,203449
143896,203615
143896,205345
143896,207650
143896,206507
143896,205113
143896,206739
143896,204030
143896,204034
143896,208270
143896,206099
190151,207562
190151,205805
190151,207664
190151,207138
190151,205252
168470,204358
168470,207411
168470,205407
168470,208074
168470,204403
168470,204011
168470,208341
168470,208072
168470,205167
168470,205316
168470,206098
168470,206876
168470,205718
168470,204889
168470,206567
145027,207260
145027,206342
145027,208419
145027,205127
190438,204522
190438,203343
190438,206630
190438,205161
190438,205776
190438,204971
190438,206506
190438,205936
190438,208645
190438,206393
190438,203923
190438,206846
190438,204554
190438,205664
190438,206399
190438,204777
192603,204880
163853,206241
189475,206198
189475,205810
198291,207332
117166,204056
110919,206780
134360,208084
198918,204974
188746,208134
132821,208814
132821,204182
132821,207760
132821,203927
132821,204407
132821,203247
132821,206090
132821,203770
132821,203478
132821,205875
132821,205037
132821,206891
132821,207871
132821,207481
163391,208282
189201,204522
189201,203343
189201,206630
189201,205161
189201,205776
189201,204971
189201,206506
189201,205936
189201,208645
189201,206393
189201,203923
189201,206846
189201,204554
189201,205664
189201,206399
189201,204777
189916,205123
144411,207015
144411,207450
194805,205395
85518,206241
194011,204454
194011,204958
194011,206464
194011,207843
194011,204098
194011,203909
194011,207409
194011,208730
194011,204135
194011,205159
194011,207423
194011,207571
194011,204265
194011,206978
194011,207053
194011,208068
194011,203451
194011,204592
194011,208032
194011,208804
194011,206084
194011,207230
194011,207151
194011,206347
194011,206788
194011,205549
194011,205990
194011,204077
194011,208411
194011,205495
194011,204755
194011,204262
194011,207792
194011,208457
194011,204235
194011,205204
194011,204945
194011,205974
159321,207894
48646,204552
48646,207380
48646,207039
48646,207711
48646,207647
48646,204113
48646,207226
48646,206376
48646,208121
48646,206039
48646,207867
48646,207918
48646,208437
48646,208718
48646,204532
48646,208100
48646,208574
48646,204054
48646,203401
48646,205677
48646,206792
48646,206540
48646,204063
48646,205280
48646,203900
48646,208062
48646,207340
48646,206790
48646,205861
48646,207381
48646,205646
48646,206213
48646,206679
48646,203879
48646,205257
48646,205862
48646,206581
48646,205707
48646,203303
48646,204199
48646,204164
48646,205718
48646,205013
48646,207320
48646,204388
48646,205527
48646,206575
48646,207537
48646,204453
48646,206683
48646,204842
48646,207944
48646,203357
48646,208681
48646,208081
48646,207866
48646,204711
48646,208410
48646,206089
48646,204017
48646,208641
48646,205570
48646,203540
48646,206123
48646,203644
48646,207618
48646,208167
48646,208789
48646,208156
48646,203513
48646,203493
48646,205777
48646,206241
48646,204420
48646,203398
48646,208759
48646,208239
48646,203318
48646,204437
48646,207757
48646,206968
48646,203360
48646,206037
48646,208021
48646,204949
48646,206688
48646,203731
48646,205035
48646,203717
48646,208420
48646,208610
48646,204902
48646,206159
48646,207083
48646,203525
48646,205107
48646,205114
48646,205942
48646,208202
48646,207756
48646,204729
48646,203427
48646,204307
48646,206398
48646,205316
48646,205836
48646,204043
48646,208330
48646,208149
48646,205556
48646,204616
48646,206872
48646,203573
48646,207277
48646,208653
48646,204220
48646,203759
48646,206884
48646,204145
48646,204697
48646,206584
48646,204358
48646,207411
48646,205407
48646,208074
48646,204403
48646,204011
48646,208341
48646,208072
48646,205167
48646,206098
48646,206876
48646,204889
48646,206567
48646,203702
48646,206138
48646,205262
48646,203647
48646,205026
48646,207693
48646,207310
48646,208694
48646,204436
48646,208058
48646,208342
48646,204590
48646,204840
48646,204954
48646,205272
48646,204564
48646,203689
48646,204012
48646,205255
48646,205889
48646,208132
48646,207153
48646,207689
48646,205324
48646,206231
48646,208726
48646,205015
48646,203387
48646,207250
48646,203448
48646,207604
48646,207903
48646,205256
48646,204203
48646,205653
48646,206310
48646,204400
48646,205268
48646,206886
48646,203800
48646,203985
48646,204083
48646,206806
48646,206579
48646,203989
48646,207132
48646,204915
48646,206340
48646,205281
48646,208842
48646,204434
48646,205470
48646,207352
48646,205853
198304,206845
114091,207664
32542,206041
32542,208612
32542,208758
32542,203793
58180,204410
98561,206529
191908,205689
199212,204946
136943,208008
70995,203784
71132,204691
58257,207413
189001,203455
88039,203319
88039,206897
88039,204630
88039,204886
88039,207742
47347,204982
47347,203248
47347,207351
47347,208764
47347,208787
47347,203469
47347,207426
194658,207260
194658,206342
194658,208419
194658,205127
190187,207260
190187,206342
190187,208419
190187,205127
201794,206242
201794,203899
201794,203539
201794,207386
201794,207348
201794,203856
201794,207621
201794,206786
201794,208267
201794,208111
201794,208251
201794,206068
201794,204838
201794,205940
201794,204014
201794,206271
201794,206912
201794,204310
201794,204978
201794,205359
201794,205245
201794,204798
201794,204298
201794,204780
201794,206377
201794,208324
201794,205732
201794,204524
201794,205568
201794,204581
201794,208497
201794,204287
201794,204872
201794,205459
201794,207182
201794,205097
201794,205585
201794,203538
201794,205933
201794,205461
201794,207619
201794,205427
201794,205672
201794,207318
201794,204837
201794,206407
201794,206070
201794,206984
201794,204385
201794,206051
201794,207929
201794,203891
201794,204196
201794,204584
201794,206804
201794,206970
201794,203312
201794,206063
201794,206641
201794,208392
201794,208809
201794,203629
201794,205234
201794,206993
201794,206716
201794,207626
201794,203806
201794,208813
201794,205949
101098,204480
150926,207339
150926,203880
150926,207389
150926,204291
150926,205275
150926,206748
150926,203698
150926,204846
150926,203449
150926,203615
150926,205345
150926,207650
150926,206507
150926,205113
150926,206739
150926,204030
150926,204034
150926,208270
150926,206099
73696,206830
143247,203551
154900,206241
196968,203608
89939,208622
199082,204454
199082,204958
199082,206464
199082,207843
199082,204098
199082,203909
199082,207409
199082,208730
199082,204135
199082,205159
199082,207423
199082,207571
199082,204265
199082,206978
199082,207053
199082,208068
199082,203451
199082,204592
199082,208032
199082,208804
199082,206084
199082,207230
199082,207151
199082,206347
199082,206788
199082,205549
199082,205990
199082,204077
199082,208411
199082,205495
199082,204755
199082,204262
199082,207792
199082,208457
199082,204235
199082,205204
199082,204945
199082,205974
137171,208305
187891,206241
194416,207894
166935,207413
189300,203733
189300,206639
189300,205167
189300,205387
189300,207135
189300,208529
189300,207006
189300,206505
189300,206459
200618,203551
200618,204149
200618,208015
190687,205277
190687,208710
190687,205575
189285,207260
189285,206342
189285,208419
189285,205127
195120,204056
198812,203360
192753,205935
198811,206718
200571,207460
200571,203737
200571,208249
200571,204489
200571,205309
200571,208008
200571,206269
200571,205644
200571,208042
200571,206344
171282,206639
70276,208433
75095,204056
192255,206846
193566,203379
46165,208282
189743,208498
182977,204458
182977,208778
189898,207332
189148,208328
44037,208328
55251,208328
198670,208622
189395,203530
196631,203968
199575,207834
197711,204458
197711,208778
200152,205665
199628,206342
76717,206342
123286,205395
73635,207015
73635,204034
194383,205395
194383,206386
194383,207543
194383,203550
194383,208064
188782,204458
188782,208778
38302,204458
38302,208778
202188,203308
54758,203608
63643,203772
63643,205111
63643,206941
63643,204357
63643,204785
63643,207770
63643,205659
63643,207029
63643,205651
63643,208297
63643,207608
63643,208269
140365,208269
26392,207562
26392,205805
26392,207664
26392,207138
26392,205252
199642,205833
203008,208084
113860,207643
139489,207015
139489,207450
121139,207584
193550,204480
193376,208084
100061,207584
56546,208320
56546,207638
56546,203654
56546,205739
56546,207273
56546,207556
56546,203411
56546,203311
56546,206965
56546,205560
191474,204800
194358,205221
86922,207332
199147,204630
159847,203415
165394,204486
134504,207332
199743,203276
194579,208498
84661,206451
89427,203772
89427,205111
89427,206941
89427,204357
89427,204785
89427,207770
89427,205659
89427,207029
89427,205651
89427,208297
89427,207608
89427,208269
137655,207584
199873,207260
199873,206342
199873,208419
199873,205127
155197,207584
149576,204486
86277,204909
86277,204270
86277,208151
86277,203671
86277,205277
86277,208710
86277,205575
86277,207268
86277,207930
86277,205370
86277,204238
86277,207566
86277,204229
86277,205490
86277,208589
86277,204149
86277,206814
86277,207424
86277,206078
86277,208632
86277,205250
86277,207369
86277,205339
86277,207732
86277,204168
86277,203551
86277,204470
86277,207335
86277,203244
86277,204519
86277,203543
86277,206219
86277,206220
86277,208582
86277,206835
86277,207159
86277,203812
86277,208378
86277,203883
86277,205196
86277,208518
86277,204770
86277,207653
86277,204248
86277,208288
86277,207313
86277,204784
86277,204119
86277,207122
86277,206336
86277,205247
86277,204540
86277,205571
86277,208819
86277,206165
86277,203833
86277,203507
86277,208250
86277,207532
86277,207213
86277,206440
86277,208282
86277,208834
86277,206834
86277,205937
86277,203949
86277,204560
86277,206551
86277,208435
86277,204224
86277,205398
86277,208015
86277,208615
86277,205076
86277,207155
86277,208118
86277,204444
86277,208593
86277,203646
86277,205448
86277,208596
86277,203481
86277,208272
86277,207706
86277,205020
86277,204422
86277,204790
86277,204544
86277,206397
86277,205650
86277,208634
86277,208374
86277,205373
86277,207163
86277,206267
86277,204398
86277,205687
86277,203703
86277,208512
86277,208756
86277,204858
86277,205166
86277,206085
86277,203690
86277,203898
86277,206740
86277,204991
86277,207260
86277,207627
86277,204056
86277,207634
86277,204192
86277,204800
86277,206410
86277,208354
86277,203529
86277,207802
86277,205657
86277,208145
86277,204285
86277,207038
86277,208782
86277,203404
86277,207768
86277,208060
86277,208452
86277,206218
86277,207018
86277,205479
86277,203893
86277,208703
86277,205225
86277,206040
86277,204171
86277,205488
86277,207415
86277,208110
86277,206202
86277,207952
86277,205069
86277,204365
86277,204342
86277,205545
86277,204166
86277,204296
86277,204596
86277,206830
86277,206086
86277,205965
86277,206342
86277,203255
86277,204382
86277,208652
86277,207205
86277,208419
86277,207465
86277,207578
86277,207827
86277,206355
86277,205691
86277,204937
86277,204604
86277,206268
86277,203745
86277,206627
86277,205014
86277,206654
86277,207646
86277,207990
86277,208331
86277,208264
86277,204508
86277,205331
