drug_pubchemcid,disease_icd10
86277,204405
86277,203271
86277,208018
86277,207851
86277,207528
86277,205142
86277,208166
86277,205127
86277,208602
86277,207533
86277,204102
86277,205409
86277,204502
86277,203503
86277,203801
86277,207077
86277,205897
86277,206836
86277,207434
86277,207035
86277,208049
86277,207249
86277,207336
86277,206666
86277,208191
202686,207260
202686,206342
202686,208419
202686,205127
118471,207584
173849,206241
32678,206959
156788,207339
172900,204388
187949,207339
187949,203880
187949,207389
187949,204291
187949,205275
187949,206748
187949,203698
187949,204846
187949,203449
187949,203615
187949,205345
187949,207650
187949,206507
187949,205113
187949,206739
187949,204030
187949,204034
187949,208270
187949,206099
188045,205123
196973,207683
128388,207252
128388,203430
128388,207015
128388,207450
189074,208282
200640,203972
202811,208622
93028,205994
93028,205392
93028,207023
93028,206709
93028,203370
93028,205706
93028,203779
93028,204226
93028,204558
93028,203426
93028,208180
93028,205587
93028,206979
93028,203793
93028,207945
93028,208438
93028,203253
191103,208840
162639,204673
162639,207471
162639,207239
162639,207323
162639,208076
162639,205186
162639,204139
162639,208089
162639,207704
79835,208234
26273,204683
122387,205381
122387,206020
122387,207264
122387,205179
122387,205083
190026,208551
197265,208008
200274,204388
142664,204458
142664,208778
202148,206212
85774,204909
85774,204270
85774,208151
85774,203671
85774,205277
85774,208710
85774,205575
85774,207268
85774,207930
85774,205370
85774,204238
85774,207566
85774,204229
85774,205490
85774,208589
85774,204149
85774,206814
85774,207424
85774,206078
85774,208632
85774,205250
85774,207369
85774,205339
85774,207732
85774,204168
85774,203551
85774,204470
85774,207335
85774,203244
85774,204519
85774,203543
85774,206219
85774,206220
85774,208582
85774,206835
85774,207159
85774,203812
85774,208378
85774,203883
85774,205196
85774,208518
85774,204770
85774,207653
85774,204248
85774,208288
85774,207313
85774,204784
85774,204119
85774,207122
85774,206336
85774,205247
85774,204540
85774,205571
85774,208819
85774,206165
85774,203833
85774,203507
85774,208250
85774,207532
85774,207213
85774,206440
85774,208282
85774,208834
85774,206834
85774,205937
85774,203949
85774,204560
85774,206551
85774,208435
85774,204224
85774,205398
85774,208015
85774,208615
85774,205076
85774,207155
85774,208118
85774,204444
85774,208593
85774,203646
85774,205448
85774,208596
85774,203481
85774,208272
85774,207706
85774,205020
85774,204422
85774,204790
85774,204544
85774,206397
85774,205650
85774,208634
85774,208374
85774,205373
85774,207163
85774,206267
85774,204398
85774,205687
85774,203703
85774,208512
85774,208756
85774,204858
85774,205166
85774,206085
85774,203690
85774,203898
85774,206740
85774,204991
85774,207260
85774,207627
85774,204056
85774,207634
85774,204192
85774,204800
85774,206410
85774,208354
85774,203529
85774,207802
85774,205657
85774,208145
85774,204285
85774,207038
85774,208782
85774,203404
85774,207768
85774,208060
85774,208452
85774,206218
85774,207018
85774,205479
85774,203893
85774,208703
85774,205225
85774,206040
85774,204171
85774,205488
85774,207415
85774,208110
85774,206202
85774,207952
85774,205069
85774,204365
85774,204342
85774,205545
85774,204166
85774,204296
85774,204596
85774,206830
85774,206086
85774,205965
85774,206342
85774,203255
85774,204382
85774,208652
85774,207205
85774,208419
85774,207465
85774,207578
85774,207827
85774,206355
85774,205691
85774,204937
85774,204604
85774,206268
85774,203745
85774,206627
85774,205014
85774,206654
85774,207646
85774,207990
85774,208331
85774,208264
85774,204508
85774,205331
85774,204405
85774,203271
85774,208018
85774,207851
85774,207528
85774,205142
85774,208166
85774,205127
85774,208602
85774,207533
85774,204102
85774,205409
85774,204502
85774,203503
85774,203801
85774,207077
85774,205897
85774,206836
85774,207434
85774,207035
85774,208049
85774,207249
85774,207336
85774,206666
85774,208191
193548,205942
52278,204522
52278,203343
52278,206630
52278,205161
52278,205776
52278,204971
52278,206506
52278,205936
52278,208645
52278,206393
52278,203923
52278,206846
52278,204554
52278,205664
52278,206399
52278,204777
188912,207332
156172,205611
156172,208137
156172,205494
156172,207580
156172,207623
156172,208558
156172,207337
156172,204377
52792,204458
52792,208778
51175,207584
157715,207580
175267,208622
198130,204388
199466,207141
201078,204486
189145,204522
189145,203343
189145,206630
189145,205161
189145,205776
189145,204971
189145,206506
189145,205936
189145,208645
189145,206393
189145,203923
189145,206846
189145,204554
189145,205664
189145,206399
189145,204777
198091,207735
202653,203620
202653,206604
202653,208468
202653,206791
202653,206568
202653,208661
202653,206673
202653,206007
202653,207516
202653,203300
202653,203516
202653,205408
202653,204799
202653,203368
202653,206554
202653,204294
202653,204517
202653,204868
202653,204853
202653,206555
202653,203578
202653,206383
202653,205430
202653,204053
202653,205156
202653,204144
202653,208307
202653,208263
202653,206805
202653,205115
202653,206478
202653,207184
202653,204156
202653,205063
202653,206570
202653,204187
165169,203574
165169,206505
165169,204707
197577,206830
190240,207260
190240,206342
190240,208419
190240,205127
28523,206241
85124,205994
85124,205392
85124,207023
85124,206709
85124,203370
85124,205706
85124,203779
85124,204226
85124,204558
85124,203426
85124,208180
85124,205587
85124,206979
85124,203793
85124,207945
85124,208438
85124,203253
196978,207015
196978,207450
198068,207260
198068,206342
198068,208419
198068,205127
190515,203772
190515,205111
190515,206941
190515,204357
190515,204785
190515,207770
190515,205659
190515,207029
190515,205651
190515,208297
190515,207608
190515,208269
177289,203581
189998,208820
189998,207755
91819,208008
198020,206780
116184,207332
40274,203551
128196,208269
79355,208320
79355,207638
79355,203654
79355,205739
79355,207273
79355,207556
79355,203411
79355,203311
79355,206965
79355,205560
80323,204458
80323,208778
191949,207580
197097,204037
197097,207942
197097,207393
197097,205793
197097,203937
197097,208587
197097,204836
197097,204044
197097,205685
197097,206668
197097,203570
197097,206256
197097,203809
197097,205505
197097,207010
197097,208229
197097,206861
197097,204317
197097,207828
197097,206885
197097,208536
197097,208533
197097,205800
197097,207211
197097,207479
197097,203552
197097,208067
197097,208148
197097,208185
197097,204515
197097,207195
197097,206429
197097,203560
197097,205394
197097,208265
197097,205348
197097,207943
197097,207317
197097,203850
197097,204608
197097,207108
197097,206614
197097,208028
197097,207982
197097,206677
197097,205519
197097,204402
197097,208163
197097,203691
197097,205473
197097,204732
197097,203268
197097,205061
197097,207247
197097,204644
197097,208431
197097,207461
197097,204049
197097,203388
197097,207796
197097,203877
197097,205325
197097,204485
197097,203681
197097,207316
197097,205737
197097,203486
195886,204302
202252,206989
202252,208390
202252,205958
202252,205374
202252,207568
202252,205498
202252,208055
202252,207801
202252,204918
202252,204667
202252,203442
202252,206128
202252,208423
197517,205234
36549,208743
81289,203565
201919,203620
201919,206604
201919,208468
201919,206791
201919,205074
201919,206568
201919,208661
201919,206673
201919,206007
201919,207516
201919,203300
201919,203516
201919,205408
201919,204799
201919,203368
201919,206554
201919,204294
201919,204517
201919,204868
201919,204853
201919,206555
201919,203578
201919,206383
201919,205430
201919,204053
201919,205156
201919,204144
201919,208307
201919,208263
201919,206805
201919,205115
201919,206478
201919,207184
201919,204156
201919,205063
201919,206570
201919,204187
195786,203749
27740,206584
27740,208610
27740,208156
27740,205026
27740,208410
27740,207693
27740,205777
27740,203702
27740,207310
27740,208694
27740,205035
27740,204436
27740,208058
27740,208167
27740,208342
27740,204697
27740,204590
27740,207380
27740,204840
27740,206123
27740,204954
27740,205272
118879,207386
31813,204486
178143,207332
201655,203530
202000,206242
202000,203899
202000,203539
202000,207386
202000,207348
202000,203856
202000,207621
202000,206786
202000,208267
202000,208111
202000,208251
202000,206068
202000,204838
202000,205940
202000,204014
202000,206271
202000,206912
202000,204310
202000,204978
202000,205359
202000,205245
202000,204798
202000,204298
202000,204780
202000,206377
202000,208324
202000,205732
202000,204524
202000,205568
202000,204581
202000,208497
202000,204287
202000,204872
202000,205459
202000,207182
202000,205097
202000,205585
202000,203538
202000,205933
202000,205461
202000,207619
202000,205427
202000,205672
202000,207318
202000,204837
202000,206407
202000,206070
202000,206984
202000,204385
202000,206051
202000,207929
202000,203891
202000,204196
202000,204584
202000,206804
202000,206970
202000,203312
202000,206063
202000,206641
202000,208392
202000,208809
202000,203629
202000,205234
202000,206993
202000,206716
202000,207626
202000,203806
202000,208813
202000,205949
166854,203319
166854,206897
166854,204630
166854,204886
166854,207742
100961,203319
100961,206897
100961,204630
100961,204886
100961,207742
37935,203319
37935,206897
37935,204630
37935,204886
37935,207742
116343,203319
116343,206897
116343,204630
116343,204886
116343,207742
69042,203319
69042,206897
69042,204630
69042,204886
69042,207742
86490,204630
188403,204830
191345,206839
191345,203264
191345,203330
191345,203611
191345,208527
191345,203657
191345,206259
191345,206295
191345,205092
191345,207707
191345,204440
191345,205543
191345,206515
191345,207231
191345,208361
191345,206321
191345,206663
191345,204518
191345,208594
191345,203358
191345,205202
191345,207399
191345,204343
191345,205977
191345,205089
191345,204930
191345,204194
191345,207964
191345,204689
191345,205740
191345,205016
191345,205066
191345,207444
191345,204891
191345,204449
191345,205938
191345,207584
191345,203269
191345,206920
191345,204038
191345,207804
191345,204447
191345,203753
191345,205625
191345,206082
191345,204542
191345,203844
191345,206024
191345,207750
191345,204237
191345,206286
191345,205133
191345,204009
191345,204468
191345,206323
191345,208752
191345,205766
191345,208460
191345,207793
191345,207030
191345,207238
191345,206717
191345,206942
191345,208507
191345,205759
191345,206691
191345,207480
191345,207829
191345,206543
191345,203863
191345,205670
191345,208173
191345,203349
61502,204458
61502,208778
115977,206262
152215,203620
152215,206604
152215,208468
152215,206791
152215,205074
152215,206568
152215,208661
152215,206673
152215,206007
152215,207516
152215,203300
152215,203516
152215,205408
152215,204799
152215,203368
152215,206554
152215,204294
152215,204517
152215,204868
152215,204853
152215,206555
152215,203578
152215,206383
152215,205430
152215,204053
152215,205156
152215,204144
152215,208307
152215,208263
152215,206805
152215,205115
152215,206478
152215,207184
152215,204156
152215,205063
152215,206570
152215,204187
68260,203319
68260,206897
68260,204630
68260,204886
68260,207742
194999,204480
191413,207584
131524,203530
202886,207332
193887,206780
43322,208202
56901,206342
153540,205857
153540,204566
153540,207361
153540,203841
153540,205363
153540,205947
153540,205213
153540,205045
153540,204710
153540,207845
153540,203719
153540,204681
153540,207504
199540,206839
199540,203264
199540,203330
199540,203611
199540,208527
199540,203657
199540,206259
199540,206295
199540,205092
199540,207707
199540,204440
199540,205543
199540,206515
199540,207231
199540,208361
199540,206321
199540,206663
199540,204518
199540,208594
199540,203358
199540,205202
199540,207399
199540,204343
199540,205977
199540,205089
199540,204930
199540,204194
199540,207964
199540,204689
199540,205740
199540,205016
199540,205066
199540,207444
199540,204891
199540,204449
199540,205938
199540,207584
199540,203269
199540,206920
199540,204038
199540,207804
199540,204447
199540,203753
199540,205625
199540,206082
199540,204542
199540,203844
199540,206024
199540,207750
199540,204237
199540,206286
199540,205133
199540,204009
199540,204468
199540,206323
199540,208752
199540,205766
199540,208460
199540,207793
199540,207030
199540,207238
199540,206717
199540,206942
199540,208507
199540,205759
199540,206691
199540,207480
199540,207829
199540,206543
199540,203863
199540,205670
199540,208173
199540,203349
200406,206241
191255,206241
107451,208548
118023,204673
118023,207471
118023,207239
118023,207323
118023,208076
118023,205186
118023,204139
118023,208089
118023,207704
190528,203535
190528,208790
190528,203684
190528,207663
190528,208551
190528,204117
190528,203697
190528,204935
190528,208601
190528,206557
190528,206131
190528,207890
190528,205886
190528,207047
190528,204342
190528,208073
190528,204511
190528,203621
190528,203298
190528,208338
190528,208063
190528,205658
190528,208702
190528,206892
190528,204301
190528,205914
190528,204208
190528,204760
190528,205630
190528,203600
190528,207806
190528,206967
190528,207048
190528,206915
190528,208255
190528,207635
190528,205832
190528,204745
190528,207975
190528,206273
190528,205157
190528,204061
190528,204940
190528,207728
190528,207261
190528,204526
190528,204416
190528,205205
190528,203922
190528,206456
190528,203924
190528,208691
190528,204268
190528,205054
190528,206492
190528,206265
190528,204257
190528,208103
190528,207445
190528,204297
190528,208776
190528,206083
190528,208531
190528,204448
190528,205460
190528,204831
190528,205694
190528,208189
190528,207446
190528,204013
190528,204796
190528,207754
190528,204530
190528,207283
190528,208586
190528,204408
190528,206991
190528,205098
190528,205004
190528,204290
190528,207725
190528,205669
190528,207203
190528,203754
190528,206818
190528,207427
190528,204093
190528,207217
190528,207040
190528,204304
190528,203518
190528,204567
190528,204881
190528,205865
190528,205390
190528,204611
190528,207112
190528,208783
190528,203799
190528,204794
190528,203453
190528,207180
190528,206470
190528,205841
190528,208802
190528,204008
190528,208278
190528,203574
190528,206841
190528,207811
190528,208296
190528,204599
190528,208000
190528,208647
190528,206192
190528,208331
190528,206343
190528,206753
190528,207854
190528,208133
190528,205558
190528,207256
190528,205279
190528,207037
190528,204250
190528,208013
190528,205590
190528,206766
190528,208011
190528,207515
190528,203568
190528,207503
190528,208680
190528,205240
190528,203363
190528,205413
190528,205870
190528,203728
190528,205365
190528,206955
190528,207891
190528,208684
190528,206710
190528,206034
190528,206773
190528,203794
190528,207415
190528,206801
190528,207171
190528,203977
190528,204615
190528,204134
190528,207202
190528,207768
190528,205356
190528,206499
190528,204273
190528,204160
190528,205552
190528,204105
190528,208319
190528,208630
190528,204496
190528,208260
190528,204174
190528,206189
190528,204587
190528,208362
190528,207441
190528,204973
190528,208585
190528,207540
190528,206606
190528,204571
190528,206913
190528,204718
190528,203847
190528,208069
190528,203798
190528,203456
190528,204099
190528,206558
190528,205180
190528,207651
190528,205306
190528,208061
190528,204028
190528,204394
190528,206924
190528,206223
190528,208466
190528,205493
190528,206576
190528,204176
190528,203545
190528,204912
190528,206390
190528,205755
190528,206843
190528,205121
190528,203888
190528,207538
190528,203313
190528,204019
190528,208751
190528,207229
190528,203546
190528,205851
190528,208699
190528,204989
190528,207514
190528,205985
190528,208584
190528,203319
190528,206897
190528,204630
190528,204886
190528,207742
190528,205971
190528,203748
190528,208767
190528,207959
190528,206362
190528,204859
190528,208667
190528,207721
190528,204512
190528,208155
190528,205129
190528,206888
190528,204899
190528,205524
190528,205687
190528,208373
190528,208299
190528,208041
190528,204750
190528,203423
190528,206071
190528,203465
190528,204026
190528,204509
190528,207058
190528,204938
190528,208360
190528,204379
190528,207305
190528,203984
190528,204601
190528,207865
190528,205058
190528,205352
190528,206309
190528,205334
190528,208843
190528,205771
190528,207218
188932,204386
188932,205722
188932,203995
188932,204548
188932,207036
188932,205979
188932,206901
188932,207102
188932,203886
188932,207173
188932,204649
26775,207580
30039,204480
200898,206729
200898,207706
200898,205020
200898,203481
200898,204422
200898,204790
200898,204544
200898,206397
200898,205650
200898,208634
200898,208374
200898,205373
200898,207163
200898,208596
200898,206267
200898,204398
200898,205687
200898,203703
200898,208512
200898,208756
200898,204858
200898,205166
200898,206085
200898,203690
200898,203898
200898,206740
73514,204480
192571,208123
191760,206943
203230,206309
199881,203641
54095,204480
35152,204480
199186,208498
199186,206711
162115,208169
192286,203319
192286,206897
192286,204630
192286,204886
192286,207742
202016,204302
199832,207231
199832,207707
199832,203269
199832,205016
199832,205766
199832,204343
199832,203349
199832,205759
199832,206515
199832,204237
199832,205308
199832,205740
199832,208527
199832,205092
199832,205543
199832,206663
199832,203358
199832,205202
199832,204689
199832,207804
199832,204447
199832,205625
199832,206082
199832,204542
199832,205133
199832,204009
199832,204468
199832,208752
199832,206942
199832,208507
199832,207829
199832,203863
199832,205670
199832,205124
199832,208555
199832,206803
199832,207750
168223,207260
168223,206342
168223,208419
168223,205127
188141,203551
188141,204149
188141,208015
35193,207260
35193,206342
35193,208419
35193,205127
191871,207015
191871,207450
60813,203551
194853,207015
194853,207450
100048,206558
196726,204294
202402,208134
102682,204386
102682,205722
102682,203995
102682,204548
102682,207036
102682,205979
102682,206901
102682,207102
102682,203886
102682,207173
102682,204649
65920,208622
163515,205427
26821,204673
26821,207471
26821,207239
26821,207323
26821,208076
26821,205186
26821,204139
26821,208089
26821,207704
188424,204159
152376,208188
194389,204909
194389,204270
194389,208151
194389,203671
194389,205277
194389,208710
194389,205575
194389,207268
194389,207930
194389,205370
194389,204238
194389,207566
194389,204229
194389,205490
194389,208589
194389,204149
194389,206814
194389,207424
194389,206078
194389,208632
194389,205250
194389,207369
194389,205339
194389,207732
194389,204168
194389,203551
194389,204470
194389,207335
194389,203244
194389,204519
194389,203543
194389,206219
194389,206220
194389,208582
194389,206835
194389,207159
194389,203812
194389,208378
194389,203883
194389,205196
194389,208518
194389,204770
194389,207653
194389,204248
194389,208288
194389,207313
194389,204784
194389,204119
194389,207122
194389,206336
194389,205247
194389,204540
194389,205571
194389,208819
194389,206165
194389,203833
194389,203507
194389,208250
194389,207532
194389,207213
194389,206440
194389,208282
194389,208834
194389,206834
194389,205937
194389,203949
194389,204560
194389,206551
194389,208435
194389,204224
194389,205398
194389,208015
194389,208615
194389,205076
194389,207155
194389,208118
194389,204444
194389,208593
194389,203646
194389,205448
194389,208596
194389,203481
194389,208272
194389,207706
194389,205020
194389,204422
194389,204790
194389,204544
194389,206397
194389,205650
194389,208634
194389,208374
194389,205373
194389,207163
194389,206267
194389,204398
194389,205687
194389,203703
194389,208512
194389,208756
194389,204858
194389,205166
194389,206085
194389,203690
194389,203898
194389,206740
194389,204991
194389,207260
194389,207627
194389,204056
194389,207634
194389,204192
194389,204800
194389,206410
194389,208354
194389,203529
194389,207802
194389,205657
194389,208145
194389,204285
194389,207038
194389,208782
194389,203404
194389,207768
194389,208060
194389,208452
194389,206218
194389,207018
194389,205479
194389,203893
194389,208703
194389,205225
194389,206040
194389,204171
194389,205488
194389,207415
194389,208110
194389,206202
194389,207952
194389,205069
194389,204365
194389,204342
194389,205545
194389,204166
194389,204296
194389,204596
194389,206830
194389,206086
194389,205965
194389,206342
194389,203255
194389,204382
194389,208652
194389,207205
194389,208419
194389,207465
194389,207578
194389,207827
194389,206355
194389,205691
194389,204937
194389,204604
194389,206268
194389,203745
194389,206627
194389,205014
194389,206654
194389,207646
194389,207990
194389,208331
194389,208264
194389,204508
194389,205331
194389,204405
194389,203271
194389,208018
194389,207851
194389,207528
194389,205142
194389,208166
194389,205127
194389,208602
194389,207533
194389,204102
194389,205409
194389,204502
194389,203503
194389,203801
194389,207077
194389,205897
194389,206836
194389,207434
194389,207035
194389,208049
194389,207249
194389,207336
194389,206666
194389,208191
195722,204298
159333,207015
159333,207450
120495,207015
198031,208282
192418,203425
70888,205544
190510,208305
190510,207353
188990,206242
188990,203899
188990,203539
188990,207386
188990,207348
188990,203856
188990,207621
188990,206786
188990,208267
188990,208111
188990,208251
188990,206068
188990,204838
188990,205940
188990,204014
188990,206271
188990,206912
188990,204310
188990,204978
188990,205359
188990,205245
188990,204798
188990,204298
188990,204780
188990,206377
188990,208324
188990,205732
188990,204524
188990,205568
188990,204581
188990,208497
188990,204287
188990,204872
188990,205459
188990,207182
188990,205097
188990,205585
188990,203538
188990,205933
188990,205461
188990,207619
188990,205427
188990,205672
188990,207318
188990,204837
188990,206407
188990,206070
188990,206984
188990,204385
188990,206051
188990,207929
188990,203891
188990,204196
188990,204584
188990,206804
188990,206970
188990,203312
188990,206063
188990,206641
188990,208392
188990,208809
188990,203629
188990,205234
188990,206993
188990,206716
188990,207626
188990,203806
188990,208813
188990,205949
35511,206467
35511,207325
31504,207386
181118,207580
198316,205277
198316,208710
198316,205575
181239,205427
137056,204522
137056,203343
137056,206630
137056,205161
137056,205776
137056,204971
137056,206506
137056,205936
137056,208645
137056,206393
137056,203923
137056,206846
137056,204554
137056,205664
137056,206399
137056,204777
151805,206375
151805,204230
151805,205248
76218,204909
76218,204270
76218,208151
76218,203671
76218,205277
76218,208710
76218,205575
76218,207268
76218,207930
76218,205370
76218,204238
76218,207566
76218,204229
76218,205490
76218,208589
76218,204149
76218,206814
76218,207424
76218,206078
76218,208632
76218,205250
76218,207369
76218,205339
76218,207732
76218,204168
76218,203551
76218,204470
76218,207335
76218,203244
76218,204519
76218,203543
76218,206219
76218,206220
76218,208582
76218,206835
76218,207159
76218,203812
76218,208378
76218,203883
76218,205196
76218,208518
76218,204770
76218,207653
76218,204248
76218,208288
76218,207313
76218,204784
76218,204119
76218,207122
76218,206336
76218,205247
76218,204540
76218,205571
76218,208819
76218,206165
76218,203833
76218,203507
76218,208250
76218,207532
76218,207213
76218,206440
76218,208282
76218,208834
76218,206834
76218,205937
76218,203949
76218,204560
76218,206551
76218,208435
76218,204224
76218,205398
76218,208015
76218,208615
76218,205076
76218,207155
76218,208118
76218,204444
76218,208593
76218,203646
76218,205448
76218,208596
76218,203481
76218,208272
76218,207706
76218,205020
76218,204422
76218,204790
76218,204544
76218,206397
76218,205650
76218,208634
76218,208374
76218,205373
76218,207163
76218,206267
76218,204398
76218,205687
76218,203703
76218,208512
76218,208756
76218,204858
76218,205166
76218,206085
76218,203690
76218,203898
76218,206740
76218,204991
76218,207260
76218,207627
76218,204056
76218,207634
76218,204192
76218,204800
76218,206410
76218,208354
76218,203529
76218,207802
76218,205657
76218,208145
76218,204285
76218,207038
76218,208782
76218,203404
76218,207768
76218,208060
76218,208452
76218,206218
76218,207018
76218,205479
76218,203893
76218,208703
76218,205225
76218,206040
76218,204171
76218,205488
76218,207415
76218,208110
76218,206202
76218,207952
76218,205069
76218,204365
76218,204342
76218,205545
76218,204166
76218,204296
76218,204596
76218,206830
76218,206086
76218,205965
76218,206342
76218,203255
76218,204382
76218,208652
76218,207205
76218,208419
76218,207465
76218,207578
76218,207827
76218,206355
76218,205691
76218,204937
76218,204604
76218,206268
76218,203745
76218,206627
76218,205014
76218,206654
76218,207646
76218,207990
76218,208331
76218,208264
76218,204508
76218,205331
76218,204405
76218,203271
76218,208018
76218,207851
76218,207528
76218,205142
76218,208166
76218,205127
76218,208602
76218,207533
76218,204102
76218,205409
76218,204502
76218,203503
76218,203801
76218,207077
76218,205897
76218,206836
76218,207434
76218,207035
76218,208049
76218,207249
76218,207336
76218,206666
76218,208191
187484,208743
107721,205942
195283,205942
126391,207260
126391,206342
126391,208419
126391,205127
193844,207578
192624,207880
192624,203683
192624,205639
192624,203282
192624,203938
192624,204637
192624,206653
192624,206467
192624,207848
192624,208376
192624,206385
192624,207713
192624,206544
192624,205453
192624,207902
192624,206330
192624,206582
192624,203785
192624,205347
192624,204216
195215,206670
195215,207133
195215,204332
195215,205508
195215,206564
195215,207556
195215,207150
195215,205739
195215,203701
195215,205327
195215,206168
195215,208484
195215,207143
195215,203654
195215,205265
195215,207638
195215,208280
195215,206965
195215,203338
195215,208750
195215,206042
195215,208478
195215,204999
195215,207273
195215,205560
195215,203975
195215,203411
195215,208766
195215,203973
195215,203311
195215,208320
195215,205149
195215,204668
195215,204905
195215,205023
194347,207015
194347,204458
194347,208778
26289,207584
61513,207446
201854,205009
198917,203319
198917,206897
198917,204630
198917,204886
198917,207742
195148,203319
195148,206897
195148,204630
195148,204886
195148,207742
190083,203319
190083,206897
190083,204630
190083,204886
190083,207742
196882,204630
196882,203319
196882,206897
196882,204886
196882,207742
201588,203319
201588,206897
201588,204630
201588,204886
201588,207742
197606,203319
197606,206897
197606,204630
197606,204886
197606,207742
199651,203319
199651,206897
199651,204630
199651,204886
199651,207742
202489,203972
202489,203493
99354,205248
193645,207185
188380,204994
108564,204668
198169,203608
140714,207578
139208,205544
153001,204909
153001,204270
153001,208151
153001,203671
153001,205277
153001,208710
153001,205575
153001,207268
153001,207930
153001,205370
153001,204238
153001,207566
153001,204229
153001,205490
153001,208589
153001,204149
153001,206814
153001,207424
153001,206078
153001,208632
153001,205250
153001,207369
153001,205339
153001,207732
153001,204168
153001,203551
153001,204470
153001,207335
153001,203244
153001,204519
153001,203543
153001,206219
153001,206220
153001,208582
153001,206835
153001,207159
153001,203812
153001,208378
153001,203883
153001,205196
153001,208518
153001,204770
153001,207653
153001,204248
153001,208288
153001,207313
153001,204784
153001,204119
153001,207122
153001,206336
153001,205247
153001,204540
153001,205571
153001,208819
153001,206165
153001,203833
153001,203507
153001,208250
153001,207532
153001,207213
153001,206440
153001,208282
153001,208834
153001,206834
153001,205937
153001,203949
153001,204560
153001,206551
153001,208435
153001,204224
153001,205398
153001,208015
153001,208615
153001,205076
153001,207155
153001,208118
153001,204444
153001,208593
153001,203646
153001,205448
153001,208596
153001,203481
153001,208272
153001,207706
153001,205020
153001,204422
153001,204790
153001,204544
153001,206397
153001,205650
153001,208634
153001,208374
153001,205373
153001,207163
153001,206267
153001,204398
153001,205687
153001,203703
153001,208512
153001,208756
153001,204858
153001,205166
153001,206085
153001,203690
153001,203898
153001,206740
153001,204991
153001,207260
153001,207627
153001,204056
153001,207634
153001,204192
153001,204800
153001,206410
153001,208354
153001,203529
153001,207802
153001,205657
153001,208145
153001,204285
153001,207038
153001,208782
153001,203404
153001,207768
153001,208060
153001,208452
153001,206218
153001,207018
153001,205479
153001,203893
153001,208703
153001,205225
153001,206040
153001,204171
153001,205488
153001,207415
153001,208110
153001,206202
153001,207952
153001,205069
153001,204365
153001,204342
153001,205545
153001,204166
153001,204296
153001,204596
153001,206830
153001,206086
153001,205965
153001,206342
153001,203255
153001,204382
153001,208652
153001,207205
153001,208419
153001,207465
153001,207578
153001,207827
153001,206355
153001,205691
153001,204937
153001,204604
153001,206268
153001,203745
153001,206627
153001,205014
153001,206654
153001,207646
153001,207990
153001,208331
153001,208264
153001,204508
153001,205331
153001,204405
153001,203271
153001,208018
153001,207851
153001,207528
153001,205142
153001,208166
153001,205127
153001,208602
153001,207533
153001,204102
153001,205409
153001,204502
153001,203503
153001,203801
153001,207077
153001,205897
153001,206836
153001,207434
153001,207035
153001,208049
153001,207249
153001,207336
153001,206666
153001,208191
187980,205359
187980,207386
77744,205942
58840,207260
58840,206342
58840,208419
58840,205127
198231,203972
28154,206148
192859,206148
41887,204522
41887,203343
41887,206630
41887,205161
41887,205776
41887,204971
41887,206506
41887,205936
41887,208645
41887,206393
41887,203923
41887,206846
41887,204554
41887,205664
41887,206399
41887,204777
78578,206241
183642,204480
102851,207562
102851,205805
102851,207664
102851,207138
102851,205252
93062,206334
93062,205652
93062,204632
93062,208714
93062,206781
93062,204961
93062,207198
93062,205980
93062,205553
93062,206758
93062,203957
93062,207858
93062,208403
93062,207790
93062,204323
93062,204621
93062,205399
93062,206819
93062,208796
175337,208288
188141,206895
188141,204056
46844,203926
196707,204794
176188,204056
34088,205262
193780,206242
193780,203899
193780,203539
193780,207386
193780,207348
193780,203856
193780,207621
193780,206786
193780,208267
193780,208111
193780,208251
193780,206068
193780,204838
193780,205940
193780,204014
193780,206271
193780,206912
193780,204310
193780,204978
193780,205359
193780,205245
193780,204798
193780,204298
193780,204780
193780,206377
193780,208324
193780,205732
193780,204524
193780,205568
193780,204581
193780,208497
193780,204287
193780,204872
193780,205459
193780,207182
193780,205097
193780,205585
193780,203538
193780,205933
193780,205461
193780,207619
193780,205427
193780,205672
193780,207318
193780,204837
193780,206407
193780,206070
193780,206984
193780,204385
193780,206051
193780,207929
193780,203891
193780,204196
193780,204584
193780,206804
193780,206970
193780,203312
193780,206063
193780,206641
193780,208392
193780,208809
193780,203629
193780,205234
193780,206993
193780,206716
193780,207626
193780,203806
193780,208813
193780,205949
198810,207332
128726,204480
72460,207260
72460,206342
72460,208419
72460,205127
98651,205994
98651,205392
98651,207023
98651,206709
98651,203370
98651,205706
98651,203779
98651,204226
98651,204558
98651,203426
98651,208180
98651,205587
98651,206979
98651,203793
98651,207945
98651,208438
98651,203253
65840,207015
89140,207413
89414,204297
198093,203319
198093,206897
198093,204630
198093,204886
198093,207742
194379,203567
69785,207260
69785,206342
69785,208419
69785,205127
113494,208269
113494,203772
113494,205111
113494,206941
113494,204357
113494,204785
113494,207770
113494,205659
113494,207029
113494,205651
113494,208297
113494,207608
194214,204868
194214,208814
194214,204182
194214,207760
194214,203927
194214,204407
194214,203247
194214,206090
194214,203770
194214,203478
194214,205875
194214,205037
194214,206891
194214,207871
34070,207277
197054,207351
176308,206200
176308,203772
176308,205111
176308,206941
176308,204357
176308,204785
176308,207770
176308,205659
176308,207029
176308,205651
176308,208297
176308,207608
176308,208269
195284,207652
99349,207332
