drug_pubchemcid,target_entrez
201849,5484
191099,5484
196415,5484
197820,5484
150516,5484
194341,5484
190740,5484
119801,5484
113754,12464
166327,12464
197638,12464
191602,12464
201089,12464
187989,12464
195208,12464
186532,12464
62764,12464
195992,12464
200433,12464
197111,12464
202498,12464
193919,12464
192360,12464
195842,12464
193163,12464
199693,12464
195574,12464
194327,12464
194350,12464
198041,4964
197163,4964
193247,4964
194515,4964
201354,4964
198672,4964
187962,4964
188058,4964
194540,4964
188731,4964
197663,4964
197915,4964
195644,4964
191587,4964
193556,8902
200738,14045
193704,15813
189076,15813
191219,12158
190653,12158
200343,12158
196176,12158
192714,12158
199010,12158
188726,12158
199951,12158
199697,12158
194880,12158
189345,12158
189904,12158
201269,12158
94472,12158
192318,12158
198553,12158
195256,5430
200999,5430
190122,5430
188695,5430
203132,5430
189997,5430
202981,5430
196550,5430
190768,5430
195949,5430
199238,5430
192339,5430
198604,5430
38133,5430
197574,5430
200632,5430
189465,5430
198454,5430
199703,5430
201152,5430
193310,5430
197238,5430
191492,5430
201379,5430
202292,5430
198583,5430
194356,5430
187681,5430
189169,5430
194748,5430
187863,5430
190089,5430
201238,5430
202906,5430
202370,5430
198873,5430
202571,5430
196492,5430
192434,5430
201338,5430
199886,5430
199561,5430
195838,5430
187896,5430
200446,5430
192775,5430
188848,5430
190308,5430
190801,2617
200308,14596
197999,20534
194926,20534
202271,20534
201792,20534
189319,20534
193422,20534
122379,20534
190702,20534
199140,20534
158078,20534
192070,20534
189920,20534
190295,20534
85861,20534
188112,20534
199864,20534
199275,18891
192898,18891
198286,18891
190726,18891
197648,18891
200870,18891
201703,18891
200200,18891
103614,18891
60254,18891
201237,18891
40660,18891
198070,18891
192445,18891
109450,18891
152063,18891
193884,18891
192995,60
191616,60
201421,60
191399,60
196307,60
189246,60
200899,60
198292,821
196870,821
193646,821
164502,821
199331,11102
49715,11102
134930,11102
62900,11102
148320,11102
30365,11102
26079,11102
194789,11102
194676,3226
193858,3226
189095,8209
200834,8209
202645,8209
198134,8209
196769,8209
201272,8209
196170,8209
202609,8209
98585,302
195420,302
61643,2701
70028,1123
199969,1123
192196,1123
43502,1123
199330,1123
195731,1123
201607,1123
195852,2390
198629,8102
194080,21855
193879,21855
202858,21855
200538,21855
194282,21855
199996,21855
170766,7557
201616,7557
196546,7557
197964,7557
198862,7557
188994,7557
190927,7557
199497,7557
187739,7376
187487,7376
201500,7376
198779,7376
79611,7376
187718,7376
191067,7376
198769,7376
32271,7376
202049,7376
190562,7376
189512,7376
191388,7376
189630,7376
199130,7376
187510,7376
195932,7376
202070,7376
197882,7376
193984,7376
189138,7376
188227,7376
192270,7376
187792,7376
200466,7376
193337,7376
193622,7376
200511,7376
194291,7376
200113,7376
190939,7376
194357,7376
190814,7376
194811,7376
201857,7376
190711,7376
189506,7376
190680,7376
200145,7376
192380,7376
190556,7376
199458,7376
189304,7376
201602,7376
193670,7376
193228,7376
202597,7376
196078,7376
193660,7376
199522,7376
195593,7376
189203,7376
193453,7376
202412,7376
196514,7376
188725,7376
200676,7376
189467,7376
199736,13557
189435,13557
188485,13557
202151,13557
200170,13557
190144,13557
189015,13557
198566,13557
198572,13557
202713,13557
192901,13557
202526,13557
193210,13557
196463,13557
190289,13557
69192,13557
196446,13557
190953,2348
197097,2348
191474,2348
191949,2348
196730,2348
192613,20549
191475,20549
203031,20549
188645,20549
189952,20549
197877,20549
196768,20178
199236,20178
196241,20178
199567,20178
197182,20178
197360,20178
194915,20178
199477,20178
198691,20178
199224,20178
49466,20178
198368,20178
154430,20178
191162,20178
200608,20178
193795,20178
189755,20178
193831,3022
191554,21390
194256,17973
188484,17973
190958,17973
78351,17973
130829,17973
188580,12117
201523,12117
194514,12117
113860,22016
196240,22016
83673,14734
191078,10663
189833,10663
198823,10663
62900,10663
36016,5227
193023,5227
190126,5227
198061,22064
201667,22064
193770,18374
195333,18374
194150,18374
201697,18374
196594,18374
187959,18374
192600,18374
197414,1039
189899,1039
188550,1039
194767,1039
200178,1039
193755,1039
192660,1039
193982,1039
196677,1039
199401,1039
56391,1039
193060,1039
134282,1039
201644,1039
187542,1039
196033,1039
98004,1039
161102,1039
201748,1039
187892,1039
201711,1039
200401,1039
139238,1039
193956,1039
191793,1039
192026,1039
191323,1039
190744,1039
195133,1039
196623,1039
195145,1039
195414,1039
193921,1039
200020,1039
193880,9491
59817,9491
198076,234
190801,15354
194187,21982
194195,21982
200002,21982
188132,21982
96779,21982
42935,21982
188773,21982
39940,21982
190852,21982
195751,21982
193834,21982
194500,21982
191160,21982
29444,21982
197332,21982
198417,21982
195189,21982
188808,21982
201267,21982
189733,21982
200342,21982
188785,21982
197836,21982
202790,21982
193142,21982
195228,21982
202908,21982
188006,21982
199076,21982
197077,21982
192520,21982
189344,21982
201519,21982
201168,21982
192844,21982
197927,21982
201282,21982
66090,21982
195389,21982
192789,21982
194950,21982
194210,21982
198790,21982
203059,21982
202616,21982
196009,21982
193207,21982
199125,21982
198932,21982
188075,21982
189941,21982
201201,21982
192736,21982
188447,21982
201068,21982
67766,21982
189021,21982
198534,21982
199820,21982
192307,21982
191348,21982
198594,21982
192232,21982
194639,21982
201153,21982
191018,21982
197105,21982
188512,21982
196711,21982
31880,21982
199893,21982
201157,21982
189161,21982
188502,21982
203151,21982
189888,21982
203021,21982
197833,21982
192815,21982
188693,21982
199069,21982
48739,21982
202834,21982
192045,21982
189501,21982
187610,21982
201715,21982
196999,21982
193334,21982
193726,21982
195526,21982
193776,21982
199361,21982
196580,21982
191466,21982
197542,21982
195297,21982
196593,21982
193725,21982
197409,21982
59540,21982
188254,21982
198177,21982
196863,21982
202611,21982
200028,21982
192515,21982
202989,21982
199835,21982
198169,21982
189965,21982
202156,21982
192306,21982
196452,21982
195543,21982
189838,21982
188965,21982
201034,21982
195772,21982
191452,21982
199311,21982
202277,21982
190030,21982
188669,21982
189023,21982
193760,21982
198664,21982
194239,21982
199007,21982
177703,21982
194610,21982
192684,21982
196839,21982
200747,21982
201759,21982
194638,21982
202256,21982
192803,21982
190021,21982
201791,21982
194175,21982
197080,21982
170358,21982
196225,21982
196495,21982
188608,21982
190011,21982
197724,21982
197747,21982
195730,21982
192114,21982
194336,21982
193714,21982
198538,21982
187470,21982
198121,21982
194830,21982
190278,21982
203159,21982
193610,21982
203036,21982
203043,21982
190917,21982
175588,21982
193977,21982
196527,21982
196203,21982
201501,21982
197291,21982
192739,21982
199381,21982
194881,21982
124634,21982
38363,21982
198458,21982
188091,21982
198537,21982
201148,21982
194889,21982
188510,21982
198988,21982
202606,21982
198127,21982
190047,21982
191116,21982
189707,21982
191253,21982
192606,21982
187692,21982
195012,21982
56385,21982
197281,21982
190652,21982
190482,21982
202987,21982
199828,21982
189636,21982
189115,21982
188794,21982
192542,21982
194903,21982
192159,21982
189939,21982
190886,21982
192184,21982
191392,21982
195467,21982
200339,21982
202084,21982
192244,21982
194685,21982
202840,21982
193691,21982
202799,21982
199674,21982
188928,21982
194774,21982
194283,21982
190374,21982
126031,21982
199350,21982
110926,21982
200749,21982
188670,21982
187909,21982
189547,21982
188906,21982
202343,21982
201350,21982
192283,21982
188296,21982
200163,21982
202266,21982
195847,21982
201189,21982
193153,21982
188854,21982
196585,21982
195114,21982
197259,21982
200696,21982
202734,21982
202918,21982
192497,21982
102639,21982
187904,21982
199923,21982
202123,21982
198095,21982
202720,7557
198858,2089
202694,2089
192689,2089
195808,2089
190660,2089
198889,2089
189815,2089
201420,2089
188664,2089
199397,2089
198226,2089
198312,2089
199080,2089
197296,2089
199910,2089
196332,2089
200745,2089
200630,2089
197926,2089
200881,2089
187976,2089
187486,2089
190043,2089
198536,2089
191039,2089
188688,2089
193068,2089
197692,7325
200996,7325
192845,7325
191958,7325
200354,7325
201700,7325
200773,7325
202079,7325
189835,7325
192267,7325
196256,7325
198859,7325
194916,7325
201071,7325
202993,7325
201199,7325
199777,7325
189693,7325
196342,2760
199452,3030
193557,6660
183536,7737
199571,7737
196411,7737
187683,7737
192460,7737
197844,7737
194027,7737
194463,7737
190528,7737
190026,7737
193528,7737
202210,7737
195495,7737
201943,7737
199970,7737
47426,16391
203239,16391
198862,16391
199528,16391
188786,16391
165185,16391
199027,16391
199736,8276
189435,8276
188485,8276
194926,8276
202151,8276
200170,8276
190144,8276
189015,8276
199269,8276
198572,8276
202713,8276
192901,8276
202526,8276
196170,8276
193210,8276
196463,8276
199001,8276
69192,8276
188483,20161
196271,20161
198402,20161
197110,20161
200682,20161
198484,20161
193555,20161
187650,20161
177703,20161
196644,20161
191306,20161
190647,20161
196387,20161
188370,20161
199811,20161
198623,20161
197659,20161
200665,20161
187926,20161
198489,20161
190329,20161
192224,20161
196638,20161
201231,20161
190119,20161
197295,15813
198274,15813
202657,15813
198270,15813
198462,15813
192366,15813
196019,15813
193322,20014
194531,16685
159444,16685
129667,16685
193934,16685
37923,16685
193990,8342
198766,10957
190500,10957
199613,10957
189988,10957
201453,10957
195527,10957
200210,10957
198039,10957
188522,10957
189701,10957
188778,10957
198064,10957
191476,10957
190162,10957
190036,10957
196198,10957
189322,10957
190032,10957
191625,10957
191776,10957
198054,10957
201619,10957
198700,10957
197772,10957
192489,10957
201798,10957
194483,10957
201115,10957
202002,10957
190357,10957
202584,10957
202440,10957
194688,10957
196540,10957
203078,10957
195604,10957
203101,10957
174165,10957
201182,10957
193487,10957
194206,10957
194202,10957
195966,10957
188348,10957
124607,10957
195960,10957
189528,10957
194651,10957
198608,10957
199355,10957
195952,10957
203084,10957
198393,10957
200403,10957
195193,10957
198459,10957
202781,10957
191910,10957
197731,4674
202825,4674
187988,4674
196243,4674
177703,4674
193974,4674
187754,4674
189112,4674
190048,4674
201016,4674
191985,4674
201125,4674
194159,20313
191527,20313
198450,20313
201572,20313
202141,20313
188507,20313
199495,20313
190355,20313
33588,20313
202147,20313
120378,20313
196858,20313
195128,20313
193967,20313
190074,20313
195259,20313
199659,20313
200283,20313
191005,20313
190079,20313
192254,20313
193241,20313
192095,20313
112342,20313
61048,20313
190645,20313
193783,20313
195160,20313
131386,20313
190217,20313
133002,20313
189874,20313
191137,20313
174209,20313
197018,20313
196142,20313
196630,20313
195339,20313
193669,20313
110795,20313
188220,20313
191247,20313
199486,20313
203173,20313
188900,20313
199406,20313
27487,20313
198297,20313
183330,20313
186835,20313
175823,20313
193396,20313
144620,20313
195781,20313
192088,20313
197723,20313
194660,20313
195497,20313
192504,20313
92583,20313
191717,20313
199461,20313
202529,20313
194602,20313
188290,20313
192622,20313
187613,20313
199299,20313
195873,20313
67637,20313
197040,20313
54073,20313
96861,20313
192644,20313
191426,20313
198521,20313
194784,20313
199865,20313
198600,20313
201129,20313
198683,20313
189736,20313
191938,20313
190904,20313
193579,20313
191569,20313
202020,20313
41898,20313
118431,20313
151965,20313
193715,20313
192784,20313
195986,20313
192240,20313
189325,20313
196792,20313
201156,20313
193549,20313
190570,20313
192370,20313
190151,20313
193411,20313
139728,20313
188781,20313
190413,20313
190469,20313
191493,20313
201456,20313
192071,20313
189929,20313
113465,20313
195247,20313
192429,20313
197277,20313
114509,20313
197720,20313
202095,20313
197831,20313
196663,20313
195523,20313
191175,20313
65420,20313
202504,20313
191840,20313
96933,20313
190423,20313
198253,20313
198649,20313
25352,20313
197729,20313
202517,20313
201372,20313
200091,20313
194374,20313
38259,20313
198807,20313
189448,20313
200923,20313
187916,20313
193234,20313
197166,20313
199541,20313
196633,20313
102226,20313
188709,20313
202375,20313
195933,20313
190699,20313
202322,20313
197410,20313
198389,20313
195002,20313
28695,20313
192506,20313
199926,20313
23743,20313
196986,20313
194526,20313
199143,20313
74542,20313
200845,20313
189883,20313
201301,20313
199982,20313
187530,20313
198663,20313
95970,20313
196963,20313
188244,20313
138705,20313
193767,20313
187609,20313
200997,20313
30917,20313
195252,20313
173853,20313
156941,20313
194548,20313
195173,20313
188378,20313
190808,20313
202628,20313
201374,20313
192468,20313
146742,20313
190600,20313
200535,12590
192663,12590
191885,12969
202374,12969
199599,12969
195387,12969
191337,12969
201561,12969
191021,12969
192913,12969
198552,12969
200578,12969
189041,12969
188051,12969
200686,12969
189316,12969
196719,12969
189596,12969
196975,12969
191283,12969
189712,12969
199421,12969
189666,12969
194633,12969
201303,12969
195625,12969
203098,12969
201669,12969
189070,12969
195295,12969
188354,12969
190658,12969
194855,12969
199585,12969
197839,12969
196006,12969
197957,12969
188804,12969
194723,12969
196297,12969
189466,12969
188974,12969
193475,12969
189600,12969
199240,12969
191596,12969
197640,12969
202083,12969
197173,12969
193718,12969
192142,12969
194033,12969
202932,12969
202153,12969
188902,12969
193333,12969
201695,12969
59817,15963
193880,15963
189843,20326
202583,20326
193371,20326
194230,20326
200048,20326
195053,20326
196258,20326
200381,20326
201845,20326
190554,20326
198775,20326
200657,20326
197805,20326
191008,20326
198480,20326
195819,20326
196691,20326
195559,20326
197377,20326
195954,20326
189924,20326
197170,20326
190421,20326
199519,20326
202376,20326
198970,20326
197589,20326
195634,20326
189079,20326
198983,20326
190165,20326
196647,20326
200754,20326
187606,20326
202643,20326
193765,20326
191319,20326
202242,20326
198618,20326
193204,20326
200245,20326
201643,20326
194608,20326
195528,20326
199444,20326
195276,20326
187621,20326
192521,20326
189088,20326
201407,20326
191701,20326
188922,20326
195955,20326
202699,20326
200124,20326
199391,20326
190903,20326
192649,20326
195782,20326
196741,20326
197515,20326
189271,20326
189180,20326
189932,20326
197865,20326
201254,20326
202626,20326
188700,20326
201740,20326
202338,20326
92229,20326
201608,20326
201881,20326
202641,20326
197661,20326
192694,20326
190120,20326
192850,20326
188742,20326
193037,20326
195451,20326
188747,20326
202800,20326
201202,20326
190816,20326
196504,20326
199356,20326
90047,20326
199580,20326
195684,20326
195975,20326
202795,20326
195613,20326
198547,20326
196547,20326
197945,20326
199508,20326
195176,20326
194130,20326
197020,20326
203145,19579
199593,19579
188830,19579
201593,19579
191341,19579
198661,19579
88934,19579
141697,19579
195050,19579
49754,19579
191663,19579
192874,19579
60891,21929
178683,21929
57084,21929
197668,21929
192899,21929
167349,21929
193263,21929
192975,21929
189292,21929
196667,21929
165735,21929
202875,21929
78853,21929
188468,21929
198872,21929
92903,21929
180670,21929
201382,21929
135728,21929
47190,21929
199142,21929
146461,21929
187648,21929
199649,21929
191120,21929
193518,21929
187822,21929
200620,21929
190602,21929
197626,21929
196066,21929
162854,21929
192966,21929
190188,21929
188976,21929
46658,21929
188086,21929
124489,21929
192864,21929
190962,21929
196333,21929
199161,21929
85474,21929
196387,21929
191150,21929
190470,21929
202309,21929
194525,21929
199017,21929
188111,21929
201962,21929
202122,21929
73944,21929
198774,21929
195841,21929
200095,21929
28694,21929
181767,21929
193244,21929
177361,21929
193258,21929
192866,21929
54615,21929
202977,21929
199790,21929
115589,21929
189324,21929
192257,21929
159052,21929
194018,21929
201521,21929
198239,21929
66372,21929
199652,21929
58407,21929
197221,21929
197803,21929
81792,21929
190195,21929
109701,21929
197444,21929
159006,21929
130435,21929
32873,21929
201313,21929
197611,21929
197411,21929
51989,21929
193662,21929
195563,21929
191836,21929
105006,21929
127295,21929
192590,21929
145718,21929
200855,21929
200733,21929
114508,21929
193183,21929
201974,21929
198831,21929
192835,21929
196493,21929
193360,21929
53298,21929
190547,21929
199856,21929
66494,21929
62225,21929
189518,21929
120219,21929
187491,21929
194418,21929
203213,21929
199354,21929
29423,21929
200248,21929
198813,21929
187724,21929
132014,21929
197993,21929
89398,21929
193170,21929
200592,21929
201891,21929
200683,21929
196322,21929
189371,21929
199253,21929
25119,21929
71722,21929
191968,21929
190424,21929
198472,21929
194771,21929
136994,21929
85300,21929
168244,21929
195771,21929
178432,21929
197389,21929
197366,21929
201342,21929
198849,21929
73813,21929
189075,21929
173545,21929
199729,21929
199821,21929
202595,21929
67410,21929
192640,21929
195481,21929
191236,21929
191931,21929
202040,21929
195055,21929
189704,21929
197588,21929
197545,21929
191405,21929
187861,21929
187939,21929
33555,21929
181118,21929
201109,21929
152064,21929
202029,21929
38597,21929
190179,21929
198242,21929
202117,21929
198995,21929
194997,21929
151660,21929
197449,21929
88633,21929
197323,21929
191110,21929
197567,21929
198025,21929
194756,21929
182575,21929
192610,21929
160874,21929
197967,21929
197635,21929
201866,21929
188930,21929
159579,21929
189442,21929
201358,21929
200709,21929
140165,21929
197320,21929
200344,21929
202776,21929
201625,21929
176585,21929
188652,21929
54538,21929
196352,21929
58762,21929
203042,21929
198937,21929
190656,21929
190642,21929
199727,21929
194401,21929
197424,21929
191835,21929
63181,21929
54541,21929
99071,21929
187482,21929
158813,21929
70454,21929
88582,21929
164246,21929
76662,21929
175969,21929
200472,21929
159806,21929
191393,21929
177703,21929
201169,21929
198198,21929
196744,21929
197896,21929
96144,21929
194635,21929
192470,21929
195330,21929
200579,21929
187713,21929
190119,21929
191054,21929
190657,21929
199526,21929
191724,21929
200134,21929
192792,21929
193987,21929
201635,21929
193865,21929
31509,21929
124325,21929
189683,21929
190777,21929
199324,21929
193477,21929
113855,21929
45346,21929
196613,21929
200475,15194
188919,16600
191234,16600
198566,16600
190611,16600
199414,16600
195357,16600
200343,16600
197417,16600
196176,16600
129839,16600
94472,16600
198553,16600
199249,21831
199054,21831
58405,21831
191185,21831
201543,21831
193832,8030
195967,8030
198411,8030
187627,8030
190452,8030
195957,8030
195361,8030
193532,8030
199465,8030
198467,8030
197229,8030
202805,8030
189159,8030
191249,8030
197680,8030
199330,8030
24531,8030
195724,8030
90954,8030
140614,8030
86461,8030
188112,8030
187797,8030
190173,8030
195594,8030
103579,8424
201713,5559
188024,14210
201954,1556
188025,1556
189414,1556
194183,1556
202474,1556
197212,1556
199518,1556
188738,1556
198473,1556
195792,1556
188325,1556
191928,1556
197180,1556
192909,1556
194925,1556
187818,1556
198612,1556
198674,1556
119484,1556
202511,1556
191063,1556
199265,1556
197813,1556
188261,1556
190529,1556
202022,1556
192746,1556
201200,1556
197763,1556
153889,1556
193916,1556
196454,1556
192419,1556
190741,1556
192677,1556
200572,1556
202660,1556
195744,1556
192383,1556
197615,1556
47865,1556
196701,1556
192976,1556
189942,1556
190675,1556
202346,1556
199847,1556
194737,1556
193040,1556
83861,1556
190160,1556
200689,1556
199136,1556
198399,1556
192110,1556
203017,1556
201676,1556
194344,1556
200376,1556
187600,1556
114092,1556
202704,1556
197996,1556
189294,1556
190156,1556
198392,1556
196010,1556
187883,1556
193324,1556
201007,1556
197413,1556
200786,1556
187538,1556
187523,1556
199112,1556
188280,1556
193095,1556
195396,1556
202367,1556
201772,1556
58055,1556
197917,1556
191148,1556
176028,1556
191485,1556
190749,1556
188735,1556
189412,1556
190512,1556
191223,1556
194943,1556
193100,1556
194725,1556
202090,1556
189714,1556
195151,1556
199881,1556
192646,1556
189424,1556
194629,1556
189624,1556
201211,1556
201450,1556
191650,1556
189078,1556
198159,1556
200646,1556
189544,1556
192546,1556
188142,1556
187907,1556
194455,1556
129059,1556
117310,1556
189434,1556
187731,1556
193890,1556
193654,1556
202051,1556
193581,1556
191919,1556
199386,1556
195043,1556
44133,1556
191400,1556
192181,1556
196354,1556
190755,1556
202936,1556
194070,1556
189073,1556
188334,1556
194354,1556
188090,1556
195429,1556
191407,1556
190250,1556
193644,1556
199667,1556
192119,1556
201117,1556
202131,1556
196828,1556
190200,1556
193606,1556
77252,1556
115195,1556
200129,1556
197860,1556
188979,1556
196917,1556
187977,1556
187938,1556
196081,1556
189763,1556
200966,1556
200940,1556
189090,1556
191953,1556
199523,1556
197286,1556
189215,1556
198465,1556
129244,1556
193750,1556
191270,1556
187653,1556
202236,1556
57978,1556
187522,1556
197554,1556
193813,1556
189230,1556
192965,1556
35948,1556
202229,1556
194497,1556
192538,1556
194192,1556
188396,1556
188229,1556
192376,1556
140285,1556
196224,1556
195650,1556
190698,1556
194957,1556
197268,1556
193318,1556
195157,20653
201533,20653
195520,20653
197387,20653
198349,20653
189677,6633
198753,19227
199538,19227
202703,19227
196745,19227
198345,19227
197537,19227
105576,19227
187493,19227
198707,19227
196626,19227
199588,19227
202698,9675
198154,306
193975,306
189515,306
201081,16923
194044,16923
195518,16923
191200,16923
197897,16923
194282,16923
61643,11428
199969,4196
194263,4196
199851,4196
202677,4196
147158,4196
101478,4196
199446,4196
33132,4196
196095,4196
195052,4196
198308,4196
190992,4196
194371,4196
191979,4196
131063,4196
202012,4196
193284,4196
202461,4196
116289,381
181008,381
188372,381
185987,381
188511,381
196536,18094
195658,18094
198139,18094
202391,11891
175254,11891
192555,11891
203054,11891
196869,14027
202739,14027
197428,14027
187855,14027
195983,14027
193017,14027
202145,14027
194968,14027
203237,14027
196384,14027
198776,14027
195784,14027
102016,14027
197798,14027
193562,14027
194133,14027
191478,14027
200790,14027
190812,14027
200136,14027
192243,14027
195663,14027
202096,14027
191097,14027
191755,14027
198704,14027
194642,14027
192704,14027
196471,14027
200503,14027
200370,14027
194477,14027
198928,14027
194375,14027
197113,14027
111615,14027
196401,14027
192668,14027
196650,14027
202295,14027
192720,14027
198303,14027
192563,14027
201251,14027
189884,15067
194696,2937
196530,2937
187794,2937
202913,2937
192450,2937
193803,2937
202198,18435
188327,18099
187848,22030
189252,22030
188894,22030
189298,22030
187602,22030
192136,22030
192659,22030
109243,22030
194268,22030
202959,22030
189289,22030
197074,22030
195980,22030
32076,22030
188911,22030
199083,16014
163554,1863
190369,14717
198642,20795
197663,20795
197915,20795
194966,20795
191587,20795
194515,20795
85401,20795
197163,20795
195393,20795
198944,20795
195797,12345
195135,13702
198786,13702
202435,13702
199201,16793
192589,16793
202778,16793
187625,16793
190453,16793
203020,21783
194235,17136
190306,17136
81739,9939
194360,9939
202092,9939
82029,9939
202845,9939
126245,9939
192040,9939
199302,9939
200652,9939
180460,9939
200510,9939
199496,9939
197956,9939
188328,9939
198441,9939
169686,9939
193774,9939
191141,9939
147231,9939
130008,9939
191516,9939
53102,9939
190847,9939
201470,9939
88957,9939
95210,9939
197171,9939
200397,9939
202855,9939
116289,9939
189848,9939
198689,9939
197051,9939
193696,9939
195423,9939
192866,6696
199821,6696
201926,6696
194418,6696
192510,6696
193865,6696
193042,6696
190263,6696
193930,6696
191797,6696
186847,6696
191987,6696
189227,6696
201138,6696
178432,6696
196591,6696
127295,6696
188434,6696
202817,6696
188393,6285
200673,17926
196274,17926
188305,17926
191237,17926
190360,17926
188801,17926
188279,17926
197176,17926
199266,17926
191526,17926
203147,17926
193000,17926
199542,17926
190585,17926
191548,17926
192586,17926
200266,17926
187944,17926
190501,17926
188079,17926
188317,17926
188269,17926
196072,17926
200880,17926
189914,17926
158292,9005
189420,9005
82010,9005
195076,9005
189074,9005
120147,9005
196657,11985
133004,11985
190230,5068
201653,5068
200556,19045
80504,19045
193390,19045
183666,19045
197967,19045
193614,19045
197862,19045
200460,19045
190438,19045
189292,19045
195945,19045
200761,19045
191302,19045
193238,19045
190897,19045
197381,19045
59241,19045
109243,19045
198382,19045
198883,19045
26087,19045
191916,19045
192361,19045
191836,19045
194250,19045
201815,19045
191904,19045
145718,19045
192338,19045
192592,19045
177703,19045
202460,19045
198887,19045
200519,19045
197626,19045
200118,19045
98280,19045
195807,19045
150709,19045
180408,19045
34524,19045
193270,19045
191897,19045
202920,19045
192745,19045
198986,19045
201524,19045
198033,19045
196246,19045
200134,19045
200670,19045
197449,19045
188958,19045
190470,19045
194408,19045
202309,19045
191815,19045
54758,19045
199017,19045
197993,19045
199855,19045
194197,19045
198426,19045
202632,19045
189655,19045
193963,19045
189971,19045
199923,19045
189350,19045
197500,19045
191330,19045
198859,7955
198859,2966
198859,15206
188932,7955
188932,2966
188932,15206
200738,7955
200738,2966
200738,15206
200478,7955
200478,2966
200478,15206
52172,7955
52172,2966
39787,5558
189690,5558
190370,5558
197220,5558
195915,9087
127835,9087
171871,9087
200535,9087
196861,9087
155480,9087
197452,9087
203144,9087
81754,9087
197099,9087
190782,9087
197257,9087
201030,9087
188580,9087
188054,9087
202230,9087
46660,9087
197359,18746
190439,18746
199410,405
194812,5842
196536,1495
195658,1495
198139,1495
84162,11199
104009,11199
192794,19990
203215,19990
201216,19990
191517,19225
200343,19225
187501,19225
194434,19225
197540,19225
193608,19225
192126,19225
202934,19225
198514,19225
194880,19225
199074,19225
189345,19225
193671,19225
192532,19225
196748,19225
199056,19225
198817,19225
191544,19225
198603,19225
195086,19225
199326,19225
198553,19225
194890,19225
196038,19225
188138,19225
197918,19225
200990,19225
191157,19225
191408,19225
194900,19225
195084,19225
189664,19225
201985,19225
199475,19225
187743,19225
192637,19225
196105,19225
197976,19225
198108,19225
175254,19225
196798,19225
195883,19225
202011,19225
198791,19225
202500,19225
196357,19225
196372,19225
193380,19225
191616,19225
193998,19225
195510,19225
75628,19225
180833,19225
188484,19225
60393,19225
199242,19225
201797,19225
202518,19225
194432,19225
191396,19225
201022,19225
190546,19225
197987,19225
194246,19225
194218,19225
189318,19225
187504,19225
199174,19225
198211,19225
193904,19225
106384,19225
80597,19225
94472,19225
181046,19225
198181,19225
109068,19225
192567,19225
194404,19225
189983,18750
196997,18750
189167,18750
194204,9476
197877,9476
103418,9476
61643,18848
201574,36
192065,315
195275,315
50034,11016
192259,7668
200618,7668
178144,7668
146607,7668
202414,7668
187536,7668
193858,7668
200976,7668
188195,7668
194980,7668
203005,7668
196311,7668
202674,7668
75593,7668
100158,16272
188315,17576
197029,17576
80694,17576
194693,17576
172146,17576
191817,17576
198071,17576
133453,17576
191443,19330
193792,21208
195582,21208
136542,21208
115545,21208
193250,21208
193531,21208
159218,21208
193352,21208
192249,21208
190710,21208
199566,21208
190291,21208
195706,21208
202164,21208
123844,21208
65430,21208
202344,21208
38326,21208
137076,21208
187950,7261
202892,7261
192194,7974
200834,7974
43174,7974
150527,5302
190805,5302
190247,5302
191574,5302
191281,5302
202458,6529
190206,6529
201666,14496
194841,14496
194522,14496
188881,14496
189295,14496
192415,14496
203217,14496
198626,14496
187984,14496
189920,14496
190295,14496
188112,14496
199864,14496
190436,14496
197220,7151
200502,7151
189690,7151
189765,21695
192374,21695
192708,21695
199879,21695
192902,21695
195715,21695
90202,21695
189614,21695
189571,21695
199621,21695
189363,21695
189972,21695
202190,5431
194195,5431
188132,5431
188773,5431
42935,5431
164258,5431
193661,5431
190852,5431
193834,5431
193900,5431
187910,5431
29444,5431
144371,5431
198417,5431
196912,5431
189270,5431
197836,5431
201842,5431
188006,5431
199076,5431
192520,5431
189344,5431
201168,5431
192844,5431
197927,5431
195389,5431
190193,5431
192789,5431
194858,5431
194210,5431
196009,5431
199125,5431
202541,5431
188075,5431
189941,5431
201873,5431
195923,5431
192736,5431
188447,5431
201068,5431
67766,5431
189303,5431
192307,5431
202024,5431
199820,5431
188774,5431
194639,5431
197105,5431
191018,5431
196711,5431
199893,5431
195777,5431
187564,5431
199744,5431
189043,5431
189192,5431
188502,5431
201823,5431
203151,5431
196564,5431
203197,5431
199069,5431
191848,5431
202834,5431
200858,5431
196999,5431
198475,5431
196580,5431
199361,5431
194121,5431
191466,5431
193697,5431
193725,5431
197409,5431
188694,5431
190689,5431
195628,5431
199849,5431
199835,5431
189965,5431
202156,5431
195543,5431
188965,5431
189838,5431
192869,5431
192306,5431
192630,5431
75363,5431
191452,5431
199311,5431
194372,5431
188669,5431
189023,5431
193760,5431
198664,5431
194239,5431
188785,5431
177703,5431
192684,5431
196839,5431
202256,5431
194502,5431
189594,5431
190021,5431
192803,5431
194175,5431
197080,5431
196383,5431
196495,5431
188608,5431
190011,5431
197724,5431
197747,5431
195730,5431
192114,5431
196680,5431
194336,5431
187470,5431
193714,5431
198121,5431
190997,5431
194830,5431
190278,5431
203159,5431
193610,5431
194306,5431
192575,5431
196203,5431
201501,5431
194898,5431
200668,5431
199381,5431
202300,5431
200368,5431
198537,5431
201148,5431
194889,5431
188510,5431
198988,5431
