drug_pubchemcid,target_entrez
195610,18424
179731,1556
179731,18124
56912,1556
193410,18827
193410,2949
35760,18131
25849,15462
25849,20166
25849,304
25849,15005
25849,3144
25849,2520
25849,12508
25849,5794
25849,10022
25849,11984
25849,16155
25849,11246
25849,8254
25849,6434
25849,5222
25849,17663
25849,3942
25849,21060
25849,13705
25849,8398
25849,16941
25849,6306
25849,19187
25849,11709
25849,4515
25849,6555
25849,18589
25849,9872
25849,5334
25849,8965
25849,12132
25849,6954
25849,20900
25849,5046
25849,3360
25849,103
25849,14532
25849,14640
115088,22159
191374,9672
195989,3112
195989,8900
195989,18156
195989,5616
195989,20534
195989,14496
195989,7414
195989,12371
51394,18744
38030,4018
193540,7041
194013,13760
189183,18424
187742,13867
196373,750
196854,19163
192670,16212
196646,16212
190406,16212
189312,16297
203163,22100
189323,15009
174272,10022
174272,18750
174272,16296
188710,16296
198943,16296
200952,177
187526,12865
187526,21060
39897,12865
39897,21060
198103,4879
198848,4879
111079,4879
202996,546
191454,19988
190532,1752
190532,210
191662,13610
195742,79
137909,546
137909,5335
137909,12362
137909,11309
137909,4834
137909,8947
137909,177
137909,20048
137909,17593
198948,5430
88725,3058
88725,7735
88725,4973
88725,1072
88725,17724
88725,5794
88725,2867
88725,19375
88725,11891
88725,598
88725,11734
88725,17973
88725,16876
88725,17205
88725,9346
88725,17685
88725,14962
88725,18183
88725,14506
88725,22152
88725,16834
88725,1724
88725,3705
88725,19792
88725,8489
88725,2608
88725,3492
88725,17570
88725,21569
88725,6633
88725,18674
88725,9703
88725,16900
88725,4929
88725,14659
88725,10771
88725,7651
88725,20593
88725,13100
88725,3982
192703,10116
190558,10362
193409,10362
191584,12388
91543,7735
91543,10517
91543,13019
91543,4973
91543,15769
91543,17724
91543,77
91543,4073
91543,13630
91543,782
91543,12508
91543,19330
91543,19375
91543,7211
91543,20678
91543,8470
91543,6535
91543,11734
91543,12135
91543,6660
91543,11246
91543,15348
91543,14099
91543,20272
91543,19043
91543,13908
91543,12345
91543,3591
91543,14506
91543,13735
91543,3886
91543,1724
91543,19792
91543,11066
91543,9532
91543,18987
91543,21787
91543,15178
91543,9283
91543,19790
91543,19300
91543,7775
91543,1010
91543,6949
91543,9812
91543,22069
91543,9444
91543,5727
91543,3982
192403,18827
192741,8209
192741,6428
192741,21516
202066,1547
200003,8348
200003,18827
159847,6428
202953,18124
29081,1556
29081,18124
195069,4410
55526,12508
55526,10217
55526,13111
55526,412
55526,13559
55526,4487
192082,14836
196151,14637
196151,7454
196151,16475
162115,1243
162115,17214
162115,6024
162115,20161
23880,16475
182891,9533
58584,6214
194911,17753
194911,11115
194911,16475
194911,10599
188290,6893
188290,7032
148748,11480
31321,750
199333,18827
31031,14770
31031,20384
59155,11480
193403,18315
82808,7735
192495,9451
197254,5794
197254,20653
59730,14842
59730,13958
59730,19799
59730,1326
59730,16430
59730,2717
59730,8718
59730,18930
59730,10107
59730,17751
59730,15602
59730,11329
59730,21879
59730,10512
59730,12295
59730,14865
59730,13310
59730,2348
59730,21271
59730,14538
59730,18148
59730,7544
59730,13111
59730,14111
59730,1728
59730,3851
59730,3834
59730,9360
59730,10142
59730,4018
59730,10907
59730,12271
59730,21409
59730,1782
59730,6804
59730,4012
59730,14038
59730,19344
59730,9060
59730,12556
59730,21100
59730,13360
59730,5271
59730,17066
59730,19734
22853,92
33620,1243
33620,17751
33620,20161
33620,14038
33620,8497
65776,14897
65776,8609
141591,15099
141591,19042
141591,15680
141591,2589
155398,21477
155398,18744
108729,1556
108729,18124
129045,14237
129045,1556
129045,18124
200288,8497
148408,21100
199771,6428
199771,5918
135927,3058
135927,4030
135927,7735
135927,2444
135927,17818
135927,19419
135927,22257
135927,13019
135927,4973
135927,391
135927,269
135927,20447
135927,15769
135927,6718
135927,12506
135927,3262
135927,17724
135927,14717
135927,17324
135927,4073
135927,14958
135927,8276
135927,12420
135927,13630
135927,19225
135927,19330
135927,15373
135927,6428
135927,19660
135927,19375
135927,5738
135927,21948
135927,15527
135927,11891
135927,14381
135927,7211
135927,4874
135927,2617
135927,3397
135927,17116
135927,20678
135927,8766
135927,96
135927,11734
135927,2306
135927,11273
135927,3624
135927,1973
135927,16876
135927,12135
135927,6660
135927,21437
135927,405
135927,18435
135927,18300
135927,7584
135927,11378
135927,11665
135927,15348
135927,14099
135927,9346
135927,6434
135927,13805
135927,17149
135927,20272
135927,11985
135927,13557
135927,19043
135927,17685
135927,18183
135927,1393
135927,7940
135927,12396
135927,13908
135927,12345
135927,6319
135927,3591
135927,19754
135927,9445
135927,14506
135927,16834
135927,14500
135927,12826
135927,1724
135927,2876
135927,18887
135927,6329
135927,20186
135927,496
135927,8096
135927,19792
135927,19534
135927,6687
135927,8489
135927,759
135927,22133
135927,11971
135927,3492
135927,18987
135927,21516
135927,17570
135927,14493
135927,16271
135927,3587
135927,20411
135927,2998
135927,17209
135927,9703
135927,21787
135927,15178
135927,9283
135927,8243
135927,19790
135927,16186
135927,16900
135927,4586
135927,11899
135927,14907
135927,13386
135927,1215
135927,9220
135927,15021
135927,12607
135927,12759
135927,15487
135927,6949
135927,15813
135927,9812
135927,9111
135927,4549
135927,22069
135927,20702
135927,315
135927,7651
135927,4039
135927,5321
135927,9444
135927,20593
135927,19990
135927,5727
135927,3982
125414,4973
125414,6718
125414,17724
125414,17324
125414,782
125414,15373
125414,1973
125414,12135
125414,18300
125414,15348
125414,7297
125414,1724
125414,13560
125414,5727
195436,4030
195436,7735
195436,19419
195436,6718
195436,17724
195436,14717
195436,4073
195436,19330
195436,15373
195436,6428
195436,11734
195436,17973
195436,16876
195436,11378
195436,6434
195436,17685
195436,13908
195436,6319
195436,6329
195436,8489
195436,18987
195436,21516
195436,21787
195436,13386
195436,9812
195436,4039
195436,5727
195436,3982
193920,6428
178769,17838
178769,6718
178769,6699
178769,15373
178769,6428
178769,13309
178769,5794
178769,10022
178769,17858
178769,10879
188533,6718
188533,15373
201976,15477
196748,4973
196748,18300
188098,19225
180534,19225
192555,4950
192555,3058
192555,4030
192555,13019
192555,4973
192555,16848
192555,3262
192555,17724
192555,17955
192555,17324
192555,4073
192555,14958
192555,12420
192555,13630
192555,19225
192555,19330
192555,15373
192555,19375
192555,21948
192555,14381
192555,10783
192555,7211
192555,2617
192555,3397
192555,17116
192555,20678
192555,8766
192555,96
192555,14586
192555,1973
192555,18300
192555,7584
192555,11665
192555,15348
192555,2390
192555,14099
192555,9346
192555,17149
192555,20272
192555,11985
192555,6868
192555,19043
192555,18183
192555,1393
192555,7940
192555,12396
192555,6319
192555,19754
192555,9445
192555,14506
192555,22152
192555,3886
192555,1724
192555,2876
192555,6329
192555,20186
192555,11250
192555,6687
192555,759
192555,3492
192555,18987
192555,14493
192555,6633
192555,2998
192555,17209
192555,15178
192555,9283
192555,19790
192555,16186
192555,1215
192555,15021
192555,11061
192555,15487
192555,7775
192555,6949
192555,15813
192555,9111
192555,989
192555,7043
192555,20702
192555,315
192555,9444
192555,13100
192555,19990
192555,9037
201645,18750
201645,9346
201645,22152
153625,3058
153625,14191
153625,4030
153625,14082
153625,18201
153625,15354
153625,4973
153625,269
153625,3262
153625,17724
153625,17955
153625,7750
153625,12420
153625,15703
153625,13778
153625,6428
153625,21287
153625,12158
153625,12609
153625,15451
153625,18750
153625,5738
153625,12184
153625,2617
153625,3397
153625,20678
153625,8766
153625,96
153625,16391
153625,15631
153625,11273
153625,3986
153625,6481
153625,1973
153625,18300
153625,9991
153625,11665
153625,2390
153625,15963
153625,9346
153625,17149
153625,6868
153625,18588
153625,18183
153625,11192
153625,6465
153625,6319
153625,6011
153625,19754
153625,9445
153625,14506
153625,15477
153625,22152
153625,16834
153625,600
153625,9632
153625,1724
153625,6329
153625,16046
153625,11250
153625,6687
153625,8489
153625,17812
153625,3492
153625,18987
153625,14493
153625,16923
153625,36
153625,3587
153625,21569
153625,20411
153625,2998
153625,3522
153625,15178
153625,9283
153625,19624
153625,11899
153625,10771
153625,9220
153625,15021
153625,6949
153625,17182
153625,5321
153625,20593
153625,3437
153625,5727
157641,18183
157641,22152
195175,18750
195178,18746
195178,12765
195178,9111
193271,18750
198650,18750
201999,18750
200782,6718
200782,6428
200782,13386
193777,8218
192033,8218
190280,12232
203004,12232
29392,12232
123085,2958
195801,6428
181007,6428
181007,19978
93649,7775
202743,7775
145405,17973
145405,15816
145405,18603
192978,17973
192978,6434
192978,15816
192978,18603
192978,17790
193372,22100
152638,21761
152638,22100
197187,6428
192650,6428
192042,22100
197172,18045
124452,18045
124452,22100
166304,493
193687,493
202509,6428
191637,12232
148735,13071
42224,13071
48171,5963
188839,1752
188839,210
199408,1752
199408,210
134139,1752
134139,210
109382,1556
109382,18124
201805,15606
201805,17204
189331,19225
189331,9703
54036,22100
197737,13867
197440,13867
196370,13867
187557,16098
193932,6555
120638,13138
120638,5120
193111,13689
193111,17726
193111,5531
188361,13689
188361,17726
188361,5531
174549,13689
174549,17726
174549,5531
193724,13689
193724,17726
193724,5531
174772,13138
174772,5120
159648,13138
159648,5120
193499,493
190527,493
198733,493
197625,493
197698,493
200589,7735
200589,2444
200589,17724
200589,6428
200589,2617
200589,1354
200589,19792
200589,4039
202551,12865
202551,21060
190496,21060
95877,7735
95877,19419
95877,4973
95877,17724
95877,19330
95877,15373
95877,6428
95877,19375
95877,17116
95877,1973
95877,12135
95877,6660
95877,1354
95877,6434
95877,13805
95877,14506
95877,1724
95877,18987
95877,13386
95877,6949
95877,4039
95877,13100
95877,5727
197071,5140
190004,1752
190004,210
194785,10362
169896,5312
169896,21820
169896,19690
192514,13867
202037,13867
202037,8497
78603,6140
191567,10982
190353,13340
196661,466
137792,546
137792,18069
137792,17158
137792,8698
137792,12016
137792,21265
167490,17838
167490,4763
167490,8136
167490,4379
90144,4470
159806,11133
194123,10222
49351,11133
178368,11133
191177,5136
150118,14517
26060,6682
112561,1042
112561,13791
112561,4470
195095,768
201493,8801
201493,2589
41500,92
65619,20534
76649,19701
76649,12165
76649,4674
190740,259
142077,12340
200774,8118
200774,10595
125373,15482
115070,20161
190431,20582
190431,11284
89372,6696
89372,20161
198719,3999
202631,4410
202631,3999
173062,5136
117290,16848
117290,17955
117290,5678
117290,12420
117290,19225
117290,14381
117290,10362
117290,18183
117290,19754
117290,14506
117290,22152
117290,3492
117290,9111
117290,22254
144419,12508
144419,9346
144419,22152
171200,21204
61192,7991
61192,12490
61192,21204
61192,6906
153363,6906
201558,7991
53767,15404
195236,12027
117847,4410
117847,3999
98797,13500
98797,22159
98797,12572
194765,22159
70684,5136
77934,20352
77934,20371
77934,12465
77934,20776
77934,9784
77934,21914
77934,20630
77934,18993
77934,5812
77934,18324
77934,9266
77934,6599
77934,2741
77934,18542
77934,9790
77934,10643
77934,5396
77934,15025
77934,16776
77934,14607
77934,21919
77934,15206
77934,20740
77934,3901
77934,5214
77934,12926
77934,9799
77934,17596
77934,13152
77934,9246
77934,5505
77934,10472
77934,785
77934,296
77934,1493
77934,6673
77934,5280
77934,12896
77934,1076
77934,3376
77934,5483
77934,6018
77934,17541
77934,16693
77934,21725
77934,21652
77934,6842
77934,5122
77934,1220
77934,16612
77934,2228
77934,12956
77934,14105
77934,10188
77934,1364
77934,21962
77934,8154
77934,9103
77934,21632
77934,11505
77934,11029
77934,17656
77934,3493
77934,21357
77934,19481
77934,323
77934,6816
77934,17424
200422,12165
200422,4674
196636,17926
188503,20161
189601,22030
189601,12699
189601,21578
76054,16409
108107,20592
108107,13183
108107,1365
201317,2736
198265,2736
201028,11078
183094,20592
183094,9672
183094,12699
183094,19045
165425,21465
165425,8947
165425,17758
174589,6024
174589,448
190159,18664
194227,9522
194735,14517
53432,19187
95542,2441
34177,21620
34177,9522
196856,12340
91554,14016
25112,14016
199936,6210
197548,22255
197548,5136
199163,6934
199163,22255
189446,5962
189446,1492
166775,6210
166775,14307
166775,6682
200350,11979
200350,15186
194207,22159
201336,6210
201336,6682
199055,4410
201647,4410
116016,3999
200108,11979
200108,15186
200476,13976
200476,9564
194072,400
52778,12508
52778,8762
52778,15631
52778,8637
52778,3492
191029,1243
191029,6682
49647,8801
49647,15099
49647,22159
49647,2589
86072,8801
86072,15099
86072,22159
86072,2589
167801,12966
167801,8062
193595,92
198834,8900
71020,1042
71020,18303
71020,4470
71020,19342
189663,3999
141144,17926
31905,14517
31905,5136
85220,1534
85220,9521
85220,11246
85220,12169
39316,15482
39316,2608
39316,9927
39316,8987
176233,10399
190900,11753
132511,10985
198047,15041
198047,17494
198047,18744
196672,16916
196672,8154
197958,19151
95485,1079
95485,9847
95485,8182
95485,9817
194557,1426
194557,9817
191000,9996
189875,18424
197104,20559
197104,671
197104,6347
197104,8030
196045,493
189791,1556
189791,18124
192982,1556
192982,18124
194867,12232
192381,2663
190321,3058
190321,7735
190321,19419
190321,4973
190321,17724
190321,15373
190321,6428
190321,19375
190321,8766
190321,18300
190321,1724
190321,18987
190321,6633
190321,13386
190321,6949
190321,7470
190321,4039
190321,3982
192929,6428
192929,5918
107138,10455
107138,13021
193433,2358
196879,2358
192980,2358
192980,5007
40086,5430
30448,5430
201978,5430
194157,6428
161530,21697
27929,10116
192284,18666
197101,11646
199418,1752
199418,210
199418,405
199418,17074
199418,16271
199418,12607
189276,22100
188146,22100
188769,22100
199641,22152
200246,13138
200246,5120
203117,6428
198362,16297
198362,7953
198362,19689
193476,6893
193476,20313
193476,17082
193476,10684
193476,7032
196813,19050
75226,19050
46148,19050
189877,14484
194727,12779
201512,2663
130680,233
130680,6351
130680,12985
191082,20048
201013,2663
196659,14897
197001,6428
189142,6428
194269,6428
193048,6428
188487,6428
200602,10362
195479,19163
189342,12464
189342,12861
189342,19689
202368,20467
202368,18813
202368,18666
189390,20467
189390,18813
189390,18666
202520,18793
197602,13689
197602,17726
197602,5531
197602,6718
197602,6428
197602,5918
197602,13386
197602,4039
196498,2663
34382,17591
34382,19050
34382,177
190615,13488
174577,20559
174577,671
174577,6347
174577,8030
174577,20437
192138,10659
101827,15395
195600,6428
194005,18124
202483,1992
154595,567
193419,10362
200411,16137
200411,14836
193723,2663
195337,14499
193424,20046
201384,493
193943,6428
199778,6555
186626,8218
194166,2358
188241,7288
190778,13735
189204,2425
189204,6197
200887,10116
195271,5143
195271,691
195271,21581
195271,2959
195271,3167
183944,6428
189574,6428
94628,6428
89936,20559
89936,671
89936,6347
202919,6428
195364,6428
196954,18207
70507,1575
70507,13689
70507,19398
70507,17726
70507,5531
70507,17838
70507,4082
70507,16950
70507,8209
70507,6718
70507,21764
70507,11412
70507,2520
70507,18651
70507,4964
70507,19330
70507,15373
70507,6428
70507,13309
70507,5794
70507,18750
70507,10783
70507,8762
70507,2617
70507,20048
70507,14092
70507,405
70507,15841
70507,9824
70507,19298
70507,18746
70507,8637
70507,7435
70507,3454
70507,8398
70507,13559
70507,8009
70507,11066
70507,21516
70507,9460
70507,8935
70507,22061
70507,5177
70507,13386
70507,12607
70507,5271
70507,4039
70507,5631
192838,20423
192838,14802
192838,1309
192838,12055
192838,1775
88723,887
47561,1752
47561,210
47561,21340
47561,17074
189165,6428
189009,7735
189009,19419
189009,4973
189009,3262
189009,17724
189009,13778
189009,19330
189009,15373
189009,6428
189009,19375
189009,11273
189009,3986
189009,6481
189009,1973
189009,12135
189009,6660
189009,18300
189009,11665
189009,9346
189009,6434
189009,1393
189009,2945
189009,19754
189009,14506
189009,22152
189009,1724
189009,3492
189009,18987
189009,14493
189009,20411
189009,6633
189009,15021
189009,6949
189009,4039
189009,20593
189009,5727
197096,5430
190966,2189
201861,6555
189113,493
198885,4879
194818,20521
198686,17493
33212,14897
78709,12046
189850,546
172759,13867
172759,14696
196561,14155
189641,22152
196720,22152
192387,22152
196916,17061
196916,20313
196916,9533
199100,13701
199100,893
195080,4900
202647,10362
192164,22152
202269,4900
195488,2416
187846,8218
188410,10362
202294,22152
202380,23
149151,18998
149151,6979
194857,22152
188752,22152
191944,22152
187874,12046
191591,23
195858,22152
200825,11646
55841,16916
189063,8062
188409,18124
165519,4712
151768,9533
151768,21100
151768,6383
147413,6893
147413,1752
147413,17591
147413,21512
147413,6843
147413,16580
147413,6891
147413,18131
147413,18303
147413,20313
147413,19630
147413,17158
147413,12811
147413,17973
147413,20048
147413,501
147413,17082
147413,10684
147413,3587
147413,5239
147413,7032
147413,14338
147413,21902
147413,9476
65711,10217
65711,16875
68860,546
68860,14499
68860,1534
68860,9521
68860,1425
68860,10022
68860,16297
68860,17158
68860,5168
68860,13111
68860,20048
68860,12782
68860,19151
68860,4018
68860,2631
68860,412
68860,21060
68860,20328
68860,18613
68860,13559
68860,4487
68860,6119
68860,4048
68860,21100
68860,9450
68860,2233
70596,546
70596,17692
70596,13111
70596,21773
70596,412
70596,21060
70596,20328
70596,19496
70596,4487
70596,6119
90787,23
90787,11814
90787,13921
90787,17692
90787,18303
90787,12483
90787,20048
90787,5993
90787,19359
90787,1518
90787,4712
90787,11066
90787,3089
90787,21516
90787,8068
90787,16384
111400,15180
111400,15366
111400,13560
52295,6543
52295,11786
52295,21100
52295,22139
200011,1847
61509,5335
61509,17751
61509,18069
61509,4866
61509,10022
61509,11343
61509,20048
61509,17943
61509,4018
61509,19754
61509,17074
61509,13560
61509,5871
61509,18578
61509,21100
61509,1847
61509,19339
61509,8609
162222,23
162222,9496
162222,10022
162222,5222
162222,1314
162222,21100
162222,1847
162222,1010
38326,17591
147327,9241
147327,15005
147327,9979
147327,16600
147327,6718
147327,1425
147327,17158
147327,21684
147327,4018
147327,4712
147327,3089
147327,7775
147327,5271
69773,17591
69773,2657
69773,9533
69773,17367
69773,21100
161365,6843
161365,5351
161365,15373
161365,5794
161365,10022
161365,14538
161365,13111
161365,20048
161365,3062
161365,412
161365,20328
161365,17367
161365,13559
161365,4712
161365,4487
161365,6119
161365,10855
161365,6555
161365,5271
161365,4377
131404,21100
99591,14038
99591,21100
99591,1847
90388,13689
90388,17726
90388,5531
90388,16293
90388,5794
90388,9533
90388,21100
60254,2884
60254,19398
60254,17591
60254,8728
60254,17838
60254,21208
60254,16600
60254,6718
60254,15811
60254,2520
60254,6428
60254,5794
60254,10022
60254,16454
60254,10198
60254,10966
60254,16391
60254,18412
60254,6434
60254,5222
60254,9360
60254,19151
60254,4018
60254,14265
60254,9533
60254,1314
60254,6357
60254,4712
60254,21715
60254,11066
60254,19187
60254,3089
60254,18424
60254,21100
60254,13386
60254,21278
60254,9476
155480,8801
155480,12158
155480,16297
201523,15462
201523,6428
201523,15606
201523,5255
201523,3942
201523,18214
201523,3360
172682,17838
172682,18303
172682,94
172682,627
172682,15327
172682,14265
172682,20328
56842,15005
56842,3089
157227,19225
157227,10217
157227,22100
157227,4018
135670,7737
135670,15199
135670,11579
135670,6981
135670,546
135670,19398
135670,23
135670,4501
135670,17591
135670,1676
135670,8089
135670,13921
135670,14499
135670,17838
135670,13398
135670,19113
135670,4082
135670,12913
135670,8218
135670,16293
135670,6209
135670,22023
135670,4973
135670,16950
135670,4434
135670,7557
135670,8871
135670,7063
135670,17692
135670,14267
135670,6718
135670,15811
135670,5351
135670,17495
135670,264
135670,1425
135670,18182
135670,2520
135670,1280
135670,20091
135670,8587
135670,12508
135670,121
135670,10217
135670,1043
135670,5794
135670,12158
135670,15067
135670,10022
135670,18750
135670,11984
135670,5526
135670,18303
135670,20313
135670,16297
135670,7468
135670,2657
135670,13682
135670,17158
135670,8560
135670,8470
135670,16391
135670,21267
135670,13111
135670,5357
135670,13603
135670,3205
135670,16155
135670,21773
135670,20048
135670,11246
135670,6403
135670,7696
135670,12865
135670,21684
135670,17136
135670,6434
135670,1416
135670,19298
135670,6868
135670,19151
135670,4018
135670,18746
135670,17366
135670,19628
135670,12396
135670,9533
135670,19934
135670,412
135670,21060
135670,3343
135670,20328
135670,17299
135670,14506
135670,19951
135670,22152
135670,15982
135670,11480
135670,5927
135670,13559
135670,4712
135670,19496
135670,6147
135670,2608
135670,21265
135670,14038
135670,19187
135670,3089
135670,4487
135670,6119
135670,9291
135670,6555
135670,11149
135670,13251
135670,10521
135670,16384
135670,7806
135670,21100
135670,2235
135670,1344
135670,8039
135670,9283
135670,15153
135670,17091
135670,13386
135670,15061
135670,15179
135670,7775
135670,13361
135670,5271
135670,7953
135670,4104
135670,5969
135670,8609
135670,12118
135670,12750
135670,3360
135670,9023
103614,546
103614,23
103614,17591
103614,13921
103614,14499
103614,332
103614,21208
103614,12508
103614,12295
103614,6428
103614,13309
103614,5794
103614,10022
103614,4781
103614,6524
103614,16573
103614,13111
103614,20048
103614,3062
103614,3834
103614,5222
103614,19298
103614,9360
103614,19151
103614,4018
103614,9533
103614,19063
103614,412
103614,21060
103614,20328
103614,22152
103614,18613
103614,21265
103614,4487
103614,6119
103614,17209
103614,21100
103614,13386
103614,1847
103614,20098
103614,22139
38216,304
38216,13921
38216,20771
38216,8587
38216,18750
38216,18303
38216,20015
38216,13603
38216,8947
38216,20048
38216,5222
38216,19164
38216,19951
38216,967
38216,4768
38216,6383
42505,20048
42505,21100
142687,1847
168627,10966
168627,7544
168627,13111
168627,20048
168627,14265
168627,412
168627,20328
168627,4487
168627,6119
168627,22139
101599,15660
101599,4018
101599,17209
101599,21100
101599,19990
46276,23
46276,6610
46276,1752
46276,5868
46276,8218
46276,18511
46276,6718
46276,5351
46276,11554
46276,210
46276,5227
46276,1280
46276,12508
46276,6428
46276,5794
46276,12158
46276,10022
46276,5918
46276,18750
46276,16454
46276,12828
46276,8836
46276,16297
46276,20522
46276,12117
46276,21267
46276,838
46276,9464
46276,20048
46276,2618
46276,18484
46276,5306
46276,5222
46276,22100
46276,19151
46276,1782
46276,1314
46276,14897
46276,17367
46276,5927
46276,2368
46276,21265
46276,10982
46276,19187
46276,3089
46276,12556
46276,21092
46276,17209
46276,21100
46276,21278
46276,1847
46276,1010
46276,20098
46276,19739
46276,22139
46276,9444
46276,19990
46276,3982
146815,15199
146815,546
146815,1752
146815,13293
146815,17838
146815,12717
146815,15005
146815,2520
146815,20014
146815,10217
146815,12295
146815,5794
146815,10022
146815,16454
146815,18555
146815,96
146815,7544
146815,13111
146815,20048
146815,19298
146815,18746
146815,5218
146815,9332
146815,12396
146815,9533
146815,21060
146815,16455
146815,19274
146815,7941
146815,22152
146815,8398
146815,13559
146815,4712
146815,10982
146815,19187
146815,3089
146815,10116
146815,21092
146815,21100
146815,13386
146815,1847
146815,1950
146815,15061
146815,12118
146815,9817
107927,15062
107927,21118
107927,15305
107927,9533
107927,18613
107927,21265
107927,19187
107927,21100
33756,13111
33756,412
33756,20328
33756,4487
33756,6119
33756,21100
161598,9521
161598,21100
160603,10387
160603,13689
160603,546
160603,5335
160603,19398
160603,14324
160603,23
160603,17726
160603,17044
160603,5531
160603,17591
160603,18374
160603,14237
160603,568
160603,9496
160603,13921
160603,13293
160603,19799
160603,493
160603,1534
160603,21695
160603,15005
160603,22023
160603,332
160603,2796
160603,16950
160603,10335
160603,21208
160603,1326
160603,7557
160603,16430
160603,6714
160603,17692
160603,15769
160603,13700
160603,15811
160603,10107
160603,17751
160603,9790
160603,264
160603,1425
160603,2520
160603,6891
160603,1280
160603,5393
160603,16649
160603,2924
160603,15027
160603,12295
160603,6428
160603,5794
160603,10022
160603,4781
160603,18750
160603,16454
160603,5214
160603,18303
160603,15660
160603,18216
160603,20064
160603,9978
160603,15606
160603,16517
160603,9511
160603,3764
160603,17158
160603,14538
160603,20015
160603,13111
160603,19930
160603,9464
160603,8947
160603,20810
160603,6240
160603,20048
160603,16875
160603,14252
160603,627
160603,3062
160603,17943
160603,6434
160603,5222
160603,9824
160603,5098
160603,19298
160603,2138
160603,13138
160603,19151
160603,4018
160603,18746
160603,5218
160603,14265
160603,12396
160603,9533
160603,19934
160603,412
160603,21060
160603,2945
160603,20328
160603,3376
160603,5483
160603,22152
160603,8398
160603,17074
160603,19948
160603,1314
160603,18613
160603,6357
160603,4470
160603,16954
160603,4435
160603,13559
160603,4712
160603,11066
160603,2608
160603,21265
160603,14038
160603,19187
160603,3089
160603,18424
160603,11786
160603,4487
160603,6119
160603,4600
160603,13560
160603,12556
160603,6555
160603,16137
160603,724
160603,20411
160603,8732
160603,14836
160603,21100
160603,6383
160603,20816
160603,6227
160603,2688
160603,8155
160603,21278
160603,10985
160603,1847
160603,10280
160603,15061
160603,5271
160603,22069
160603,2233
160603,12118
160603,22139
160603,9380
160603,7070
160603,19303
160603,21045
203057,4712
30092,1049
30092,12508
30092,5794
30092,11984
30092,20326
30092,13444
30092,9283
202221,19652
202221,17796
195018,19652
78155,21761
185272,1742
185272,18303
185272,7260
56546,23
56546,12508
56546,11046
56546,19187
196988,19339
194545,9158
195869,12969
192362,14836
130829,14324
130829,2444
130829,15354
130829,13019
130829,13778
130829,15451
130829,19660
130829,19375
130829,7211
130829,3986
130829,6481
130829,9346
130829,20990
130829,19043
130829,19754
130829,14506
130829,15477
130829,22152
130829,16834
130829,600
130829,3492
130829,14493
130829,16923
130829,15178
130829,19624
130829,22069
128689,4501
128689,1752
128689,210
43266,12096
199816,92
199816,750
191450,8218
196781,11133
79392,15811
194308,12969
202970,12969
99462,6210
48221,3058
48221,19419
48221,4973
48221,17724
48221,15373
48221,6428
48221,2617
48221,17116
48221,1973
48221,18300
48221,6434
48221,18183
48221,9445
48221,15318
48221,21516
48221,9283
48221,13386
48221,4039
48221,5727
74053,21855
74053,8609
172085,22030
172085,12699
196583,1754
198105,5794
54826,5281
54826,8789
54826,20328
54826,11480
54826,13949
193185,12969
194698,5963
92783,12241
92783,15037
195930,19725
196505,1752
196505,210
195369,10362
193951,493
194705,12963
194691,5616
79445,8728
79445,17316
79445,16950
79445,21440
79445,9079
79445,11554
79445,5680
79445,5168
79445,11246
79445,798
79445,5927
79445,14739
79445,4900
79445,8732
79445,2272
79445,666
79445,715
197938,12339
197938,6628
197938,21780
200359,18374
191129,10362
85339,20063
142610,17126
200205,6981
106376,7068
106376,14887
106376,7466
106376,1012
106376,19302
106376,20160
201618,17126
199004,13867
199004,14696
195653,13071
194421,6893
194421,20313
194421,501
194421,16564
194421,17082
194421,7032
189563,19652
188049,18085
194147,18085
199959,7133
199959,302
199959,14362
199959,12836
199959,2127
203204,546
201427,12865
201427,21060
188933,21376
188933,17253
78263,21697
148596,18998
148596,19225
148596,2734
148596,9738
200751,19225
200819,22152
191605,8766
191605,9991
191605,7775
191605,17182
191605,22254
202534,10362
198114,8218
58800,12232
183121,12232
187769,493
193520,7775
188877,7775
193314,7775
202137,7775
202949,10362
190202,17691
194993,20313
188901,20313
202392,19339
195434,19339
187990,4895
202510,493
58649,443
58649,20048
58649,16875
58649,14252
58649,18827
58649,10665
58649,19187
58649,21275
58649,20471
116783,15660
187784,11480
199509,11480
193781,20313
198042,20313
190304,14538
52955,14538
198018,14538
174279,6210
174279,14544
174279,10879
188140,15404
143606,10164
143606,19497
143606,1042
143606,21267
143606,18758
143606,8091
82717,6934
82717,22152
26857,21348
26857,11230
146398,1782
146398,6357
146398,9740
146398,4712
197103,14016
196472,18664
193716,7709
99071,1243
99071,17214
131389,4242
122760,14499
122760,7167
122760,9219
122760,20810
122760,1314
122760,18664
122760,14016
57890,19419
57890,6209
57890,6434
57890,4712
57890,21265
189785,11284
23550,11979
23550,15186
44902,18156
191991,12969
98478,17044
98478,5794
98478,10022
98478,6434
98478,1314
74542,501
74542,11252
74542,17082
40262,6347
201577,12046
61756,4525
192098,10362
201080,10399
89491,259
64010,10595
104225,11979
104225,15186
135144,20534
142146,19050
142146,14538
197034,5431
197034,21982
197034,15440
86461,20559
139936,20172
139936,14156
139936,10879
139936,6682
139936,7775
167746,18484
195008,22100
191962,21622
149684,22100
192558,1243
192558,17214
178407,10399
96144,1243
96144,17214
96144,11133
96144,14726
96144,6024
96144,448
96144,10595
191362,19063
191362,5871
