target_entrez,disease_icd10
19960,206375
19960,208352
19960,204334
19960,206577
19960,207936
19960,208665
19960,204217
19960,205037
19960,204196
19960,204584
19960,206891
19960,205801
19960,206804
19960,206421
19960,203835
19960,208619
19960,206970
19960,203735
19960,207996
19960,204477
19960,208840
19960,203312
19960,206249
19960,206322
19960,208674
19960,206501
19960,204549
19960,207849
19960,208575
19960,204210
19960,208096
19960,203972
19960,208622
19960,207511
19960,207925
19960,204481
19960,204389
19960,205999
19960,206547
19960,205276
19960,206063
19960,206641
19960,205221
19960,208711
19960,204994
19960,205307
19960,205973
19960,204807
19960,208392
19960,208809
19960,203629
19960,207193
19960,207871
19960,208230
19960,206857
19960,206137
19960,203811
19960,205164
19960,205234
19960,208781
19960,208746
19960,205944
19960,204624
19960,206222
19960,207590
19960,207332
19960,207175
19960,206993
19960,203658
19960,206716
19960,207626
19960,208786
19960,205295
19960,203806
19960,208813
19960,205949
19960,203457
19960,204070
19960,206289
19960,204022
19960,206707
19960,204459
19960,208525
19960,208045
19960,205530
19960,204605
19960,207979
19960,203678
19960,204007
19960,208513
19960,207496
19960,205779
19960,207672
19960,204972
19960,205189
19960,207349
19960,207953
19960,206585
19960,207677
19960,207861
19960,204647
19960,203548
19960,204850
19960,205998
19960,204021
19960,205680
19960,203934
19960,206001
19960,206811
19960,205989
19960,203441
19960,207905
19960,205330
19960,203325
19960,208463
19960,205337
19960,206747
19960,207266
19960,204488
19960,205283
19960,208470
19960,207166
19960,204533
19960,204067
19960,203356
19960,208310
19960,206439
19960,205178
19960,207296
19960,203447
19960,206027
19960,204521
19960,204114
19960,206735
19960,203894
19960,206745
19960,207777
19960,208715
19960,204125
19960,208503
19960,204514
19960,207297
19960,203375
19960,208792
19960,208124
19960,206058
19960,207873
19960,204996
19960,205137
19960,206346
19960,206163
19960,208597
19960,203354
19960,205322
19960,205338
19960,205405
19960,208521
19960,206315
19960,207658
19960,203418
19960,204900
19960,205885
19960,208737
19960,205260
19960,207321
19960,205988
19960,206676
19960,206985
19960,207589
19960,205046
19960,206595
19960,205162
19960,206940
19960,204455
19960,206092
19960,206462
19960,208391
19960,204857
19960,204705
19960,205118
19960,207326
19960,203852
19960,205336
19960,204936
19960,203437
19960,206787
19960,205574
19960,203599
19960,203590
19960,207666
19960,203635
19960,204585
19960,206297
19960,207117
19960,207554
19960,208670
19960,205813
19960,206133
19960,206234
19960,205176
19960,206187
19960,205087
19960,207459
19960,205223
19960,208303
19960,206697
19960,206216
19960,205735
19960,208326
19960,207705
19960,205922
19960,207109
19960,205173
19960,206483
19960,205863
19960,205078
19960,207497
19960,204963
19960,204680
19960,204281
19960,208218
19960,203808
19960,203740
18201,208245
18201,206276
4450,203327
4450,208027
4450,206140
19127,206564
4586,206200
4586,207360
4586,203527
4001,203327
4001,208027
4001,206140
5875,208622
4352,203815
4352,203385
4352,207304
4352,208816
4352,208654
4352,206200
4352,207360
4352,207897
4352,206471
4352,206815
4352,207697
4352,206242
4352,205554
4352,203899
4352,203539
4352,205077
4352,207386
4352,207348
4352,208814
4352,203856
4352,207621
4352,207660
4352,206786
4352,207097
4352,204094
4352,206844
4352,207234
4352,208267
4352,205822
4352,208111
4352,203567
4352,206750
4352,205284
4352,206949
4352,207272
4352,208251
4352,208795
4352,203290
4352,207724
4352,206068
4352,208580
4352,203928
4352,204205
4352,204245
4352,206732
4352,204330
4352,204884
4352,204838
4352,207825
4352,203921
4352,208659
4352,203750
4352,206350
4352,205638
4352,207447
4352,208821
4352,208051
4352,205940
4352,207013
4352,203955
4352,206180
4352,206038
4352,208292
4352,205105
4352,206115
4352,208304
4352,207276
4352,207832
4352,203315
4352,204182
4352,203436
4352,205429
4352,204014
4352,204561
4352,207760
4352,207687
4352,206588
4352,203927
4352,206271
4352,204371
4352,205248
4352,206912
4352,204128
4352,204310
4352,206490
4352,204978
4352,204230
4352,205359
4352,205788
4352,204407
4352,206108
4352,205245
4352,204393
4352,206243
4352,208245
4352,204798
4352,208650
4352,207787
4352,205928
4352,204298
4352,203612
4352,204780
4352,208826
4352,207575
4352,206565
4352,206377
4352,207481
4352,208324
4352,208370
4352,207781
4352,205500
4352,208129
4352,207737
4352,206854
4352,205732
4352,204524
4352,205568
4352,204581
4352,208497
4352,207168
4352,204287
4352,204872
4352,203247
4352,205748
4352,205459
4352,207124
4352,206090
4352,203484
4352,206539
4352,203293
4352,207182
4352,204506
4352,205097
4352,205585
4352,208433
4352,203538
4352,206491
4352,203770
4352,207734
4352,208405
4352,205933
4352,205461
4352,208640
4352,204469
4352,207619
4352,205427
4352,203478
4352,208153
4352,205672
4352,204092
4352,205478
4352,208583
4352,204645
4352,207955
4352,203617
4352,205246
4352,207318
4352,204837
4352,206407
4352,205642
4352,204731
4352,206646
4352,206070
4352,206988
4352,204186
4352,204178
4352,206984
4352,204385
4352,208474
4352,207478
4352,208357
4352,205875
4352,208306
4352,207262
4352,206051
4352,207929
4352,204445
4352,203891
4352,206375
4352,208352
4352,204334
4352,206577
4352,207936
4352,208665
4352,204217
4352,205037
4352,204196
4352,204584
4352,206891
4352,205801
4352,206804
4352,206421
4352,203835
4352,208619
4352,206970
4352,203735
4352,207996
4352,204477
4352,208840
4352,203312
4352,206249
4352,206322
4352,208674
4352,206501
4352,204549
4352,207849
4352,208575
4352,204210
4352,208096
4352,203972
4352,208622
4352,207511
4352,207925
4352,204481
4352,204389
4352,205999
4352,206547
4352,205276
4352,206063
4352,206641
4352,205221
4352,208711
4352,204994
4352,205307
4352,205973
4352,204807
4352,208392
4352,208809
4352,203629
4352,207193
4352,207871
4352,208230
4352,206857
4352,206137
4352,203811
4352,205164
4352,205234
4352,208781
4352,208746
4352,205944
4352,204624
4352,206222
4352,207590
4352,207332
4352,207175
4352,206993
4352,203658
4352,206716
4352,207626
4352,208786
4352,205295
4352,203806
4352,208813
4352,205949
4352,203457
4352,204070
4352,206289
4352,205689
4352,204695
4352,203898
4352,205166
4352,207971
4352,208374
4352,207612
4352,208045
4352,205530
4352,204605
4352,207979
4352,203678
4352,204007
4352,208513
4352,207496
4352,205779
4352,207672
4352,204972
4352,205189
4352,207349
4352,207953
4352,206585
4352,207677
4352,207861
4352,204647
4352,203548
4352,204850
4352,205998
4352,204021
4352,205680
4352,203934
4352,206001
4352,206811
4352,205989
4352,203441
4352,207905
4352,205330
4352,203325
4352,208463
4352,205337
4352,206747
4352,207266
4352,204488
4352,205283
4352,208470
4352,207166
4352,204533
4352,204067
4352,203356
4352,208310
4352,206439
4352,205178
4352,207296
4352,203447
4352,206027
4352,204521
4352,204114
4352,206735
4352,203894
4352,206745
4352,207777
4352,208715
4352,204125
4352,208503
4352,204514
4352,207297
4352,203375
4352,208792
4352,208124
4352,206058
4352,207873
4352,204996
4352,205137
4352,206346
4352,206163
4352,208597
4352,203354
4352,205322
4352,205338
4352,205405
4352,208521
4352,206315
4352,207658
4352,203418
4352,204900
4352,205885
4352,208737
4352,205260
4352,207321
4352,205988
4352,206676
4352,206985
4352,207589
4352,205046
4352,206595
4352,205162
4352,206940
4352,204455
4352,206092
4352,206462
4352,208391
4352,204857
4352,204705
4352,205118
4352,207326
4352,203852
4352,205336
4352,204936
4352,203437
4352,206787
4352,205574
4352,203599
4352,203590
4352,207666
4352,203635
4352,204585
4352,206297
4352,207117
4352,207554
4352,208670
4352,205813
4352,206133
4352,206234
4352,205176
4352,206187
4352,205087
4352,207459
4352,205223
4352,208303
4352,206697
4352,206216
4352,205735
4352,208326
4352,207705
4352,205922
4352,207109
4352,205173
4352,206483
4352,205863
4352,205078
4352,207497
4352,204963
4352,204680
4352,204281
4352,208218
4352,203808
4352,208636
4352,205611
4352,205080
4352,207580
4352,204908
4352,203740
4352,207383
4352,208297
4352,205651
4352,203252
4352,205380
4352,204554
4352,204537
4352,208645
4352,203343
4352,204253
4352,204522
4352,203923
4352,205776
4352,207547
4352,204971
4352,206399
4352,207527
4352,204339
4352,208274
4352,203527
4352,206506
4352,206630
4352,206846
4352,206393
4352,205936
4352,205664
4352,203339
4352,205161
4352,208387
4352,203553
4352,204372
4352,205968
12490,205659
12490,208266
12490,204661
12490,203772
12490,203778
12490,206844
12490,207383
12490,207608
6906,205659
6906,208266
6906,204661
6906,203772
6906,203778
6906,206844
6906,207383
6906,207608
6906,208297
6906,205651
6906,205968
10036,205659
10036,208266
10036,204661
10036,203772
10036,203778
10036,206844
10036,207383
10036,207608
10036,203252
10036,205380
10036,204554
10036,204537
10036,208645
10036,203343
10036,204253
10036,204522
10036,203923
10036,205776
10036,207547
10036,204971
10036,206399
10036,207527
10036,207360
10036,204339
10036,208274
10036,206200
10036,203527
10036,206506
10036,206630
10036,206846
10036,206393
10036,205936
10036,205664
10036,203339
10036,205161
10036,208387
10036,203553
7991,205659
7991,208266
7991,203772
7991,203778
7991,207608
21204,206200
21204,207360
21204,205659
21204,208266
21204,203772
21204,203778
21204,207608
21204,204971
11788,208245
22252,208622
10346,208622
16921,205914
16921,208159
19918,206073
18613,204124
18613,207332
18613,205642
18613,206428
18613,206229
18613,203993
18613,206715
18613,206916
18613,207805
18613,208095
18613,204946
18613,204487
18613,204747
18613,208245
12508,204328
12508,206218
12508,206086
12508,205959
12508,208704
12508,206526
12508,207204
12508,205378
12508,205768
12508,205287
12508,206757
12508,205101
12508,204966
12508,204970
12508,208061
12508,206427
12508,204535
12508,204952
12508,206864
12508,203278
12508,205304
12508,204953
12508,205821
12508,203460
12508,206726
12508,205547
12508,204986
12508,206875
12508,204759
12508,208135
12508,205963
12508,207332
12508,205642
12508,206428
12508,205429
12508,208295
12508,205747
12508,205576
12508,206658
12508,204424
12508,204971
12508,205664
12508,204562
12508,206254
12508,206336
12508,204658
12508,206894
12508,205459
12508,206303
12508,207161
12508,207573
12508,207156
12508,208633
12508,206051
12508,204279
12508,207294
12508,204994
12508,207032
12508,206801
12508,203559
12508,207444
12508,204696
12508,204773
12508,208324
12508,205709
12508,206686
12508,206276
12508,207383
12508,208622
12508,204106
12508,207931
12508,205829
12508,204827
12508,203567
12508,205591
12508,203753
12508,203475
12508,208290
17847,204124
17847,206726
17847,207332
17847,205642
17847,206428
17847,206821
17847,207648
17847,207204
17847,204202
17847,207683
17847,205287
17847,204986
17847,205535
17847,206566
17847,204406
17847,205368
17847,205547
17847,208245
8637,207332
8637,205642
8637,206428
8637,207496
8637,207205
8637,207827
8637,204270
8637,206355
8637,205691
8637,204937
8637,204604
8637,206268
8637,204056
8637,208652
8637,207634
8637,205409
8637,206086
8637,206830
8637,203745
8637,206627
8637,205014
8637,203271
8637,206654
8637,203526
8637,207646
8637,207990
8637,204773
8637,206768
8637,204946
8637,204487
8762,207156
8762,208633
8762,203359
8762,208392
8762,204798
8762,204946
8762,204487
8762,206070
8762,203266
11605,204611
11605,204093
11605,208483
11605,204496
11605,206068
4671,204710
19799,203371
19799,207118
19799,205029
19799,208095
19799,205518
19799,208054
19799,207199
19799,204029
19799,208502
19799,208668
19799,205987
19799,207505
19799,203417
19799,207101
19799,208820
19799,207985
19799,206779
19799,206997
19799,204749
19799,206821
19799,207630
19799,207755
19799,208798
19799,208205
19799,207719
19799,206542
19799,205454
19799,206262
19799,203259
19799,205012
19799,203249
19799,208622
14311,204503
14311,203295
14311,208598
3301,207260
3301,206342
3301,206828
3301,208419
3301,205127
3301,207444
3301,206768
3301,204946
3301,204487
3301,208340
3301,203753
3301,203475
21618,206200
21618,207360
18987,206200
18987,207360
18987,203527
18987,204946
18987,204487
7735,205642
7735,206428
7735,207897
7735,206471
7735,206815
7735,207697
7735,205554
7735,205077
7735,208814
7735,207660
7735,207097
7735,204094
7735,206844
7735,207234
7735,205822
7735,203567
7735,206750
7735,205284
7735,206949
7735,207272
7735,208795
7735,203290
7735,207724
7735,208580
7735,203928
7735,204205
7735,204245
7735,206732
7735,204330
7735,204884
7735,207825
7735,203921
7735,208659
7735,203750
7735,206350
7735,205638
7735,207447
7735,208821
7735,208051
7735,207013
7735,203955
7735,206180
7735,206038
7735,208292
7735,205105
7735,206115
7735,208304
7735,207276
7735,207832
7735,203315
7735,204182
7735,203436
7735,205429
7735,204561
7735,207760
7735,207687
7735,206588
7735,203927
7735,204371
7735,205248
7735,204128
7735,206490
7735,204230
7735,205788
7735,204407
7735,206108
7735,204393
7735,206243
7735,208650
7735,207787
7735,205928
7735,203612
7735,208826
7735,207575
7735,206565
7735,207481
7735,208370
7735,207781
7735,205500
7735,208129
7735,207737
7735,206854
7735,207168
7735,203247
7735,205748
7735,207124
7735,206090
7735,203484
7735,206539
7735,203293
7735,204506
7735,206491
7735,203770
7735,207734
7735,208405
7735,208640
7735,204469
7735,203478
7735,208153
7735,204092
7735,205478
7735,208583
7735,204645
7735,207955
7735,203617
7735,205246
7735,204731
7735,206646
7735,206988
7735,204186
7735,204178
7735,208474
7735,207478
7735,208357
7735,205875
7735,208306
7735,207262
7735,204445
7735,206375
7735,208352
7735,204334
7735,206577
7735,207936
7735,208665
7735,204217
7735,205037
7735,206891
7735,205801
7735,206421
7735,203835
7735,208619
7735,203735
7735,207996
7735,204477
7735,206249
7735,206322
7735,208674
7735,206501
7735,204549
7735,207849
7735,208575
7735,204210
7735,208096
7735,203972
7735,207511
7735,207925
7735,204481
7735,204389
7735,205999
7735,206547
7735,205276
7735,205221
7735,208711
7735,204994
7735,205307
7735,205973
7735,204807
7735,207193
7735,207871
7735,208230
7735,206857
7735,206137
7735,203811
7735,205164
7735,208781
7735,208746
7735,205944
7735,204624
7735,206222
7735,207590
7735,207175
7735,203658
7735,208786
7735,205295
7735,203457
7735,204070
7735,206289
7735,207582
8935,203379
8935,206067
8935,207302
8935,207504
8935,206583
8935,207968
8935,208297
8935,205651
8935,205968
8935,206917
13805,207897
13805,206471
13805,206815
13805,207697
13805,206242
13805,205554
13805,203899
13805,203539
13805,205077
13805,207386
13805,207348
13805,208814
13805,203856
13805,207621
13805,207660
13805,206786
13805,207097
13805,204094
13805,206844
13805,207234
13805,208267
13805,205822
13805,208111
13805,203567
13805,206750
13805,205284
13805,206949
13805,207272
13805,208251
13805,208795
13805,203290
13805,207724
13805,206068
13805,208580
13805,203928
13805,204205
13805,204245
13805,206732
13805,204330
13805,204884
13805,204838
13805,207825
13805,203921
13805,208659
13805,203750
13805,206350
13805,205638
13805,207447
13805,208821
13805,208051
13805,205940
13805,207013
13805,203955
13805,206180
13805,206038
13805,208292
13805,205105
13805,206115
13805,208304
13805,207276
13805,207832
13805,203315
13805,204182
13805,203436
13805,205429
13805,204014
13805,204561
13805,207760
13805,207687
13805,206588
13805,203927
13805,206271
13805,204371
13805,205248
13805,206912
13805,204128
13805,204310
13805,206490
13805,204978
13805,204230
13805,205359
13805,205788
13805,204407
13805,206108
13805,205245
13805,204393
13805,206243
13805,208245
13805,204798
13805,208650
13805,207787
13805,205928
13805,204298
13805,203612
13805,204780
13805,208826
13805,207575
13805,206565
13805,206377
13805,207481
13805,208324
13805,208370
13805,207781
13805,205500
13805,208129
13805,207737
13805,206854
13805,205732
13805,204524
13805,205568
13805,204581
13805,208497
13805,207168
13805,204287
13805,204872
13805,203247
13805,205748
13805,205459
13805,207124
13805,206090
13805,203484
13805,206539
13805,203293
13805,207182
13805,204506
13805,205097
13805,205585
13805,208433
13805,203538
13805,206491
13805,203770
13805,207734
13805,208405
13805,205933
13805,205461
13805,208640
13805,204469
13805,207619
13805,205427
13805,203478
13805,208153
13805,205672
13805,204092
13805,205478
13805,208583
13805,204645
13805,207955
13805,203617
13805,205246
13805,207318
13805,204837
13805,206407
13805,205642
13805,204731
13805,206646
13805,206070
13805,206988
13805,204186
13805,204178
13805,206984
13805,204385
13805,208474
13805,207478
13805,208357
13805,205875
13805,208306
13805,207262
13805,206051
13805,207929
13805,204445
13805,203891
13805,206375
13805,208352
13805,204334
13805,206577
13805,207936
13805,208665
13805,204217
13805,205037
13805,204196
13805,204584
13805,206891
13805,205801
13805,206804
13805,206421
13805,203835
13805,208619
13805,206970
13805,203735
13805,207996
13805,204477
13805,208840
13805,203312
13805,206249
13805,206322
13805,208674
13805,206501
13805,204549
13805,207849
13805,208575
13805,204210
13805,208096
13805,203972
13805,208622
13805,207511
13805,207925
13805,204481
13805,204389
13805,205999
13805,206547
13805,205276
13805,206063
13805,206641
13805,205221
13805,208711
13805,204994
13805,205307
13805,205973
13805,204807
13805,208392
13805,208809
13805,203629
13805,207193
13805,207871
13805,208230
13805,206857
13805,206137
13805,203811
13805,205164
13805,205234
13805,208781
13805,208746
13805,205944
13805,204624
13805,206222
13805,207590
13805,207332
13805,207175
13805,206993
13805,203658
13805,206716
13805,207626
13805,208786
13805,205295
13805,203806
13805,208813
13805,205949
13805,203457
13805,204070
13805,206289
13805,207260
13805,206342
13805,206828
13805,208419
13805,205127
13805,205632
13805,207614
13805,204640
13805,203329
13805,206730
13805,206768
13805,207383
13805,205087
13805,207900
13805,206215
11734,208768
11734,207456
7189,204710
7189,205262
7189,205071
7189,207580
7189,204908
7230,207332
7230,205642
7230,206428
15449,203379
15449,206067
15449,207302
15449,207580
15449,204908
15449,206583
15449,205651
15449,206917
5785,205727
627,207332
627,205642
627,206428
627,205429
627,208295
627,207205
627,207827
627,204270
627,206355
627,205691
627,204937
627,204604
627,206268
627,204056
627,208652
627,207634
627,205409
627,206086
627,206830
627,203745
627,206627
627,205014
627,203271
627,206654
627,203526
627,207646
627,207990
627,208622
627,208659
627,208129
627,204506
627,204210
627,207511
627,205221
627,205307
627,206857
627,206277
19950,206564
19950,208071
19950,208622
20879,207464
14581,208622
14723,207720
14723,208810
14723,206673
14723,207772
14723,208731
14723,208629
14723,207588
4616,204562
4616,204696
784,207332
784,205642
784,206428
784,204362
784,206134
784,203488
15268,208622
14019,207161
14019,207573
6179,208213
6179,205475
6179,204971
5834,206844
5834,207383
3587,204677
3587,204575
3587,206137
3587,203432
5461,204971
5461,208784
5461,205664
5461,207580
5461,204908
4468,207580
4468,204908
4468,208297
4468,205651
4468,205968
7896,205712
7896,207580
7896,204908
16395,203947
16395,207546
16395,205923
16395,205194
16395,204855
10731,206682
10731,205837
10731,205811
10731,206200
10731,207360
10731,204040
10731,204971
10731,208784
10731,205664
10731,206955
10731,204496
10731,205018
10731,203263
10731,208529
10731,208690
10731,205331
10731,203479
10731,204138
10731,205913
10731,204851
10731,207015
10731,204760
10731,204740
10731,207580
10731,204908
10731,203281
10731,207879
10731,206344
10731,206535
10731,203527
10731,204102
10731,203252
10731,205380
10731,204554
10731,204537
10731,208645
10731,203343
10731,204253
10731,204522
10731,203923
10731,205776
10731,207547
10731,206399
10731,207527
10731,204339
10731,208274
10731,206506
10731,206630
10731,206846
10731,206393
10731,205936
10731,203339
10731,205161
10731,208387
10731,203553
10731,203565
10731,208078
10731,204582
3964,207834
177,208196
15517,206200
15517,207360
15517,208784
15517,206828
15517,207980
15517,205984
15517,205951
15517,203527
15517,204102
15517,203252
15517,205380
15517,204537
15517,204253
15517,207547
15517,207527
15517,204339
15517,208274
15517,203339
15517,208387
15517,203553
15517,206672
15517,204757
12027,206682
12027,208542
12027,204908
12027,205951
12027,207834
12027,205128
12027,207981
18652,205475
20637,204362
20637,203488
18555,205429
18555,208295
18555,205689
18555,204695
18555,205121
18555,203324
5868,206707
5868,204459
5868,208525
6687,208622
4036,205484
4036,203608
4036,208245
13364,207580
13364,204908
13364,207205
13364,207827
13364,204270
13364,206355
13364,205691
13364,204937
13364,204604
13364,206268
13364,204056
13364,208652
13364,207634
13364,205409
13364,206086
13364,206830
13364,203745
13364,206627
13364,205014
13364,203271
13364,206654
13364,203526
13364,207646
13364,207990
13364,208622
5132,207580
5132,204908
10126,207580
10126,204908
17159,207121
17159,206877
17159,208294
17159,207568
17159,206538
17159,203680
21640,205496
21640,208130
18743,204714
18743,205294
18743,206851
18743,204347
18743,206073
18743,207580
18743,204908
18743,204065
18743,208408
18743,205847
18743,203252
18743,205380
18743,204554
18743,204537
18743,208645
18743,203343
18743,204253
18743,204522
18743,203923
18743,205776
18743,207547
18743,204971
18743,206399
18743,207527
18743,207360
18743,204339
18743,208274
18743,206200
18743,203527
18743,206506
18743,206630
18743,206846
18743,206393
18743,205936
18743,205664
18743,203339
18743,205161
18743,208387
18743,203553
4824,204475
4824,204106
4824,207931
4824,205829
7424,207653
7491,206917
7491,204362
7491,207916
7491,204746
7491,205693
7491,208358
7491,204588
7491,206919
7491,206583
7491,206463
7491,208297
7491,205651
7491,208057
7491,205440
7491,205968
7491,203488
7491,204889
5704,206705
5704,206514
5704,204829
3692,204710
16524,207580
16524,204908
2629,205353
2629,206573
2629,207213
2629,205033
2629,204444
5136,207442
5136,208603
13892,207332
13892,205642
13892,206428
13892,206955
13892,208622
5476,207161
5476,207573
5961,206200
5961,207360
5961,205603
5961,208386
5961,208245
5961,204746
5961,207580
5961,204908
5961,206276
5961,205847
5961,208297
5961,205651
5961,208621
5961,205968
5961,204582
5961,206917
5961,207582
5423,207332
5423,205642
5423,206428
5423,204994
5423,207032
5423,205532
5423,207749
5423,205887
5423,204893
5423,207673
5423,204708
5423,207595
5423,204170
5423,206667
5423,205132
5423,205415
5423,208832
5423,207486
5423,205609
5423,206545
5423,204158
5423,203963
5423,207090
5423,206874
5423,204679
5423,204631
5423,206936
5423,206117
5423,207798
5423,205042
5423,205880
5423,207994
5423,205426
5423,204318
5423,204655
5423,204809
5423,203978
5423,204283
5423,205353
5423,206573
5423,204336
5423,208622
5423,203441
21390,206086
21390,204562
21390,204630
21390,205227
21390,204830
21390,208245
17896,206564
17896,204630
17896,204696
17896,208622
17896,204819
6315,206716
6315,206645
6315,207510
20943,205576
20943,206658
20943,204424
20943,207204
20943,204202
20943,204349
20943,205368
20943,207875
9589,206200
9589,207360
9589,205429
9589,208295
9589,205250
9589,206086
9589,204630
9589,205611
9589,205080
9589,207580
9589,204908
9589,207444
9589,207205
9589,207827
9589,204270
9589,206355
9589,205691
9589,204937
9589,204604
9589,206268
9589,204056
9589,208652
9589,207634
9589,205409
9589,206830
9589,203745
9589,206627
9589,205014
9589,203271
9589,206654
9589,203526
9589,207646
9589,207990
9589,206917
9589,203753
9589,203475
18082,207332
18082,205642
18082,206428
18082,205603
18082,206934
18082,203629
18082,208522
18082,207205
18082,207827
18082,204270
18082,206355
18082,205691
18082,204937
18082,204604
18082,206268
18082,204056
18082,208652
18082,207634
18082,205409
18082,206086
18082,206830
18082,203745
18082,206627
18082,205014
18082,203271
18082,206654
18082,203526
18082,207646
18082,207990
18082,203567
11662,205926
11662,205550
8305,206073
7649,205429
7649,208295
7649,208245
2597,205475
6077,206086
6077,204058
6077,208311
8906,207332
8906,205642
8906,206428
5033,205959
8382,206731
15344,203466
15344,206731
15344,204710
15344,206975
15344,205424
15344,207341
15344,208762
15344,203784
15344,206955
15344,206900
15344,208622
18174,207965
18174,204887
9515,207332
9515,205642
9515,206428
9515,208622
383,204138
383,205913
383,203565
383,208078
9105,206120
9105,204175
21709,204710
21709,206200
21709,207360
21709,207580
21709,204908
21709,207483
21709,205847
21709,204971
16813,204113
16813,208623
16813,207919
16813,205121
16813,207182
16813,203856
16813,207626
16813,203732
16813,204773
16813,208622
16813,205249
16813,208051
16813,204372
16813,208245
2058,207332
2058,205642
2058,206428
2058,204747
12582,204971
9703,205642
9703,206428
9703,204795
21522,206768
5514,207609
5514,205591
5514,206173
5514,204951
5514,204493
5514,208622
11636,206051
11636,204279
16155,207319
16155,206857
16155,206572
16155,205642
16155,206428
16155,207897
16155,206471
16155,206815
16155,207697
16155,205554
16155,205077
16155,207660
16155,207097
16155,204094
16155,207234
16155,205822
16155,206750
16155,205284
16155,206949
16155,207272
16155,208795
16155,203290
16155,207724
16155,208580
16155,203928
16155,204205
16155,204245
16155,206732
16155,204330
16155,204884
16155,207825
16155,203921
16155,208659
16155,203750
16155,206350
16155,205638
16155,207447
16155,208821
16155,208051
16155,207013
16155,203955
16155,206180
16155,206038
16155,208292
16155,205105
16155,206115
16155,208304
16155,207276
16155,207832
16155,203315
16155,203436
16155,205429
16155,204561
16155,207687
16155,206588
16155,204371
16155,204128
16155,206490
16155,204230
16155,205788
16155,206108
16155,204393
16155,206243
16155,208245
16155,208650
16155,207787
16155,205928
16155,203612
16155,208826
16155,207575
16155,206565
16155,208370
16155,207781
16155,205500
16155,208129
16155,207737
16155,206854
16155,207168
16155,205748
16155,207124
16155,203484
16155,206539
16155,203293
16155,204506
16155,206491
16155,207734
16155,208405
16155,208640
16155,204469
16155,208153
16155,204092
16155,205478
16155,208583
16155,207955
16155,203617
16155,205246
16155,204731
16155,206646
16155,206988
16155,204186
16155,204178
16155,208474
16155,207478
16155,208357
16155,208306
16155,207262
16155,204445
16155,206375
16155,208352
16155,204334
16155,206577
16155,207936
16155,208665
16155,204217
16155,205801
16155,206421
16155,203835
16155,208619
16155,203735
16155,207996
16155,204477
16155,208840
16155,206249
16155,206322
16155,208674
16155,206501
16155,204549
16155,207849
16155,208575
16155,204210
16155,208096
16155,203972
16155,207511
16155,207925
16155,204481
16155,204389
16155,205999
16155,206547
16155,205276
16155,205221
16155,208711
16155,204994
16155,205307
16155,205973
16155,204807
16155,207193
16155,208230
16155,206137
16155,203811
16155,205164
16155,208781
16155,208746
16155,205944
16155,204624
16155,206222
16155,207590
16155,207175
16155,203658
16155,208786
16155,205295
16155,203457
16155,204070
16155,206289
16155,206086
16155,204058
16155,208311
16155,204085
16155,206436
16155,208656
16155,203783
16155,204397
16155,207161
16155,207573
16155,207294
16155,207204
16155,204202
16155,205283
16155,208045
16155,205530
16155,204605
16155,207979
16155,203678
16155,204007
16155,208513
16155,207496
16155,205779
16155,207672
16155,204972
16155,205189
16155,207349
16155,207953
16155,206585
16155,207677
16155,207861
16155,204647
16155,203548
16155,204850
16155,205998
16155,204021
16155,205680
16155,203934
16155,206001
16155,206811
16155,205989
16155,203441
16155,207905
16155,205330
16155,203325
16155,208463
16155,205337
16155,206747
16155,207266
16155,204488
16155,208470
16155,207166
16155,204533
16155,204067
16155,203356
16155,208310
16155,206439
16155,205178
16155,207296
16155,203447
16155,206027
16155,204521
16155,204114
16155,206735
16155,203894
16155,206745
16155,207777
16155,208715
16155,204125
16155,208503
16155,204514
16155,207297
16155,203375
16155,208792
16155,208124
16155,206058
16155,207873
16155,204996
16155,205137
16155,206346
16155,206163
16155,208597
16155,203354
16155,205322
16155,205338
16155,205405
16155,208521
16155,206315
16155,207658
16155,203418
16155,204900
16155,205885
16155,208737
16155,205260
16155,207321
16155,205988
16155,206676
16155,206985
16155,207589
16155,205046
16155,206595
16155,205162
16155,206940
16155,204455
16155,206092
16155,206462
16155,208391
16155,204857
16155,204705
16155,207326
16155,203852
16155,205336
16155,204936
16155,203437
16155,205574
16155,203599
16155,203590
16155,207666
16155,203635
16155,204585
16155,206297
16155,207117
16155,207554
16155,208670
16155,205813
16155,206133
16155,206234
16155,206187
16155,205087
16155,207459
16155,205223
16155,208303
16155,206697
16155,206216
16155,205735
16155,208326
16155,207705
16155,205922
16155,207109
16155,205173
16155,206483
16155,205863
16155,205078
16155,207497
16155,204963
16155,204680
16155,204281
16155,208218
16155,203808
16155,207609
16155,205591
16155,206173
16155,203740
16155,206768
16155,205368
16155,206276
16155,207383
16155,204493
16155,204971
1495,207332
1495,205642
1495,206428
17504,206682
17504,204302
17504,207567
17504,204710
17504,203790
17504,203771
17504,206158
17504,203353
17504,208739
17504,204737
17504,208371
17504,206409
17504,204856
17504,208514
17504,203461
17504,207580
17504,204908
17504,206955
17504,205951
17504,204773
17504,203785
17504,206905
17504,203938
17504,207657
17504,208656
9380,204302
9380,207567
9380,207496
9380,204972
9380,203548
9380,204021
9380,203325
9380,207266
9380,203356
9380,203447
9380,204521
9380,203894
9380,203375
9380,206163
9380,203354
9380,207658
9380,208737
9380,206985
9380,206940
9380,208391
9380,204857
