target_entrez,disease_icd10
17620,204837
17620,206407
17620,206070
17620,206984
17620,204385
17620,206051
17620,207929
17620,203891
17620,204196
17620,206970
17620,203312
17620,206063
17620,208392
17620,203629
17620,205234
17620,206993
17620,206716
17620,207626
17620,205949
17620,204514
17620,203972
17620,203293
17620,207332
17620,208840
17620,204704
17620,204186
20051,206242
20051,203899
20051,203539
20051,207386
20051,207348
20051,203856
20051,207621
20051,206786
20051,208267
20051,208111
20051,208251
20051,206068
20051,204838
20051,205940
20051,204014
20051,206271
20051,206912
20051,204310
20051,204978
20051,205359
20051,205245
20051,204798
20051,204298
20051,204780
20051,206377
20051,208324
20051,205732
20051,204524
20051,205568
20051,204581
20051,208497
20051,204287
20051,204872
20051,205459
20051,207182
20051,205097
20051,205585
20051,203538
20051,205933
20051,205461
20051,207619
20051,205427
20051,205672
20051,207318
20051,204837
20051,206407
20051,206070
20051,206984
20051,204385
20051,206051
20051,207929
20051,203891
20051,204196
20051,204584
20051,206804
20051,206970
20051,203312
20051,206063
20051,206641
20051,208392
20051,208809
20051,203629
20051,205234
20051,206993
20051,206716
20051,207626
20051,203806
20051,208813
20051,205949
20051,205176
20051,205998
20051,204514
20051,208188
4615,206870
64,206870
9196,206242
9196,203899
9196,203539
9196,207386
9196,207348
9196,203856
9196,207621
9196,206786
9196,208267
9196,208111
9196,208251
9196,206068
9196,204838
9196,205940
9196,204014
9196,206271
9196,206912
9196,204310
9196,204978
9196,205359
9196,205245
9196,204798
9196,204298
9196,204780
9196,206377
9196,208324
9196,205732
9196,204524
9196,205568
9196,204581
9196,208497
9196,204287
9196,204872
9196,205459
9196,207182
9196,205097
9196,205585
9196,203538
9196,205933
9196,205461
9196,207619
9196,205427
9196,205672
9196,207318
9196,204837
9196,206407
9196,206070
9196,206984
9196,204385
9196,206051
9196,207929
9196,203891
9196,204196
9196,204584
9196,206804
9196,206970
9196,203312
9196,206063
9196,206641
9196,208392
9196,208809
9196,203629
9196,205234
9196,206993
9196,206716
9196,207626
9196,203806
9196,208813
9196,205949
443,205248
443,207540
7668,208425
7668,208234
7668,207260
7668,206342
7668,208419
7668,205127
7668,203551
7668,204149
7668,208015
7668,208084
7668,204880
7668,204909
7668,204270
7668,208151
7668,203671
7668,205277
7668,208710
7668,205575
7668,207268
7668,207930
7668,205370
7668,204238
7668,207566
7668,204229
7668,205490
7668,208589
7668,206814
7668,207424
7668,206078
7668,208632
7668,205250
7668,207369
7668,205339
7668,207732
7668,204168
7668,204470
7668,207335
7668,203244
7668,204519
7668,203543
7668,206219
7668,206220
7668,208582
7668,206835
7668,207159
7668,203812
7668,208378
7668,203883
7668,205196
7668,208518
7668,204770
7668,207653
7668,204248
7668,208288
7668,207313
7668,204784
7668,204119
7668,207122
7668,206336
7668,205247
7668,204540
7668,205571
7668,208819
7668,206165
7668,203833
7668,203507
7668,208250
7668,207532
7668,207213
7668,206440
7668,208282
7668,208834
7668,206834
7668,205937
7668,203949
7668,204560
7668,206551
7668,208435
7668,204224
7668,205398
7668,208615
7668,205076
7668,207155
7668,208118
7668,204444
7668,208593
7668,203646
7668,205448
7668,208596
7668,203481
7668,208272
7668,207706
7668,205020
7668,204422
7668,204790
7668,204544
7668,206397
7668,205650
7668,208634
7668,208374
7668,205373
7668,207163
7668,206267
7668,204398
7668,205687
7668,203703
7668,208512
7668,208756
7668,204858
7668,205166
7668,206085
7668,203690
7668,203898
7668,206740
7668,204991
7668,207627
7668,204056
7668,207634
7668,204192
7668,204800
7668,206410
7668,208354
7668,203529
7668,207802
7668,205657
7668,208145
7668,204285
7668,207038
7668,208782
7668,203404
7668,207768
7668,208060
7668,208452
7668,206218
7668,207018
7668,205479
7668,203893
7668,208703
7668,205225
7668,206040
7668,204171
7668,205488
7668,207415
7668,208110
7668,206202
7668,207952
7668,205069
7668,204365
7668,204342
7668,205545
7668,204166
7668,204296
7668,204596
7668,206830
7668,206086
7668,205965
7668,203255
7668,204382
7668,208652
7668,207205
7668,207465
7668,207578
7668,207827
7668,206355
7668,205691
7668,204937
7668,204604
7668,206268
7668,203745
7668,206627
7668,205014
7668,206654
7668,207646
7668,207990
7668,208331
7668,208264
7668,204508
7668,205331
7668,204405
7668,203271
7668,208018
7668,207851
7668,207528
7668,205142
7668,208166
7668,208602
7668,207533
7668,204102
7668,205409
7668,204502
7668,203503
7668,203801
7668,207077
7668,205897
7668,206836
7668,207434
7668,207035
7668,208049
7668,207249
7668,207336
7668,206666
7668,208191
7668,204630
21271,206473
18350,205262
5098,205248
9349,205248
19042,208169
19042,207763
19042,207332
19042,204378
19042,208134
19042,204249
19042,206190
19042,206012
19042,207145
19042,207307
19042,208182
19042,207363
19042,203499
19042,206723
19042,203881
19042,205807
19042,205403
19042,207453
19042,207591
19042,204027
19042,207031
19042,205660
19042,207179
19042,208231
19042,203931
19042,203926
19042,207240
19042,205673
19042,208477
19042,204302
19042,204611
19042,206418
19042,206241
19042,204630
19042,203319
19042,206897
19042,204886
19042,207742
19042,204856
19042,207086
19042,204622
5409,207584
4196,204302
4196,205516
13138,206089
13138,204017
13138,205395
13138,206386
13138,207543
13138,203550
13138,208064
13138,206844
15305,207578
15305,206241
15305,207260
15305,206342
15305,208419
15305,205127
15305,205942
15305,204611
15305,203453
15305,206242
15305,203899
15305,203539
15305,207386
15305,207348
15305,203856
15305,207621
15305,206786
15305,208267
15305,208111
15305,208251
15305,206068
15305,204838
15305,205940
15305,204014
15305,206271
15305,206912
15305,204310
15305,204978
15305,205359
15305,205245
15305,204798
15305,204298
15305,204780
15305,206377
15305,208324
15305,205732
15305,204524
15305,205568
15305,204581
15305,208497
15305,204287
15305,204872
15305,205459
15305,207182
15305,205097
15305,205585
15305,203538
15305,205933
15305,205461
15305,207619
15305,205427
15305,205672
15305,207318
15305,204837
15305,206407
15305,206070
15305,206984
15305,204385
15305,206051
15305,207929
15305,203891
15305,204196
15305,204584
15305,206804
15305,206970
15305,203312
15305,206063
15305,206641
15305,208392
15305,208809
15305,203629
15305,205234
15305,206993
15305,206716
15305,207626
15305,203806
15305,208813
15305,205949
15305,206617
7737,207580
7737,208577
7737,204159
7737,204622
7737,207135
21092,208305
11149,206218
15899,208678
15899,205359
15899,208814
15899,204182
15899,207760
15899,203927
15899,204407
15899,203247
15899,206090
15899,203770
15899,203478
15899,205875
15899,205037
15899,206891
15899,207871
15899,206242
15899,203899
15899,203539
15899,207386
15899,207348
15899,203856
15899,207621
15899,206786
15899,208267
15899,208111
15899,208251
15899,206068
15899,204838
15899,205940
15899,204014
15899,206271
15899,206912
15899,204310
15899,204978
15899,205245
15899,204798
15899,204298
15899,204780
15899,206377
15899,208324
15899,205732
15899,204524
15899,205568
15899,204581
15899,208497
15899,204287
15899,204872
15899,205459
15899,207182
15899,205097
15899,205585
15899,203538
15899,205933
15899,205461
15899,207619
15899,205427
15899,205672
15899,207318
15899,204837
15899,206407
15899,206070
15899,206984
15899,204385
15899,206051
15899,207929
15899,203891
15899,204196
15899,204584
15899,206804
15899,206970
15899,203312
15899,206063
15899,206641
15899,208392
15899,208809
15899,203629
15899,205234
15899,206993
15899,206716
15899,207626
15899,203806
15899,208813
15899,205949
15899,203972
15899,206844
15899,207584
15899,207683
15899,208551
15899,205684
821,203538
821,206068
821,207386
821,208497
821,207683
821,205359
821,204584
821,205585
821,208813
821,206641
821,208809
821,204581
821,205998
821,203539
821,204014
821,206804
821,203806
821,206242
821,203899
821,207348
821,203856
821,207621
821,206786
821,208267
821,208111
821,208251
821,204838
821,205940
821,206271
821,206912
821,204310
821,204978
821,205245
821,204798
821,204298
821,204780
821,206377
821,208324
821,205732
821,204524
821,205568
821,204287
821,204872
821,205459
821,207182
821,205097
821,205933
821,205461
821,207619
821,205427
821,205672
821,207318
821,204837
821,206407
821,206070
821,206984
821,204385
821,206051
821,207929
821,203891
821,204196
821,206970
821,203312
821,206063
821,208392
821,203629
821,205234
821,206993
821,206716
821,207626
821,205949
821,204514
821,204489
821,208684
821,207204
821,207584
821,203784
821,208840
821,206844
821,203319
821,206897
821,204630
821,204886
821,207742
821,208282
7814,205176
20549,205176
4087,205176
7814,208497
20549,208497
4087,208497
7814,208814
20549,208814
4087,208814
7814,204182
20549,204182
4087,204182
7814,207760
20549,207760
4087,207760
7814,203927
20549,203927
4087,203927
7814,204407
20549,204407
4087,204407
7814,203247
20549,203247
4087,203247
7814,206090
20549,206090
4087,206090
7814,203770
20549,203770
4087,203770
7814,203478
20549,203478
4087,203478
7814,205875
20549,205875
4087,205875
7814,205037
20549,205037
4087,205037
7814,206891
20549,206891
4087,206891
7814,207871
20549,207871
4087,207871
11247,204371
11247,206844
11247,208814
11247,204182
11247,207760
11247,203927
11247,204407
11247,203247
11247,206090
11247,203770
11247,203478
11247,205875
11247,205037
11247,206891
11247,207871
11247,207897
11247,208433
11247,208622
21972,206729
21972,206830
21972,207706
21972,205020
21972,203481
21972,204422
21972,204790
21972,204544
21972,206397
21972,205650
21972,208634
21972,208374
21972,205373
21972,207163
21972,208596
21972,206267
21972,204398
21972,205687
21972,203703
21972,208512
21972,208756
21972,204858
21972,205166
21972,206085
21972,203690
21972,203898
21972,206740
21972,205917
21972,204604
21972,205942
21972,206241
21972,208301
21972,208579
11230,204458
11230,208778
8030,206682
8030,203772
8030,205111
8030,206941
8030,204357
8030,204785
8030,207770
8030,205659
8030,207029
8030,205651
8030,208297
8030,207608
8030,208269
8030,204378
8030,208134
8030,204249
8030,206190
8030,206012
8030,207145
8030,207307
8030,208182
8030,207363
8030,203499
8030,206723
8030,203881
8030,205807
8030,205403
8030,207453
8030,207591
8030,204027
8030,207031
8030,205660
8030,207179
8030,208231
8030,203931
8030,203926
8030,207240
8030,207015
8030,207450
8030,208123
10155,203772
10155,205111
10155,206941
10155,204357
10155,204785
10155,207770
10155,205659
10155,207029
10155,205651
10155,208297
10155,207608
10155,208269
10155,207015
10155,207450
2444,204909
2444,204270
2444,208151
2444,203671
2444,205277
2444,208710
2444,205575
2444,207268
2444,207930
2444,205370
2444,204238
2444,207566
2444,204229
2444,205490
2444,208589
2444,204149
2444,206814
2444,207424
2444,206078
2444,208632
2444,205250
2444,207369
2444,205339
2444,207732
2444,204168
2444,203551
2444,204470
2444,207335
2444,203244
2444,204519
2444,203543
2444,206219
2444,206220
2444,208582
2444,206835
2444,207159
2444,203812
2444,208378
2444,203883
2444,205196
2444,208518
2444,204770
2444,207653
2444,204248
2444,208288
2444,207313
2444,204784
2444,204119
2444,207122
2444,206336
2444,205247
2444,204540
2444,205571
2444,208819
2444,206165
2444,203833
2444,203507
2444,208250
2444,207532
2444,207213
2444,206440
2444,208282
2444,208834
2444,206834
2444,205937
2444,203949
2444,204560
2444,206551
2444,208435
2444,204224
2444,205398
2444,208015
2444,208615
2444,205076
2444,207155
2444,208118
2444,204444
2444,208593
2444,203646
2444,205448
2444,208596
2444,203481
2444,208272
2444,207706
2444,205020
2444,204422
2444,204790
2444,204544
2444,206397
2444,205650
2444,208634
2444,208374
2444,205373
2444,207163
2444,206267
2444,204398
2444,205687
2444,203703
2444,208512
2444,208756
2444,204858
2444,205166
2444,206085
2444,203690
2444,203898
2444,206740
2444,204991
2444,207260
2444,207627
2444,204056
2444,207634
2444,204192
2444,204800
2444,206410
2444,208354
2444,203529
2444,207802
2444,205657
2444,208145
2444,204285
2444,207038
2444,208782
2444,203404
2444,207768
2444,208060
2444,208452
2444,206218
2444,207018
2444,205479
2444,203893
2444,208703
2444,205225
2444,206040
2444,204171
2444,205488
2444,207415
2444,208110
2444,206202
2444,207952
2444,205069
2444,204365
2444,204342
2444,205545
2444,204166
2444,204296
2444,204596
2444,206830
2444,206086
2444,205965
2444,206342
2444,203255
2444,204382
2444,208652
2444,207205
2444,208419
2444,207465
2444,207578
2444,207827
2444,206355
2444,205691
2444,204937
2444,204604
2444,206268
2444,203745
2444,206627
2444,205014
2444,206654
2444,207646
2444,207990
2444,208331
2444,208264
2444,204508
2444,205331
2444,204405
2444,203271
2444,208018
2444,207851
2444,207528
2444,205142
2444,208166
2444,205127
2444,208602
2444,207533
2444,204102
2444,205409
2444,204502
2444,203503
2444,203801
2444,207077
2444,205897
2444,206836
2444,207434
2444,207035
2444,208049
2444,207249
2444,207336
2444,206666
2444,208191
1672,203551
1672,204149
1672,208015
21861,204909
21861,204270
21861,208151
21861,203671
21861,205277
21861,208710
21861,205575
21861,207268
21861,207930
21861,205370
21861,204238
21861,207566
21861,204229
21861,205490
21861,208589
21861,204149
21861,206814
21861,207424
21861,206078
21861,208632
21861,205250
21861,207369
21861,205339
21861,207732
21861,204168
21861,203551
21861,204470
21861,207335
21861,203244
21861,204519
21861,203543
21861,206219
21861,206220
21861,208582
21861,206835
21861,207159
21861,203812
21861,208378
21861,203883
21861,205196
21861,208518
21861,204770
21861,207653
21861,204248
21861,208288
21861,207313
21861,204784
21861,204119
21861,207122
21861,206336
21861,205247
21861,204540
21861,205571
21861,208819
21861,206165
21861,203833
21861,203507
21861,208250
21861,207532
21861,207213
21861,206440
21861,208282
21861,208834
21861,206834
21861,205937
21861,203949
21861,204560
21861,206551
21861,208435
21861,204224
21861,205398
21861,208015
21861,208615
21861,205076
21861,207155
21861,208118
21861,204444
21861,208593
21861,203646
21861,205448
21861,208596
21861,203481
21861,208272
21861,207706
21861,205020
21861,204422
21861,204790
21861,204544
21861,206397
21861,205650
21861,208634
21861,208374
21861,205373
21861,207163
21861,206267
21861,204398
21861,205687
21861,203703
21861,208512
21861,208756
21861,204858
21861,205166
21861,206085
21861,203690
21861,203898
21861,206740
21861,204991
21861,207260
21861,207627
21861,204056
21861,207634
21861,204192
21861,204800
21861,206410
21861,208354
21861,203529
21861,207802
21861,205657
21861,208145
21861,204285
21861,207038
21861,208782
21861,203404
21861,207768
21861,208060
21861,208452
21861,206218
21861,207018
21861,205479
21861,203893
21861,208703
21861,205225
21861,206040
21861,204171
21861,205488
21861,207415
21861,208110
21861,206202
21861,207952
21861,205069
21861,204365
21861,204342
21861,205545
21861,204166
21861,204296
21861,204596
21861,206830
21861,206086
21861,205965
21861,206342
21861,203255
21861,204382
21861,208652
21861,207205
21861,208419
21861,207465
21861,207578
21861,207827
21861,206355
21861,205691
21861,204937
21861,204604
21861,206268
21861,203745
21861,206627
21861,205014
21861,206654
21861,207646
21861,207990
21861,208331
21861,208264
21861,204508
21861,205331
21861,204405
21861,203271
21861,208018
21861,207851
21861,207528
21861,205142
21861,208166
21861,205127
21861,208602
21861,207533
21861,204102
21861,205409
21861,204502
21861,203503
21861,203801
21861,207077
21861,205897
21861,206836
21861,207434
21861,207035
21861,208049
21861,207249
21861,207336
21861,206666
21861,208191
21861,205977
18755,205635
18755,204302
16923,206844
6782,207894
6782,203551
6782,204149
6782,208015
3764,205248
3764,208245
3764,203567
3764,206588
3764,206857
3764,203972
3764,206844
3764,207481
3764,206241
3764,207540
3764,207584
3764,205427
3764,207332
3764,208622
3764,203319
3764,206897
3764,204630
3764,204886
3764,207742
1626,207141
18755,207141
1626,205365
18755,205365
4801,206241
4973,207124
4973,206242
4973,203899
4973,203539
4973,207386
4973,207348
4973,203856
4973,207621
4973,206786
4973,208267
4973,208111
4973,208251
4973,206068
4973,204838
4973,205940
4973,204014
4973,206271
4973,206912
4973,204310
4973,204978
4973,205359
4973,205245
4973,204798
4973,204298
4973,204780
4973,206377
4973,208324
4973,205732
4973,204524
4973,205568
4973,204581
4973,208497
4973,204287
4973,204872
4973,205459
4973,207182
4973,205097
4973,205585
4973,203538
4973,205933
4973,205461
4973,207619
4973,205427
4973,205672
4973,207318
4973,204837
4973,206407
4973,206070
4973,206984
4973,204385
4973,206051
4973,207929
4973,203891
4973,204196
4973,204584
4973,206804
4973,206970
4973,203312
4973,206063
4973,206641
4973,208392
4973,208809
4973,203629
4973,205234
4973,206993
4973,206716
4973,207626
4973,203806
4973,208813
4973,205949
4973,203972
4973,203493
4973,205118
4973,208433
4973,205178
4973,204302
4973,207793
4973,203453
4973,203567
4973,207015
4973,208678
4973,208840
4973,208814
4973,204182
4973,207760
4973,203927
4973,204407
4973,203247
4973,206090
4973,203770
4973,203478
4973,205875
4973,205037
4973,206891
4973,207871
4973,203573
14573,205118
14573,206787
14573,206844
15035,208433
3019,206342
3019,207260
3019,208419
3019,205127
3019,207152
3019,206830
3019,204937
3019,206268
3019,204604
3019,203551
3019,204149
3019,208015
3019,208602
3019,207434
3019,204302
3019,204166
13679,207015
13679,207450
12782,206290
12782,208282
17419,208206
17419,203551
17419,204149
17419,208015
17367,207027
17367,207182
17367,203539
17367,205221
17367,204166
17367,203538
17367,206588
17367,206844
17367,204371
17367,206988
17367,208622
17367,204645
17367,206857
17367,203926
17367,204584
17367,207386
17367,206068
17367,205585
17367,208813
17367,206641
17367,208809
17367,204581
17367,205359
17367,205998
17367,204014
17367,206804
17367,203806
17367,206242
17367,203899
17367,207348
17367,203856
17367,207621
17367,206786
17367,208267
17367,208111
17367,208251
17367,204838
17367,205940
17367,206271
17367,206912
17367,204310
17367,204978
17367,205245
17367,204798
17367,204298
17367,204780
17367,206377
17367,208324
17367,205732
17367,204524
17367,205568
17367,208497
17367,204287
17367,204872
17367,205459
17367,205097
17367,205933
17367,205461
17367,207619
17367,205427
17367,205672
17367,207318
17367,204837
17367,206407
17367,206070
17367,206984
17367,204385
17367,206051
17367,207929
17367,203891
17367,204196
17367,206970
17367,203312
17367,206063
17367,208392
17367,203629
17367,205234
17367,206993
17367,206716
17367,207626
17367,205949
17367,204514
17367,208245
17367,205277
17367,208710
17367,205575
17367,208081
17367,207015
17367,207450
17367,208433
17367,208579
21428,205248
9809,204673
9809,207471
9809,207239
9809,207323
9809,208076
9809,205186
9809,204139
9809,208089
9809,207704
9809,204458
9809,208778
9809,203772
9809,205111
9809,206941
9809,204357
9809,204785
9809,207770
9809,205659
9809,207029
9809,205651
9809,208297
9809,207608
9809,208269
9809,204629
9809,203641
9809,205381
9809,206020
9809,207264
9809,205179
9809,205083
9809,204974
9809,207584
9809,204302
9809,206467
9809,206870
9809,207015
9809,207450
4242,204458
4242,208778
4242,207332
4879,203319
4879,206897
4879,204630
4879,204886
4879,207742
4879,204856
21612,203319
21612,206897
21612,204630
21612,204886
21612,207742
21612,207351
21612,206560
21612,203723
21612,207116
21612,205982
21612,205329
21612,206183
21612,204252
21612,206204
21612,205236
21612,208276
21612,205463
21612,208030
21612,207987
21612,205251
21612,208712
21612,204428
21612,205266
21612,203348
21612,208094
21612,206769
21612,207949
21612,205607
21612,205654
21612,205610
21612,208385
21612,204979
21612,203287
21612,204726
21612,208338
21612,203496
21612,205028
21612,204594
21612,207536
21612,205791
21612,208576
21612,206552
21612,206066
21612,204888
21612,204672
21612,207560
21612,206669
21612,206379
21612,205299
21612,203830
21612,205259
21612,206004
21612,206621
21612,206705
3765,208433
3765,204994
9955,207611
9522,207562
9522,205805
9522,207664
9522,207138
9522,205252
9522,207065
9522,203277
9522,203407
9522,205024
9522,208195
9522,207373
9522,208720
9522,204577
9522,204513
9522,206160
9522,206859
9522,207563
9522,204541
9522,204142
9522,206214
9522,206450
9522,206026
9522,206632
9522,208736
9522,207731
9522,205396
9522,206320
9522,206461
9522,208040
9522,205743
9522,207304
9522,203444
9522,203265
9522,207113
9522,203443
9522,205425
9522,203664
9522,203483
9522,207194
9522,205053
9522,206947
9522,203857
9522,205093
9522,203815
9522,206950
9522,204472
9522,206086
9522,205221
9522,204683
9522,204302
9522,206218
9522,206212
12807,203620
12807,206604
12807,208468
12807,206791
12807,205074
12807,206568
12807,208661
12807,206673
12807,206007
12807,207516
12807,203300
12807,203516
12807,205408
12807,204799
12807,203368
12807,206554
12807,204294
12807,204517
12807,204868
12807,204853
12807,206555
12807,203578
12807,206383
12807,205430
12807,204053
12807,205156
12807,204144
12807,208307
12807,208263
12807,206805
12807,205115
12807,206478
12807,207184
12807,204156
12807,205063
12807,206570
12807,204187
12807,206467
12807,204056
12807,203319
12807,206897
12807,204630
12807,204886
12807,207742
12807,203551
12807,204149
12807,208015
12807,203453
12807,204856
19450,204486
17253,203425
17253,205174
17253,204302
17253,205516
17253,207600
17253,205532
17253,204718
12473,203539
12473,203608
12473,204760
12473,207027
12715,203567
5136,204604
5136,204800
5136,206410
5136,208354
5136,203529
5136,207802
5136,205657
5136,208145
5136,204285
5136,207038
5136,208782
5136,204192
5136,203404
5136,207768
5136,208272
5136,205370
5136,208060
5136,208452
5136,206218
5136,207018
5136,205479
5136,203893
5136,208703
5136,205225
5136,206040
5136,204171
5136,208589
5136,205488
5136,207415
5136,208110
5136,206202
5136,207952
5136,207268
5136,205069
5136,204365
5136,204342
5136,205490
5136,205545
5136,204166
5136,207763
5136,206086
5136,207689
5136,204454
5136,204958
5136,206464
5136,207843
5136,204098
5136,203909
5136,207409
5136,208730
5136,204135
5136,205159
5136,207423
5136,207571
5136,204265
5136,206978
5136,207053
5136,208068
5136,203451
5136,204592
5136,208032
5136,208804
5136,206084
5136,207230
5136,207151
5136,206347
5136,206788
5136,205549
5136,205990
5136,204077
5136,208411
5136,205495
5136,204755
5136,204262
5136,207792
5136,208457
5136,204235
5136,205204
5136,204945
5136,205974
5136,204056
5136,206241
5136,204388
5136,205107
5136,204909
5136,204270
5136,208151
5136,203671
5136,205277
5136,208710
5136,205575
5136,207930
5136,204238
5136,207566
5136,204229
5136,204149
5136,206814
5136,207424
5136,206078
5136,208632
5136,205250
5136,207369
5136,205339
5136,207732
5136,204168
5136,203551
5136,204470
5136,207335
5136,203244
5136,204519
5136,203543
5136,206219
5136,206220
5136,208582
5136,206835
5136,207159
5136,203812
5136,208378
5136,203883
5136,205196
5136,208518
5136,204770
5136,207653
5136,204248
5136,208288
5136,207313
5136,204784
5136,204119
5136,207122
5136,206336
5136,205247
5136,204540
5136,205571
5136,208819
5136,206165
5136,203833
5136,203507
5136,208250
5136,207532
5136,207213
5136,206440
5136,208282
5136,208834
5136,206834
5136,205937
5136,203949
5136,204560
5136,206551
5136,208435
5136,204224
5136,205398
5136,208015
5136,208615
5136,205076
5136,207155
5136,208118
5136,204444
5136,208593
5136,203646
5136,205448
5136,208596
5136,203481
5136,207706
5136,205020
5136,204422
5136,204790
5136,204544
5136,206397
5136,205650
5136,208634
5136,208374
5136,205373
5136,207163
5136,206267
5136,204398
5136,205687
5136,203703
5136,208512
5136,208756
5136,204858
5136,205166
5136,206085
5136,203690
5136,203898
5136,206740
5136,204991
5136,207260
5136,207627
5136,207634
5136,204296
5136,204596
5136,206830
5136,205965
5136,206342
5136,203255
5136,204382
5136,208652
5136,207205
5136,208419
5136,207465
5136,207578
5136,207827
5136,206355
5136,205691
5136,204937
5136,206268
5136,203745
5136,206627
5136,205014
5136,206654
5136,207646
5136,207990
5136,208331
5136,208264
5136,204508
5136,205331
5136,204405
5136,203271
5136,208018
5136,207851
5136,207528
5136,205142
5136,208166
5136,205127
5136,208602
5136,207533
5136,204102
5136,205409
5136,204502
5136,203503
5136,203801
5136,207077
5136,205897
5136,206836
5136,207434
5136,207035
5136,208049
5136,207249
5136,207336
5136,206666
5136,208191
9718,203304
9718,208496
9718,207022
9718,205134
9718,205317
9718,207140
9718,206196
9718,204913
9718,204212
9718,208548
9718,206442
9718,203445
9718,206054
9718,207401
9718,206761
9718,204319
9718,206456
9718,206678
9718,203326
9718,207105
9718,206890
9718,204928
9718,207281
9718,204360
9718,205481
9718,204738
9718,205970
9718,208530
9718,204201
9718,206873
9718,206059
9718,208494
9718,203804
9718,203800
9718,206290
9718,206943
9718,204303
9718,206871
9718,208187
9718,203802
9718,208788
9718,208673
9718,206373
9718,207429
9718,208305
9718,207419
9718,204980
9718,205832
9718,205903
9718,208283
9718,207371
9718,206177
9718,205909
9718,207435
9718,207180
9718,207612
9718,208692
9718,206888
9718,207893
9718,204140
9718,205206
9718,204609
9718,203990
9718,207846
9718,206502
9718,205414
9718,207811
9718,206451
9718,208429
9718,205177
9718,208753
9718,204324
9718,207863
9718,207044
9718,205655
9718,205262
9718,208122
9718,204505
9718,205956
9718,206503
9718,205009
9718,204486
9718,205573
9718,208495
9718,207631
9718,206689
9718,206852
9718,206563
9718,203532
9718,203601
9718,203415
9718,205268
9718,206118
9718,206734
9718,208234
9718,204848
9718,203319
9718,206897
9718,204630
9718,204886
9718,207742
9718,205012
9718,208328
13738,205221
16264,206890
16264,203802
16264,205029
16264,207435
16264,203304
16264,208496
16264,207022
16264,205134
16264,205317
16264,207140
16264,206196
16264,204913
16264,204212
16264,208548
16264,206442
16264,203445
16264,206054
16264,207401
16264,206761
16264,204319
16264,206456
16264,206678
16264,203326
16264,207105
16264,204928
16264,207281
16264,204360
16264,205481
16264,204738
16264,205970
16264,208530
16264,204201
16264,206873
16264,206059
16264,208494
16264,203804
16264,203800
16264,206290
16264,206943
16264,204303
16264,206871
16264,208187
16264,208788
16264,208673
16264,206373
16264,207429
16264,208305
16264,207419
16264,204980
16264,205832
16264,205903
16264,208283
16264,207371
16264,206177
16264,205909
16264,207180
16264,207612
16264,208692
16264,206888
16264,207893
16264,204140
16264,205206
16264,204609
16264,203990
16264,207846
16264,206502
16264,205414
16264,207811
16264,206451
16264,208429
16264,205177
16264,208753
16264,204324
16264,207863
16264,207044
16264,205655
16264,205262
16264,208122
16264,204505
16264,205956
16264,206503
16264,205009
16264,204486
16264,205573
16264,208495
16264,207631
16264,206689
16264,206852
16264,206563
16264,203532
16264,203601
16264,203415
16264,205268
16264,206118
16264,206734
16264,208234
16264,204848
16264,208192
16264,205516
16264,206564
16264,206218
16264,208497
16264,206040
10153,204584
10153,207386
10153,206068
10153,205585
10153,208813
10153,206641
10153,208809
10153,204581
10153,205359
10153,205998
10153,203539
10153,204014
10153,206804
10153,203806
10153,206242
10153,203899
10153,207348
10153,203856
10153,207621
10153,206786
10153,208267
10153,208111
10153,208251
10153,204838
10153,205940
10153,206271
10153,206912
10153,204310
10153,204978
10153,205245
10153,204798
10153,204298
10153,204780
10153,206377
10153,208324
10153,205732
10153,204524
10153,205568
10153,208497
10153,204287
10153,204872
10153,205459
10153,207182
10153,205097
10153,203538
10153,205933
10153,205461
10153,207619
10153,205427
10153,205672
10153,207318
10153,204837
10153,206407
10153,206070
10153,206984
10153,204385
10153,206051
10153,207929
10153,203891
10153,204196
10153,206970
10153,203312
10153,206063
10153,208392
10153,203629
10153,205234
10153,206993
10153,206716
10153,207626
10153,205949
10153,204514
5520,204303
5520,203607
5520,206846
5520,203608
5520,207683
5520,204454
5520,204958
5520,206464
5520,207843
5520,204098
5520,203909
5520,207409
5520,208730
5520,204135
5520,205159
5520,207423
5520,207571
5520,204265
5520,206978
5520,207053
5520,208068
5520,203451
5520,204592
5520,208032
5520,208804
5520,206084
5520,207230
5520,207151
5520,206347
5520,206788
5520,205549
5520,205990
5520,204077
5520,208411
5520,205495
5520,204755
5520,204262
5520,207792
5520,208457
5520,204235
5520,205204
5520,204945
5520,205974
5520,207009
5520,207504
5520,208123
5520,203543
5520,207015
5520,208269
5520,204378
5520,208134
5520,204249
5520,206190
5520,206012
5520,207145
5520,207307
5520,208182
5520,207363
5520,203499
5520,206723
5520,203881
5520,205807
5520,205403
5520,207453
5520,207591
5520,204027
5520,207031
5520,205660
5520,207179
5520,208231
5520,203931
5520,203926
5520,207240
5520,204302
5520,205516
5520,207228
12631,203530
186,207386
186,207683
18664,204856
18664,207086
18664,204458
18664,208778
18664,206780
18664,205635
18664,203972
18664,207105
18664,204630
18664,203319
18664,206897
18664,204886
18664,207742
18664,208622
18664,204378
18664,208134
18664,204249
18664,206190
18664,206012
18664,207145
18664,207307
18664,208182
18664,207363
18664,203499
18664,206723
18664,203881
18664,205807
18664,205403
18664,207453
18664,207591
18664,204027
18664,207031
18664,205660
18664,207179
18664,208231
18664,203931
18664,203926
18664,207240
18664,208188
18664,207183
18664,205611
