chemical_pubchemcid,protein_entrez
70341,1280
70341,12508
70341,5794
70341,10022
70341,15206
70341,8762
70341,5168
70341,12117
70341,20015
70341,20810
70341,5778
70341,2579
70341,17265
70341,8637
70341,13908
70341,1782
70341,56
70341,2966
70341,22152
70341,18613
70341,5927
70341,11066
70341,19187
70341,16384
70341,21787
70341,9812
70341,1616
92474,400
92474,12208
92474,4687
92474,21416
92474,14458
92474,15891
92474,11861
92474,21262
92474,1875
92474,4711
92474,1927
167632,13867
167632,14696
100546,13867
140708,4352
140708,12014
140708,65
26682,10862
26682,10022
26682,17158
26682,20507
26682,20810
26682,20048
26682,16095
26682,14897
26682,10865
118992,17267
118992,6209
118992,1277
118992,17158
118992,20048
118992,2618
118992,5222
118992,2138
158083,2929
67639,1117
67639,8980
67639,21309
167000,8947
58474,21620
58474,17274
58474,8418
58474,18424
58474,7014
58474,15179
167398,4888
167398,13293
167398,14499
167398,12913
167398,10107
167398,21345
167398,18303
167398,8947
167398,10119
167398,16635
167398,6306
167398,5302
167398,5271
167398,1616
167398,8196
148850,4137
102423,5431
102423,19326
102423,21982
102423,17214
102423,15440
102423,5649
102423,21047
102423,13728
102423,19045
102423,20418
57501,5431
57501,21982
57501,8616
57501,3834
57501,259
117426,21982
22562,11646
90543,11646
145198,546
145198,304
145198,13958
145198,15005
145198,4137
145198,332
145198,11513
145198,5794
145198,5337
145198,3627
145198,12788
145198,13111
145198,19292
145198,21773
145198,20048
145198,18515
145198,14380
145198,19298
145198,15327
145198,4655
145198,12337
145198,10142
145198,9533
145198,412
145198,20328
145198,8398
145198,5757
145198,14038
145198,19936
145198,16304
145198,500
145198,4487
145198,6119
145198,21100
145198,10985
35648,5281
35648,21982
35648,5222
60662,568
60662,443
60662,12811
60662,13559
170161,15811
170161,18907
170161,8947
177049,5159
177049,7704
177049,10865
155076,259
118770,21945
118770,17158
118770,18974
167960,15811
167960,20091
167960,19151
167960,9476
97839,1042
151645,18124
32233,14637
32233,6214
32233,7454
32233,8560
32233,9824
102100,15062
102100,17267
102100,3764
102100,21118
102100,9360
102100,7668
102100,5416
116638,18342
116638,17267
70133,5624
99557,10362
185787,5430
26395,6214
26395,5168
26395,17973
26395,3626
26395,16132
26395,2309
26395,18603
134158,20172
134158,8947
134158,13559
134158,17444
134158,17593
56608,1737
56608,15811
56608,1280
56608,7975
56608,10217
56608,5696
56608,8947
56608,5222
56608,14153
56608,9837
56608,1314
56608,17367
56608,11066
56608,1792
56608,17593
56608,5271
56608,4452
65167,17591
65167,15062
65167,5963
65167,11247
65167,19050
65167,1098
65167,16275
65167,3752
65167,21805
65167,3719
65167,7454
65167,14538
65167,7986
65167,177
65167,3062
65167,3089
65167,834
80759,23
80759,5517
80759,9464
80759,7806
110771,17973
110771,10472
110771,4370
110771,13557
110771,1493
110771,21725
110771,18603
59268,6635
59268,2027
59268,16709
59268,15278
59268,20822
59268,16869
59268,2348
59268,8766
59268,2089
59268,11311
59268,13559
59268,20384
59268,7333
59268,17424
170659,1425
170659,16297
117922,13867
116279,1742
76307,15462
76307,13958
76307,2922
76307,15005
76307,15811
76307,11554
76307,4890
76307,15606
76307,8947
76307,798
76307,3942
76307,10142
76307,4018
76307,1314
76307,17367
76307,18214
76307,13994
76307,1616
76307,3360
167463,1556
167463,18124
112747,12295
38767,9790
38767,5214
38767,3376
71700,15395
71700,15005
71700,3834
71700,4018
71700,6197
71700,21100
71700,4946
132359,3339
132359,9074
112574,16053
112574,5335
112574,19398
112574,23
112574,17591
112574,21512
112574,14237
112574,13958
112574,8728
112574,13921
112574,12893
112574,18812
112574,6843
112574,15062
112574,1534
112574,9521
112574,332
112574,15733
112574,16950
112574,9807
112574,18635
112574,8293
112574,21532
112574,14637
112574,12464
112574,3144
112574,19456
112574,2717
112574,15811
112574,9079
112574,18069
112574,17680
112574,1425
112574,1280
112574,12568
112574,16179
112574,2924
112574,4866
112574,79
112574,16231
112574,12295
112574,10022
112574,5526
112574,16297
112574,1003
112574,2657
112574,15463
112574,17158
112574,11605
112574,21267
112574,12143
112574,13603
112574,11343
112574,20048
112574,11246
112574,9877
112574,16875
112574,14252
112574,3834
112574,1416
112574,12164
112574,15305
112574,10142
112574,4018
112574,2636
112574,5993
112574,20924
112574,3131
112574,1314
112574,18827
112574,8206
112574,4712
112574,967
112574,509
112574,19187
112574,3089
112574,5572
112574,12556
112574,724
112574,1364
112574,7014
112574,18578
112574,21092
112574,9600
112574,17660
112574,5271
112574,21357
112574,666
112574,1108
154986,17591
154986,15027
154986,17126
154986,16875
154986,15506
154986,5539
154986,509
154986,19373
26210,7085
26210,12647
26210,3725
26210,5302
26210,12096
26210,19413
87731,12473
56160,12046
56160,6718
56160,15811
56160,175
56160,19151
56160,18746
56160,19344
86938,15583
86938,6210
86938,11753
86938,10819
86938,4035
86938,19022
86938,18420
86938,3112
86938,8801
86938,19511
86938,7647
86938,16940
86938,10507
86938,1042
86938,18511
86938,4107
86938,5012
86938,20483
86938,14483
86938,12349
86938,7376
86938,51
86938,17967
86938,4772
86938,7991
86938,8056
86938,22030
86938,11979
86938,16793
86938,8718
86938,18724
86938,8954
86938,10610
86938,10683
86938,20014
86938,15099
86938,13050
86938,12490
86938,11951
86938,20329
86938,8616
86938,10717
86938,9960
86938,21202
86938,8946
86938,4352
86938,6696
86938,19679
86938,7203
86938,21761
86938,3438
86938,21204
86938,16079
86938,20172
86938,19870
86938,15463
86938,9827
86938,2758
86938,7159
86938,21339
86938,3755
86938,3032
86938,20592
86938,3983
86938,13567
86938,15098
86938,15186
86938,21232
86938,4525
86938,13603
86938,16829
86938,8947
86938,15172
86938,19712
86938,14726
86938,2505
86938,750
86938,12507
86938,20048
86938,22032
86938,10160
86938,8168
86938,6024
86938,14156
86938,17126
86938,5649
86938,15542
86938,448
86938,7599
86938,2499
86938,17345
86938,2740
86938,2167
86938,20409
86938,9672
86938,21382
86938,5467
86938,14454
86938,4566
86938,13062
86938,10648
86938,6903
86938,99
86938,1493
86938,22159
86938,13791
86938,9472
86938,15846
86938,14238
86938,9533
86938,12699
86938,12797
86938,1076
86938,17608
86938,5616
86938,56
86938,12322
86938,12340
86938,6906
86938,5817
86938,20534
86938,8314
86938,881
86938,15146
86938,16259
86938,662
86938,4470
86938,10879
86938,12833
86938,14075
86938,14496
86938,16543
86938,5927
86938,21652
86938,4843
86938,967
86938,17494
86938,16612
86938,18664
86938,10399
86938,15629
86938,2228
86938,10595
86938,1694
86938,13592
86938,19187
86938,6189
86938,7414
86938,13868
86938,14016
86938,1270
86938,20225
86938,13325
86938,21100
86938,21043
86938,6682
86938,1039
86938,9871
86938,12090
86938,2770
86938,2793
86938,8272
86938,12371
86938,13797
86938,21275
86938,17656
86938,19227
86938,21249
86938,17806
86938,9227
86938,17438
86938,15061
86938,2589
86938,3493
86938,12740
86938,20418
86938,138
86938,4856
86938,3116
86938,19373
86938,42
86938,173
86938,21397
86938,1895
86938,12611
86938,3071
86938,19271
86938,3830
86938,7375
86938,10371
156853,47
103604,12568
103604,10362
103604,8497
99843,11523
181063,13407
69617,22274
69617,1280
69617,14027
151078,15651
151078,8697
151078,20078
151078,4618
181387,6210
181387,9654
181387,1243
181387,17214
181387,8616
181387,18303
181387,21719
181387,5168
181387,14544
181387,9464
181387,14856
181387,6024
181387,4596
181387,7941
181387,16475
181387,11480
181387,10879
181387,8418
181387,10595
181387,21047
181387,8737
181387,6682
181387,21249
42544,4888
42544,1280
42544,9133
42544,10089
42544,2691
42544,20810
42544,11246
42544,10104
42544,3062
42544,19628
42544,10636
42544,5993
42544,15970
42544,4712
42544,19187
42544,10813
42544,8486
42544,9210
42544,10125
42544,1950
42544,5271
175700,10780
175700,9018
175700,5255
175700,20521
175700,14712
118598,18183
118598,22152
95382,14696
95382,20403
177331,3167
90003,2653
90003,6281
90003,19398
90003,4426
90003,14324
90003,21512
90003,4469
90003,493
90003,7167
90003,10335
90003,7063
90003,15811
90003,15302
90003,8526
90003,14815
90003,2520
90003,20825
90003,20014
90003,7863
90003,12158
90003,13816
90003,18750
90003,10883
90003,3175
90003,9464
90003,13819
90003,20048
90003,11515
90003,11849
90003,8043
90003,16194
90003,8398
90003,881
90003,5140
90003,9837
90003,1314
90003,15936
90003,21265
90003,11971
90003,3089
90003,8285
90003,12613
90003,16384
90003,3265
90003,3469
90003,9623
90003,15179
90003,3593
90003,1010
90003,2233
90003,16664
90003,18040
116021,9564
53084,8564
53084,15462
53084,13958
53084,6253
53084,11513
53084,3250
53084,17303
53084,20014
53084,5212
53084,18427
53084,3627
53084,4182
53084,2644
53084,94
53084,12788
53084,9464
53084,19292
53084,9884
53084,14380
53084,18974
53084,15327
53084,4655
53084,12337
53084,10142
53084,9533
53084,17959
53084,9461
53084,8455
53084,2180
53084,14739
53084,5757
53084,14038
53084,19936
53084,16304
53084,5247
53084,6555
53084,14751
53084,21100
53084,6383
53084,3360
53084,9023
51578,5212
37984,18664
23236,11753
23236,17591
23236,22274
23236,18069
23236,11514
23236,2520
23236,21097
23236,12568
23236,4866
23236,12331
23236,6428
23236,12158
23236,18750
23236,20015
23236,9464
23236,4364
23236,11343
23236,11246
23236,5096
23236,18460
23236,8971
23236,18664
23236,14016
23236,4828
23236,8272
23236,12096
166179,22274
117192,15583
117192,6210
117192,11753
117192,10819
117192,4035
117192,19022
117192,18420
117192,3112
117192,8801
117192,19511
117192,7647
117192,16940
117192,10507
117192,1042
117192,18511
117192,4107
117192,5012
117192,20483
117192,14483
117192,12349
117192,7376
117192,51
117192,17967
117192,4772
117192,7991
117192,8056
117192,22030
117192,11979
117192,16793
117192,8718
117192,18724
117192,8954
117192,10610
117192,10683
117192,20014
117192,15099
117192,13050
117192,12490
117192,11951
117192,20329
117192,8616
117192,10717
117192,9960
117192,21202
117192,8946
117192,4352
117192,6696
117192,7203
117192,21761
117192,3438
117192,21204
117192,16079
117192,20172
117192,19870
117192,15463
117192,9827
117192,2758
117192,7159
117192,21339
117192,3755
117192,3032
117192,20592
117192,3983
117192,13567
117192,15098
117192,15186
117192,21232
117192,4525
117192,13603
117192,16829
117192,8947
117192,15172
117192,19712
117192,14726
117192,2505
117192,750
117192,12507
117192,22032
117192,10160
117192,8168
117192,6024
117192,14156
117192,5649
117192,15542
117192,448
117192,7599
117192,2499
117192,17345
117192,2740
117192,2167
117192,20409
117192,9672
117192,21382
117192,5467
117192,14454
117192,4566
117192,13062
117192,10648
117192,6903
117192,99
117192,1493
117192,22159
117192,13791
117192,9472
117192,15846
117192,14238
117192,12699
117192,12797
117192,1076
117192,17608
117192,5616
117192,56
117192,12322
117192,12340
117192,6906
117192,5817
117192,20534
117192,8314
117192,881
117192,15146
117192,16259
117192,662
117192,4470
117192,10879
117192,12833
117192,14075
117192,14496
117192,16543
117192,5927
117192,21652
117192,4843
117192,17494
117192,16612
117192,18664
117192,10399
117192,15629
117192,2228
117192,10595
117192,1694
117192,13592
117192,6189
117192,7414
117192,13868
117192,14016
117192,1270
117192,20225
117192,13325
117192,21043
117192,6682
117192,1039
117192,9871
117192,12090
117192,2770
117192,2793
117192,8272
117192,12371
117192,13797
117192,21275
117192,17656
117192,19227
117192,21249
117192,17806
117192,9227
117192,17438
117192,15061
117192,2589
117192,3493
117192,12740
117192,20418
117192,138
117192,4856
117192,3116
117192,19373
117192,42
117192,173
117192,21397
117192,1895
117192,12611
117192,3071
117192,19271
117192,3830
117192,7375
117192,10371
139384,18069
139384,4866
139384,11343
139384,11246
139384,4018
28129,14237
28129,15811
28129,5302
28129,9703
28129,8196
155608,9421
155608,2559
26389,13976
26389,14856
26389,6268
26389,9564
26389,21047
26389,259
181886,21477
181886,20582
181886,20559
181886,5429
181886,6014
181886,11284
181886,12736
181886,11203
181886,20437
97187,13958
97187,16293
97187,15811
97187,17751
97187,5281
97187,11102
97187,12295
97187,3720
97187,4354
97187,20810
97187,7921
97187,10142
97187,4018
97187,9533
97187,5927
97187,9564
97187,14038
97187,12613
97187,259
97187,3001
97187,17480
173892,11467
173892,18495
173892,17424
172531,20313
59126,15005
59126,10550
112105,21982
90353,17267
90353,8718
47798,19419
47798,9155
47798,2745
47798,19163
47798,9790
47798,20236
47798,8567
47798,5642
47798,16557
47798,21009
47798,5214
47798,16063
47798,12143
47798,21424
47798,16946
47798,17973
47798,21773
47798,5505
47798,18495
47798,2568
47798,19941
47798,6434
47798,17387
47798,18570
47798,16824
47798,10485
47798,1762
47798,4396
47798,3376
47798,14425
47798,22012
47798,12956
47798,14467
47798,18603
47798,20873
47798,10188
47798,21235
47798,3816
47798,18007
47798,14695
47798,14761
47798,3152
47798,13181
104525,15462
104525,12781
104525,304
104525,135
104525,19962
104525,1676
104525,8728
104525,1737
104525,6843
104525,6972
104525,9521
104525,15005
104525,4941
104525,3144
104525,17811
104525,15811
104525,16978
104525,18069
104525,2520
104525,20091
104525,12568
104525,4866
104525,18303
104525,16297
104525,15606
104525,17466
104525,11343
104525,20048
104525,2913
104525,16875
104525,3834
104525,1416
104525,18538
104525,19298
104525,3942
104525,9360
104525,17522
104525,13705
104525,1314
104525,16941
104525,4712
104525,6851
104525,967
104525,17543
104525,18214
104525,21265
104525,5871
104525,16384
104525,9872
104525,5334
104525,10985
104525,5046
104525,9476
104525,16664
104525,3360
104525,739
104525,9023
104081,21695
158299,10688
134783,18493
134783,6304
134783,21695
134783,21470
134783,11163
134783,20245
134783,14690
134783,21936
134783,17504
134783,6602
134783,8180
149957,18998
139515,21662
58096,5794
58096,9464
58096,9837
58096,6128
58096,7470
47041,4712
97423,546
97423,21376
97423,13183
97423,6555
174136,7017
174136,17493
114638,17543
114638,12388
87059,13398
87059,16786
87059,4018
87059,9817
155251,1556
155251,18124
33822,12858
23568,15347
23568,18303
23568,3834
23568,4018
31678,7454
170597,15811
170597,5351
170597,10022
170597,16454
170597,18435
170597,18746
170597,3583
170597,12016
170597,778
170597,3469
170597,1616
170597,9579
166249,12790
166249,5281
166249,11374
37617,9738
37617,21357
185314,16293
185314,12158
93878,18750
154488,13444
128983,500
128983,22139
120560,13867
25073,2964
25073,16685
25073,20471
152822,1425
152822,13634
152822,9996
89387,17234
89387,16380
89387,16889
89387,13323
89387,12715
89387,3726
89387,13108
89387,6467
89387,2924
89387,16504
89387,14901
89387,4002
89387,7962
89387,13408
89387,5461
89387,2892
89387,13751
89387,13029
89387,16391
89387,17926
89387,19712
89387,14099
89387,9346
89387,15126
89387,6868
89387,22100
89387,12770
89387,11311
89387,22152
89387,14425
89387,2316
89387,14857
89387,17367
89387,15506
89387,16046
89387,22133
89387,16283
89387,3492
89387,9080
89387,20614
89387,18414
89387,13635
89387,20978
89387,5136
89387,11083
89387,16664
89387,10252
95034,8937
95034,12631
95034,10491
95034,4687
95034,19151
95034,9996
95034,2436
130473,750
130473,10399
167454,14506
167454,13740
46105,3486
46105,10060
46105,21900
46105,10280
40235,1181
40235,15439
40235,17944
40235,6656
134066,5430
134066,11115
134066,17471
174295,5458
174295,14018
174295,6252
174295,23
174295,5517
174295,18169
174295,21512
174295,1676
174295,493
174295,21695
174295,4125
174295,15811
174295,264
174295,1280
174295,8587
174295,2924
174295,12295
174295,5794
174295,8833
174295,16454
174295,19918
174295,9219
174295,11891
174295,17158
174295,10025
174295,4375
174295,8947
174295,20810
174295,2982
174295,20048
174295,14092
174295,735
174295,1606
174295,3062
174295,5222
174295,6868
174295,13138
174295,17217
174295,5218
174295,22152
174295,5160
174295,13026
174295,4712
174295,20664
174295,11066
174295,21265
174295,19187
174295,14045
174295,12367
174295,7806
174295,16355
174295,14036
174295,5271
174295,17066
174295,8609
174295,8987
174295,8638
65552,13361
81948,5281
81948,18303
163743,20048
163743,14897
163743,18424
163743,21855
163743,8609
73972,8377
73972,21898
42903,17596
172740,19326
172740,15440
172740,5649
172740,13728
172740,20418
148104,15811
148104,12568
148104,3458
78934,887
78934,16293
78934,12295
78934,18770
78934,4018
78934,17870
78934,6804
78934,1600
78934,16133
25651,92
25651,16132
25651,10399
151654,15005
165584,21103
165584,15088
165584,18755
165584,1836
165584,3127
165584,10038
165584,1626
165584,21573
165584,15200
165584,11203
165584,17880
165584,4517
111933,9654
161699,14324
161699,13566
161699,6807
161699,2250
161699,14499
161699,12913
161699,12742
161699,21695
161699,7167
161699,6209
161699,824
161699,15811
161699,9698
161699,13500
161699,11514
161699,20014
161699,16786
161699,18303
161699,15606
161699,2724
161699,17158
161699,17747
161699,15343
161699,5168
161699,15751
161699,15016
161699,9464
161699,8947
161699,8136
161699,20810
161699,18844
161699,1014
161699,3851
161699,9786
161699,18746
161699,5218
161699,14153
161699,22152
161699,1314
161699,5927
161699,9740
161699,14027
161699,4712
161699,6851
161699,4114
161699,509
161699,17812
161699,19187
161699,5871
161699,16384
161699,15493
161699,2574
161699,4452
161699,8987
128946,400
101978,10362
41159,13867
101826,18998
101826,17692
101826,6979
24877,13071
24877,20046
43112,22274
43112,1425
43112,5696
43112,16297
43112,10222
43112,4828
43112,1364
82173,13958
82173,11513
82173,3627
82173,12788
82173,19292
82173,14380
82173,15327
82173,4655
82173,12337
82173,10142
82173,9533
82173,5757
82173,14038
82173,19936
82173,16304
82173,21100
54816,1676
54816,15550
54816,12955
54816,14864
54816,9964
54816,19456
54816,17137
54816,6718
54816,413
54816,6946
54816,3007
54816,5629
54816,1425
54816,9821
54816,3448
54816,22039
54816,4266
54816,7745
54816,21926
54816,13957
54816,1772
54816,10030
54816,16001
54816,16297
54816,12760
54816,2805
54816,10555
54816,5370
54816,6791
54816,8234
54816,1426
54816,1017
54816,16251
54816,3689
54816,5357
54816,11343
54816,11246
54816,15586
54816,2618
54816,16875
54816,14252
54816,12865
54816,3742
54816,3579
54816,18091
54816,2500
54816,10455
54816,6013
54816,7024
54816,3984
54816,21502
54816,8009
54816,10528
54816,15125
54816,15372
54816,8903
54816,4515
54816,22061
54816,14983
54816,2145
54816,4199
54816,10354
54816,7953
54816,12840
54816,18232
54816,19689
54816,20057
54816,12417
54816,3142
169831,8755
169831,10107
169831,21764
169831,12858
169831,6214
169831,13682
169831,20175
169831,21267
169831,21773
169831,3062
169831,10636
169831,2316
169831,11523
169831,13251
169831,7806
169831,15153
169831,15179
169831,15447
48515,17591
48515,18374
48515,4334
48515,4082
48515,12179
48515,21695
48515,7167
48515,3737
48515,10480
48515,21442
48515,20014
48515,15822
48515,10217
48515,8833
48515,19918
48515,18706
48515,17776
48515,3764
48515,5168
48515,13603
48515,9464
48515,8947
48515,20048
48515,11246
48515,376
48515,14252
48515,19149
48515,19151
48515,1782
48515,13067
48515,4712
48515,2180
48515,7658
48515,724
48515,21275
48515,12561
48515,4646
48515,2589
48515,12118
48515,14456
118705,750
40394,19274
40394,4396
40394,4615
40394,64
40394,20669
177607,16132
177607,10116
115694,13958
115694,11513
115694,17751
115694,3627
115694,12788
115694,19292
115694,14380
115694,3834
115694,15327
115694,4655
115694,12337
115694,10142
115694,9533
115694,5757
115694,14038
115694,19344
115694,19936
115694,16304
115694,21100
115694,12969
94166,1425
35102,3800
35102,13268
35102,5201
35102,18040
61487,1645
61487,21060
170957,16703
34081,21622
34081,2233
30447,20801
30447,5681
30447,11200
30447,14435
30447,17158
30447,1300
30447,5222
30447,416
30447,21384
30447,8737
30447,7470
30447,9718
119695,21468
86584,18513
86584,177
86584,13579
86584,2782
86584,13994
86584,8062
164378,10261
164378,8299
96808,17277
96808,5271
47156,9360
154817,4248
76372,10982
76372,1617
58404,17543
107873,14933
155740,1583
99810,9807
99810,14214
99810,22186
99810,10262
99810,15982
99810,4515
99810,13389
99810,20527
137865,15583
137865,6210
137865,11753
137865,10819
137865,4035
137865,19022
137865,18420
137865,3112
137865,8801
137865,19511
137865,7647
137865,16940
137865,10507
137865,1042
137865,18511
137865,4107
137865,5012
137865,20483
137865,14483
137865,12349
137865,7376
137865,51
137865,17967
137865,4772
137865,7991
137865,8056
137865,22030
137865,11979
137865,16793
137865,8718
137865,18724
137865,8954
137865,10610
137865,10683
137865,20014
137865,15099
137865,13050
137865,12490
137865,11951
137865,20329
137865,8616
137865,10717
137865,9960
137865,21202
137865,8946
137865,4352
137865,6696
137865,7203
137865,21761
137865,3438
137865,21204
137865,16079
137865,20172
137865,19870
137865,15463
137865,9827
137865,2758
137865,7159
137865,21339
137865,3755
137865,3032
137865,20592
137865,3983
137865,13567
137865,15098
137865,15186
137865,21232
137865,4525
137865,13603
137865,16829
137865,8947
137865,15172
137865,19712
137865,14726
137865,2505
137865,750
137865,12507
137865,22032
137865,10160
137865,8168
137865,6024
137865,14156
137865,5649
137865,15542
137865,448
137865,7599
137865,2499
137865,17345
137865,2740
137865,2167
137865,20409
137865,9672
137865,21382
137865,5467
137865,14454
137865,4566
137865,13062
137865,10648
137865,6903
137865,99
137865,1493
137865,22159
137865,13791
137865,9472
137865,15846
137865,14238
137865,12699
137865,12797
137865,1076
137865,17608
137865,5616
137865,13705
137865,56
137865,12322
137865,12340
137865,6906
137865,5817
137865,20534
137865,8314
137865,881
137865,15146
137865,16259
137865,662
137865,4470
137865,10879
137865,12833
137865,14075
137865,14496
137865,16543
137865,5927
137865,21652
137865,4843
137865,17494
137865,16612
137865,18664
137865,10399
137865,15629
137865,2228
137865,10595
137865,1694
137865,13592
137865,6189
137865,7414
137865,13868
137865,5871
137865,14016
137865,1270
137865,20225
137865,13325
137865,21043
137865,6682
137865,1039
137865,9871
137865,12090
137865,2770
137865,2793
137865,8272
137865,12371
137865,13797
137865,21275
137865,17656
137865,19227
137865,21249
137865,17806
137865,9227
137865,17438
137865,15061
137865,2589
137865,3493
137865,12740
137865,20418
137865,138
137865,4856
137865,3116
137865,19373
137865,42
137865,173
137865,21397
137865,1895
137865,12611
137865,3071
137865,19271
137865,3830
137865,7375
137865,10371
31094,20447
31094,2520
31094,5794
31094,11984
31094,400
31094,22115
31094,20046
31094,15776
87707,16796
87707,16800
87707,20352
87707,3441
87707,5914
87707,1752
87707,20776
87707,13673
87707,10151
87707,8941
87707,9098
87707,10697
87707,15386
87707,21367
87707,16420
87707,21237
87707,7557
87707,3753
87707,18631
87707,20388
87707,15821
87707,17692
87707,21114
87707,9155
87707,16345
87707,18542
87707,6477
87707,9818
87707,11370
87707,12918
87707,2934
87707,17680
87707,210
87707,3843
87707,20314
87707,16776
87707,8687
87707,13820
87707,15033
87707,18235
87707,21340
87707,9301
87707,5642
87707,16449
87707,20887
87707,15423
87707,12926
87707,4513
87707,19679
87707,12952
87707,18454
87707,12318
87707,5198
87707,18270
87707,12143
87707,16946
87707,6471
87707,15696
87707,17211
87707,21773
87707,3391
87707,5505
87707,21584
87707,17481
87707,18495
87707,3331
87707,6024
87707,6680
87707,15439
87707,20088
87707,19335
87707,20062
87707,17765
87707,17387
87707,9141
87707,8655
87707,5098
87707,13664
87707,5661
87707,151
87707,613
87707,22200
87707,10425
87707,6319
87707,4189
87707,6165
87707,5176
87707,5567
87707,3131
87707,1762
87707,4396
87707,19156
87707,21599
87707,6906
87707,17541
87707,11019
87707,5697
87707,15654
87707,6329
87707,265
87707,8479
87707,21228
87707,927
87707,12956
87707,6086
87707,8226
87707,5569
87707,11762
87707,21013
87707,21569
87707,1628
87707,18007
87707,4085
87707,9103
87707,2969
87707,17399
87707,19690
87707,9034
87707,6529
87707,12254
87707,2776
87707,8997
87707,8257
87707,13786
87707,321
87707,21357
87707,2753
87707,15181
87707,17424
43257,15067
43257,17866
43257,11790
43257,2510
44858,13760
44858,3658
44858,8947
44858,5255
44858,12963
44858,5044
44858,8484
44858,7470
78007,9996
159368,5437
159368,1327
159368,7299
159368,19826
159368,13650
159368,17963
159368,8951
159368,3139
159368,379
159368,16421
159368,4539
159368,14897
159368,11861
159368,15196
159368,17066
159368,9380
159368,8638
138839,1476
138839,7160
138839,5938
138839,19701
138839,5351
138839,10180
138839,5794
138839,17858
138839,1583
138839,6631
138839,11957
138839,17169
138839,15186
138839,16155
138839,22124
138839,10727
138839,11629
138839,3626
138839,12006
138839,18570
138839,19628
138839,1162
138839,8191
138839,4827
138839,2054
138839,22055
138839,16098
138839,15982
138839,1431
138839,2608
138839,3089
138839,1614
138839,9927
138839,14060
138839,21275
138839,18203
138839,1616
138839,6475
138839,20057
47926,6893
47926,20313
47926,19630
47926,12811
47926,16564
47926,17082
47926,5239
47926,7032
126512,13958
126512,11513
126512,17751
126512,3627
126512,12788
126512,19292
126512,14380
126512,3834
126512,15327
126512,4655
126512,12337
126512,10142
126512,9533
126512,5757
126512,14038
126512,19344
126512,19936
126512,16304
126512,21100
126512,12969
171479,17158
171479,5222
171479,19151
171479,20534
54914,5430
54914,5255
54914,19820
54914,7470
54914,10245
127240,17753
127240,14810
127240,1425
127240,19635
127240,10198
127240,13705
127240,16941
127240,10910
127240,5871
127240,4881
127240,9872
127240,5334
127240,8798
127240,5046
127240,9114
115447,14810
115447,20014
115447,19635
115447,13705
115447,16941
115447,10910
115447,5871
115447,4881
115447,9872
115447,5334
115447,8798
115447,5046
115447,9114
44334,5871
46972,16297
159013,18099
159013,750
159013,16132
111089,546
111089,19799
111089,12585
111089,7475
111089,21376
111089,9360
111089,21060
111089,3089
118132,11247
166126,19398
166126,17591
166126,2362
166126,10242
166126,7063
166126,2520
166126,14732
166126,20169
166126,16454
166126,8163
166126,21271
166126,9511
166126,21267
166126,5357
166126,20810
166126,20048
166126,11515
166126,14092
166126,3851
166126,3615
166126,9824
166126,19485
166126,14417
166126,8398
166126,8532
166126,9837
166126,1314
166126,17367
166126,13829
166126,13559
166126,15507
166126,7399
166126,11066
166126,18350
166126,2608
166126,21265
166126,12388
166126,12088
166126,2442
166126,8042
166126,20702
166126,20057
40498,15811
40498,11480
40498,20614
40498,21278
165493,17907
37298,16087
37298,14165
37298,13909
37298,11480
37298,8737
122692,15522
122692,19339
48114,11028
48114,21657
57578,17627
57578,14435
57578,18303
57578,20313
138224,5034
138224,19769
138224,13867
138224,12907
138224,13138
138224,2358
138224,5120
36470,5034
121706,2663
142785,5255
140937,2669
140937,19689
72336,1364
145540,13689
145540,17726
145540,5531
166876,4352
136102,15462
136102,23
136102,16087
136102,17838
136102,10218
136102,14165
136102,19456
136102,19050
136102,20771
136102,18327
136102,3566
136102,15660
136102,16297
136102,14171
136102,11602
136102,15037
136102,20015
136102,8947
136102,5222
136102,22100
136102,3942
136102,19151
136102,10309
136102,9983
136102,13705
136102,1314
136102,16941
136102,10910
136102,18214
136102,3089
136102,5871
136102,16384
136102,4714
136102,9872
136102,5334
136102,21278
136102,10985
136102,5046
136102,9114
95208,15199
95208,16372
95208,16800
95208,3863
95208,2884
95208,5335
95208,19398
95208,6252
95208,17044
95208,13077
95208,5431
95208,304
95208,1676
95208,1591
95208,11103
95208,4334
95208,1737
95208,17838
95208,14736
95208,4082
95208,493
95208,17267
95208,2071
95208,15204
95208,16293
95208,7167
95208,15759
95208,16950
95208,16459
95208,10335
95208,4087
95208,7536
95208,7063
95208,443
95208,15811
95208,21135
95208,9079
95208,20771
95208,10750
95208,1425
95208,2520
95208,3844
95208,8932
95208,12508
95208,7220
95208,11472
95208,12295
95208,22150
95208,6428
95208,21287
95208,13309
95208,5794
95208,12158
95208,10022
95208,18750
95208,16454
95208,18709
95208,15003
95208,12828
95208,11984
95208,20824
95208,8710
95208,14865
95208,6552
95208,1003
95208,10338
95208,3222
95208,3764
95208,13801
95208,7396
95208,14250
95208,20507
95208,3658
95208,17169
95208,5168
95208,16391
95208,12117
95208,3175
95208,17258
95208,8947
95208,17357
95208,10362
95208,18673
95208,16155
95208,20048
95208,11515
95208,9408
95208,14092
95208,20326
95208,18918
95208,21684
95208,3062
95208,6434
95208,3615
95208,9824
95208,19298
95208,18322
95208,9206
95208,13557
95208,22210
95208,3942
95208,19151
95208,9860
95208,18746
95208,19628
95208,9332
95208,19934
95208,12770
95208,4827
95208,2945
